Const,male,age,I(age^2),vaccine08,True.Const,True.male,True.age,True.I(age^2),True.vaccine08,HTE.cover1,HTE.cover2,HTE.truecover
-0.041166226,0.118170219,0.015128175,-0.000202135,0.216501838,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.119645307,0.025015496,0.021829743,-0.00029646,0.211354898,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.026413664,0.045586128,0.01493266,-0.000244527,0.190243657,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.013092712,0.135154425,0.015348995,-0.000231483,0.277897934,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.147301106,-0.021023619,0.007745577,-0.000136922,0.217424274,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.099777404,0.163412924,0.018632339,-0.000232148,0.103685023,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.065675875,0.031325111,0.006336113,-6.93E-05,0.061811762,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.138945828,0.040819805,0.010681459,-0.000206235,0.137462905,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.080052708,0.100794848,0.018785025,-0.000267165,0.352063046,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.109909901,0.044233633,0.007744981,-8.80E-05,0.299083275,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.059526093,-0.004347945,0.015850065,-0.000213997,0.145233758,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.084981156,0.009496561,0.007460359,-0.000125939,0.222224138,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.014146168,0.076376479,0.018464749,-0.000244619,0.131815887,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.017210288,0.070894918,0.01226514,-0.000153082,0.197306458,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.022448012,0.016662508,0.017174339,-0.000272891,0.265391265,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.14383531,0.038077696,0.007870743,-0.000100332,0.168617664,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.060782262,0.026306644,0.012993637,-0.000141325,0.373627043,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0,0,0
0.079955398,0.125290536,0.006046635,-7.94E-05,0.197445784,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.088841102,0.001802194,0.009439315,-0.000146594,0.22350055,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.033193513,0.027886643,0.013834302,-0.000152795,0.22017375,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.006374218,0.028519902,0.019932585,-0.000305874,0.279023586,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.034027695,0.138839056,0.013884959,-0.000210095,0.184572413,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.079732178,0.034318726,0.009499121,-0.000115322,0.250026454,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.02538408,0.039396148,0.013884288,-0.000228669,0.261236781,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.050486149,0.020580882,0.013650703,-0.000199477,0.242290708,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.000196153,0.038410223,0.013950377,-0.000171421,0.155802398,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.123029175,0.065021594,0.006298422,-6.59E-05,0.140313833,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.16164549,0.054906613,0.006624932,-0.000125815,0.172558052,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.043604389,0.041122389,0.011537709,-0.000135995,0.145391487,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.005232984,0.03748483,0.014742149,-0.00018495,0.121413912,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.078747033,0.15862644,0.015462377,-0.000187027,0.233052687,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.026854377,0.054730293,0.01213404,-0.000159643,0.263268537,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.048984153,0.030580861,0.010853083,-0.000141003,0.197728131,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.059583761,-0.005360304,0.014794018,-0.000191698,0.057699957,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.018139562,0.13085818,0.013292611,-0.000194014,0.182144555,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.067317785,0.095984291,0.017545582,-0.000254145,0.086432665,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.051173893,0.048933873,0.010535418,-0.000126805,0.161649017,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.015527146,0.083873328,0.014902191,-0.000199633,0.272883253,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.010534571,0.067783974,0.015479732,-0.000185878,0.124038429,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.046536467,0.071493937,0.017699576,-0.000235398,0.094381716,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.000410853,0.049980552,0.012256694,-0.000154883,0.224144082,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.001448158,0.011625324,0.012795196,-0.000153799,0.320501608,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.06914133,0.05755032,0.004932291,-6.37E-05,0.255293807,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.07762202,0.120761914,0.005412879,-5.78E-05,0.161914671,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.085957859,-0.018719935,0.009372913,-0.000135478,0.227713749,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.023090192,0.080270143,0.012678751,-0.000169564,0.167347828,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.112899833,0.022550199,0.008727348,-0.000131846,0.160127226,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.03914707,0.011910062,0.015166933,-0.000232175,0.232811509,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.098918189,-0.03239681,0.012287761,-0.000189101,0.224730882,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.09847075,0.057008895,0.013849417,-0.000256558,0.158717749,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.109928583,0.102624594,0.008317572,-0.000134552,0.089301397,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.030741499,0.124486884,0.016352712,-0.00027872,0.160927102,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.068797038,-0.014550141,0.015390719,-0.000261199,0.289948686,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.014314908,0.03192826,0.014102644,-0.000203394,0.16761841,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.01422094,0.075032657,0.013873254,-0.000183036,0.306102589,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.002524832,0.087810683,0.018293905,-0.000279931,0.21599252,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.064261965,0.038616424,0.010323705,-0.00014727,0.253667972,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.003714103,0.049308922,0.015650401,-0.000212297,0.122925657,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.090925407,-0.033557506,0.008309211,-8.90E-05,0.14244859,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.032226943,0.092744341,0.013884566,-0.000189842,0.208294034,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.035332167,0.0844647,0.01420849,-0.000184032,0.189154399,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.040244185,0.043151423,0.013153956,-0.000210654,0.1776972,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.132350299,0.102492704,0.006742174,-0.000125336,0.017938258,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.115297653,0.05686117,0.011949187,-0.000231255,0.263972763,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.070737199,-0.059197387,0.011193231,-0.000145303,0.169231229,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.078558873,0.078508431,0.009604576,-0.000140434,0.115775329,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.061533337,0.02027216,0.007520992,-7.41E-05,0.228500541,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.039275901,0.138022864,0.012517217,-0.000173732,0.12392821,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.089041712,0.060837663,0.008712771,-0.000114425,0.103902759,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.188505281,0.002728599,0.00336734,-5.24E-05,0.161424834,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.009351135,0.047685942,0.017752846,-0.00026291,0.178765448,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.125531596,-0.009588024,0.004115142,-3.99E-05,0.128879291,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.019109815,0.016580988,0.015330566,-0.000219051,0.149712828,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.121352367,0.013532306,0.002992603,-3.70E-05,0.238338601,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.030142646,-0.018290076,0.011721372,-0.000160933,0.273788256,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.058749694,0.079841826,0.011003187,-0.000154216,0.277883974,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.034211511,0.129123979,0.017852299,-0.000241171,0.150132531,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.014865942,0.198476227,0.008232178,-0.000111557,0.071383529,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,0
0.025685319,0.111845299,0.011385879,-0.000145324,0.105884,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.106573381,0.046785729,0.008966846,-0.000137516,0.105923929,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.007381596,0.019079571,0.017098933,-0.00023525,0.142726982,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.024409698,0.104124225,0.013051373,-0.000182057,0.222763165,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.064226035,0.058422805,0.013483316,-0.000237914,0.146198907,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.006653945,0.083731919,0.014667977,-0.000216538,0.245959329,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.067987003,0.012728253,0.006877325,-7.53E-05,0.16625967,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.007684918,0.066568669,0.013988604,-0.00017019,0.244441554,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.122015332,0.061248177,0.007872932,-0.000147732,0.197512561,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.032958104,0.034006151,0.016749792,-0.000231021,0.230072146,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.134750609,0.079488671,0.022364734,-0.000276886,0.136134639,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.078173546,0.060602964,0.008790839,-9.71E-05,0.0876131,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.19673707,0.017919254,0.000282279,-2.62E-05,0.267236464,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.040158518,0.127857621,0.014373253,-0.000198784,0.126758345,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.140829493,0.023789031,0.006634498,-0.000133001,0.136647642,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.129685109,0.027412243,0.004380219,-1.17E-05,0.121457937,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.047295925,0.025257053,0.011225896,-0.000151903,0.216220315,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.059650512,0.067023923,0.010623259,-0.000122786,0.09255319,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.141619185,0.019093194,0.008000544,-0.000130707,0.185270628,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.05814125,0.033099309,0.011583666,-0.000144279,0.222825769,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.005114371,0.036035859,0.010601207,-0.000115778,0.182179673,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.000934461,0.046324506,0.012036717,-0.000124417,0.263902312,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.15954423,0.042349889,0.005659485,-7.30E-05,0.198730526,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.162043719,0.00236387,0.005094303,-8.17E-05,0.163182119,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.115682595,0.046656674,0.00819622,-0.000119856,0.08481342,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.049340824,0.096846373,0.013511748,-0.000212912,0.253621813,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.129324432,0.123138888,0.010099188,-0.000183364,0.246758475,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
-0.017084238,0.019755141,0.016116024,-0.0002104,0.041850289,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
0.056627924,0.08702678,0.007211848,-5.76E-05,0.130997685,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,1,1,1
