Est.NoA.NT.LB,Est.NoA.NT.UB,Est.NoA.AT.LB,Est.NoA.AT.UB,Est.NoA.CO.LB,Est.NoA.CO.UB,Est.A.NT.LB,Est.A.NT.UB,Est.A.AT.LB,Est.A.AT.UB,Est.A.CO.LB,Est.A.CO.UB,True.NoA.NT.LB,True.NoA.NT.UB,True.NoA.AT.LB,True.NoA.AT.UB,True.NoA.CO.LB,True.NoA.CO.UB,True.A.NT.LB,True.A.NT.UB,True.A.AT.LB,True.A.AT.UB,True.A.CO.LB,True.A.CO.UB,CI.NoA.NT.LB,CI.NoA.NT.UB,CI.NoA.AT.LB,CI.NoA.AT.UB,CI.NoA.CO.LB,CI.NoA.CO.UB,CI.A.NT.LB,CI.A.NT.UB,CI.A.AT.LB,CI.A.AT.UB,CI.A.CO.LB,CI.A.CO.UB,Cover.NoA.NT,Cover.NoA.AT,Cover.NoA.CO,Cover.A.NT,Cover.A.AT,Cover.A.CO
0.04375,0.166666667,0,0.672131148,0.000131562,1,0.063348063,0.165102132,0,0.548730458,0.113950419,0.927462184,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.240007752,0,0.784348739,0,1,0.019742228,0.236562664,0,0.726646568,0.047916343,1,1,1,1,1,1,1
0.073556231,0.2,0,0.62962963,0.07089025,1,0.084501976,0.202072825,0,0.59664131,0.115439706,0.898085093,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.287019451,0,0.75862069,0,1,0.024969875,0.286102526,0,0.739705294,0.055210949,1,1,1,1,1,1,1
0.083316557,0.211009174,0,0.692307692,0.157339418,1,0.077380281,0.204593882,0,0.688677704,0.144835856,0.940717124,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.29808114,0,0.803921569,0.020842323,1,0.022598439,0.29248807,0,0.796246,0.074916774,1,1,1,1,1,1,1
0.190340909,0.290909091,0,0.618181818,0.187899942,1,0.198514031,0.294210432,0,0.627768886,0.205699118,0.898338159,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.08990066,0.383945742,0,0.755205971,0.041130774,1,0.120355,0.386311915,0,0.76375078,0.099507449,1,1,1,1,0,1,1
0.040657063,0.190082645,0,0.65625,0.009385689,1,0.071692289,0.187034169,0,0.608469647,0.068384893,0.943998778,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.267241379,0,0.775909962,0,1,0.030376886,0.254162307,0,0.742536565,0.013188188,1,1,1,1,1,1,1
0.089285714,0.208333333,0,0.649122807,0.146590909,1,0.093857278,0.210741208,0,0.604025726,0.206759735,0.986225001,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.290381589,0,0.760021739,0,1,0.031643653,0.293977999,0,0.736027807,0.083639337,1,1,1,1,1,1,1
0.101109293,0.205128205,0,0.671875,0.010537041,1,0.097762592,0.204426665,0,0.465998842,0.102411105,0.846630839,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.003606701,0.28352081,0,0.787939883,0,1,0.042455644,0.281595197,0,0.65042953,0.038844122,1,1,1,1,1,1,1
0.160594834,0.268292683,0,0.563636364,0.054147201,1,0.167802177,0.273471503,0,0.558216527,0.073608381,0.907878425,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.069754558,0.362220403,0,0.690909091,0,1,0.102031534,0.365007175,0,0.671976886,0.007620972,1,1,1,1,1,1,1
0.080810201,0.203389831,0,0.676923077,0.015394122,1,0.095153164,0.200294118,0,0.568194474,0.102142427,0.927015834,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.274527793,0,0.777777778,0,1,0.044727556,0.269357987,0,0.722389073,0.043612185,1,1,1,1,1,1,1
0.106957789,0.228813559,0,0.70212766,0.105598522,1,0.107160807,0.22869953,0,0.694926589,0.106379881,0.84654174,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.005164053,0.321797504,0,0.833333333,0,1,0.060376811,0.321122378,0,0.81488144,0.046788533,0.991797606,1,1,1,1,1,1
0.095272436,0.216666667,0,0.684210526,0.110282486,1,0.106048816,0.213764263,0,0.571653465,0.128656674,0.911965598,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.302330467,0,0.795927816,0,1,0.052084345,0.297994244,0,0.74170107,0.043316041,1,1,1,1,1,1,1
0.108411703,0.216666667,0,0.618181818,0.111830223,1,0.113129084,0.222307528,0,0.648569213,0.142339615,0.996644315,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.016785222,0.292705303,0,0.75,0,1,0.05009426,0.298159374,0,0.763511654,0.060845921,1,1,1,1,1,1,1
0.138189244,0.256637168,0,0.654545455,0.082381239,1,0.140996035,0.25826682,0,0.597365181,0.12537306,0.923759767,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.038371671,0.345803379,0,0.792539469,0,1,0.061620252,0.347678631,0,0.760294006,0.075591208,1,1,1,1,1,1,1
0.10293627,0.216216216,0,0.654545455,0.122722439,1,0.115970419,0.219990666,0,0.680408239,0.145934279,0.918816787,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.013514421,0.299065421,0,0.779669492,0,1,0.048560518,0.302580851,0,0.786931042,0.054858708,1,1,1,1,1,1,1
0.122727273,0.218181818,0,0.704545455,0.238267148,1,0.126134103,0.220378711,0,0.698512038,0.233044716,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.022730089,0.303955108,0,0.842146382,0.102604187,1,0.052935867,0.306114648,0,0.839390108,0.127723543,1,1,1,0,1,1,0
0.172236776,0.264957265,0,0.593220339,0.056009365,1,0.164896161,0.260954391,0,0.543530878,0.080976221,0.963940936,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.08983253,0.341898148,0,0.730208333,0,1,0.097229785,0.335187942,0,0.695365959,0.035320313,1,1,1,1,1,1,1
0.156192721,0.236842105,0,0.607142857,0.167793639,1,0.151029899,0.233284888,0,0.61078593,0.171866643,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.065557235,0.31580072,0,0.730769231,0.021882342,1,0.077779166,0.309453668,0,0.732419517,0.072001689,1,1,1,1,1,1,1
0.074225584,0.235772358,0,0.677966102,0,1,0.097875435,0.243122669,0,0.686442155,0.102716406,0.960347136,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.324324324,0,0.803998968,0,1,0.034254075,0.329339025,0,0.812526414,0.046461056,1,1,1,1,1,1,1
0.132768362,0.245762712,0,0.603773585,0.077480087,1,0.144655596,0.244916138,0,0.48323853,0.137179599,0.80627364,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.035896394,0.324330251,0,0.74137931,0,1,0.076313094,0.321219295,0,0.678011019,0.047939262,0.934044457,1,1,1,1,1,1
0.142277941,0.234782609,0,0.647058824,0.156460641,1,0.133821313,0.224842851,0,0.532192328,0.16797326,0.905827912,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.055364799,0.307692308,0,0.775519001,0.008127843,1,0.076370641,0.297074661,0,0.72675902,0.079085989,1,1,1,1,1,1,1
0.120256257,0.230088496,0,0.689655172,0.121780667,1,0.1322221,0.231748029,0,0.701638415,0.160679172,0.964976885,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.021348141,0.309749771,0,0.816704545,0,1,0.059026115,0.309108248,0,0.825596659,0.090615435,1,1,1,1,1,1,1
0.077619698,0.196581197,0,0.655172414,0.026068665,1,0.110352032,0.186667946,0,0.544956289,0.089410787,0.922553413,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.277322596,0,0.772748714,0,1,0.059783997,0.259804572,0,0.713018326,0.043227314,1,1,1,1,1,1,1
0.114928012,0.23364486,0,0.701754386,0.142247814,1,0.122692744,0.230125745,0,0.639341684,0.177355334,0.944274163,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.010662821,0.326544917,0,0.823555212,0,1,0.060001608,0.319621195,0,0.793262729,0.08211537,1,1,1,1,1,1,1
0.072368421,0.201754386,0,0.64516129,0.057279839,1,0.090877603,0.203750795,0,0.587927003,0.136356304,0.985711352,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.27826087,0,0.774678242,0,1,0.035610947,0.281107662,0,0.740113945,0.06217159,1,1,1,1,1,1,1
0.065805643,0.192,0,0.625,0.07781845,1,0.07284806,0.192440653,0,0.560577464,0.123048709,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.268308055,0,0.756160639,0,1,0.022736041,0.265884585,0,0.719212055,0.03632027,1,1,1,1,1,1,1
0.10078125,0.208333333,0,0.596774194,0,1,0.115004533,0.219190907,0,0.401890087,0.126709936,0.882775738,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.008994679,0.285714286,0,0.710179766,0,1,0.052913274,0.298208912,0,0.599819983,0.04044385,1,1,1,1,1,0,1
0.162135388,0.260869565,0,0.666666667,0.138746803,1,0.159381386,0.259657989,0,0.66614975,0.136909372,0.916690533,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.068315989,0.347826087,0,0.8,0,1,0.089161624,0.34585233,0,0.793186459,0.063851054,1,1,1,1,1,1,1
0.149370175,0.260869565,0,0.618181818,0.076218848,1,0.155382578,0.263306855,0,0.611809173,0.07352414,0.896798962,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.040801717,0.361344538,0,0.745106952,0,1,0.083883123,0.355622741,0,0.728795667,0.042099404,1,1,1,1,1,1,1
0.13259815,0.235294118,0,0.689655172,0.130591247,1,0.138377089,0.234023893,0,0.6976113,0.147471796,0.973991181,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.035218877,0.316724138,0,0.814336735,0,1,0.060141862,0.313698883,0,0.801652464,0.074567959,1,1,1,1,1,1,1
0.035886651,0.196581197,0,0.649122807,0,1,0.071600151,0.20156262,0,0.553952239,0.061354845,0.80873634,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.274819665,0,0.789528509,0,1,0.019761352,0.276624109,0,0.7163015,0.014011363,0.950670488,1,1,1,1,1,1
0.112580128,0.230769231,0,0.627118644,0.095310327,1,0.123673769,0.23124545,0,0.637672862,0.131205956,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.025214443,0.314311454,0,0.754385965,0,1,0.061057935,0.315155439,0,0.743760709,0.067983113,1,1,1,1,1,1,1
0.198125837,0.256410256,0,0.616666667,0.087380678,1,0.191146082,0.251135667,0,0.588317041,0.084169632,0.936670057,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.12092288,0.340041667,0,0.733382353,0,1,0.119286302,0.335616621,0,0.692915556,0.034598158,1,0,1,1,0,1,1
0.135848953,0.256637168,0,0.735849057,0.114774575,1,0.16209066,0.256987273,0,0.744497877,0.127991189,0.899238486,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.034168202,0.352967205,0,0.862745098,0,1,0.097511041,0.342646169,0,0.85399265,0.067444769,1,1,1,1,1,1,1
0.068220801,0.214876033,0,0.533333333,0,1,0.070331215,0.213138865,0,0.38563532,0.046940335,0.830307124,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.301590722,0,0.655750512,0,1,0.029058676,0.2962943,0,0.58849082,8.27E-18,0.975623783,1,1,1,1,0,1
0.08980248,0.198412698,0,0.660377358,0.138740254,1,0.096956051,0.193421301,0,0.63721916,0.122828218,0.993129881,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.002887178,0.270505209,0,0.785714286,0,1,0.042437473,0.263333012,0,0.762804323,0.05175898,1,1,1,1,1,1,1
0.103734329,0.234782609,0,0.647058824,0.059926164,1,0.112497351,0.235434456,0,0.656122092,0.094263353,0.908605844,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.32408033,0,0.78,0,1,0.051167521,0.320477701,0,0.773752889,0.047948978,1,1,1,1,1,1,1
0.090825447,0.208333333,0,0.660714286,0.121697116,1,0.111681389,0.207263477,0,0.645283082,0.123533625,0.925038782,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.295081967,0,0.805577957,0,1,0.05077382,0.290471796,0,0.770705811,0.034852299,1,1,1,1,1,1,1
0.15813367,0.245901639,0,0.625,0.070516163,1,0.160740594,0.245680924,0,0.65975407,0.102656566,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.071823374,0.333333333,0,0.75,0,1,0.092666287,0.331897164,0,0.765721274,0.034783767,1,1,1,1,1,1,1
0.151189437,0.232758621,0,0.649122807,0.136398186,1,0.151666719,0.233338773,0,0.61182309,0.152601555,0.968002809,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.059627168,0.323816138,0,0.769262295,0,1,0.082837987,0.322214088,0,0.747180116,0.070456758,1,1,1,1,1,1,1
0.157314364,0.24137931,0,0.666666667,0.128340639,1,0.153357921,0.23385711,0,0.660070181,0.138328915,0.916381461,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.063708932,0.327589829,0,0.777777778,0,1,0.091942788,0.320174039,0,0.768069917,0.067757156,1,1,1,1,1,1,1
0.15640106,0.26446281,0,0.619047619,0.060471858,1,0.156105436,0.264631925,0,0.546273375,0.114399894,0.953136438,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.064923462,0.349216028,0,0.754105551,0,1,0.085598353,0.345933715,0,0.711612168,0.02753872,1,1,1,1,1,1,1
0.109157322,0.231481481,0,0.68627451,0.124898126,1,0.110763101,0.233204795,0,0.690901664,0.132517533,0.972782126,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.011087244,0.318602662,0,0.809544335,0,1,0.052008001,0.320389457,0,0.811020804,0.070888362,1,1,1,1,1,1,1
0.171630094,0.275862069,0,0.596491228,0.097533207,1,0.170667843,0.268747195,0,0.581094005,0.146884205,0.952802507,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.083055629,0.377052775,0,0.725534759,0,1,0.093121323,0.360622138,0,0.71603008,0.043817517,1,1,1,1,1,1,1
0.078142604,0.201754386,0,0.607843137,0.100639659,1,0.093478359,0.189593174,0,0.466778264,0.146082085,0.910881047,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.282833047,0,0.740740741,0,1,0.04112247,0.271164307,0,0.682574895,0.073451853,1,1,1,1,1,1,1
0.136996904,0.25,0,0.525423729,0.009288249,1,0.134076896,0.246406168,0,0.395363373,0.099650981,0.92224817,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.03095325,0.339510311,0,0.654561129,0,1,0.064125727,0.331506599,0,0.590720296,0.014247597,1,1,1,1,1,0,1
0.171179884,0.281818182,0,0.636363636,0.156162565,1,0.181169609,0.265846118,0,0.620933736,0.159752783,0.952129845,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.079469981,0.373833807,0,0.767863613,0,1,0.100205547,0.371759311,0,0.733627846,0.080220439,1,1,1,1,1,1,1
0.05795756,0.181034483,0,0.6875,0.107923138,1,0.069365238,0.179443849,0,0.642640233,0.133749379,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.263169856,0,0.8,0,1,0.029408418,0.25781858,0,0.766524104,0.037567527,1,1,1,1,1,1,1
0.119251859,0.221238938,0,0.625,0.085720528,1,0.115482516,0.220134028,0,0.566904065,0.095191822,0.825281858,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.021411683,0.316254125,0,0.75480067,0,1,0.050822194,0.312036006,0,0.696901713,0.024055773,0.970367301,1,1,1,1,1,1
0.089370629,0.227272727,0,0.68627451,0.113932739,1,0.104780162,0.232295454,0,0.673457728,0.106668586,0.907737981,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.316277259,0,0.816372913,0,1,0.049219965,0.320229174,0,0.791990718,0.035695058,1,1,1,1,1,1,1
0.186628473,0.25862069,0,0.5625,0.148454133,1,0.186315055,0.258521805,0,0.55938973,0.144150014,0.906554863,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.101755839,0.346205357,0,0.708366935,0.012775369,1,0.10760579,0.345483743,0,0.690560531,0.056909464,1,1,1,1,0,1,1
0.086185836,0.224299065,0,0.637931034,0.122899085,1,0.110234767,0.220292425,0,0.622132146,0.171159038,0.966445909,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.320754717,0,0.777777778,0,1,0.042487428,0.313469896,0,0.756412785,0.076039928,1,1,1,1,1,1,1
0.121574529,0.245762712,0,0.7,0.127117428,1,0.143186586,0.243858617,0,0.717116051,0.146884656,0.937802223,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.015357556,0.34211119,0,0.825009921,0,1,0.076918433,0.337305299,0,0.823965078,0.049025227,1,1,1,1,1,1,1
0.081018519,0.194444444,0,0.655172414,0.148148148,1,0.080623702,0.194050971,0,0.603823797,0.175107404,0.904642465,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.277253551,0,0.781818182,0,1,0.021890879,0.27924401,0,0.750655039,0.061016631,1,1,1,1,1,1,1
0.185133277,0.284482759,0,0.574074074,0.076755246,1,0.181741448,0.282157833,0,0.552222392,0.106857281,0.944988786,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.086149027,0.370017241,0,0.703724747,0,1,0.090690972,0.369071702,0,0.688220321,0.049423943,1,1,1,1,1,1,1
0.098779558,0.210526316,0,0.649122807,0.113222757,1,0.101337665,0.211269883,0,0.62068116,0.143361494,0.995370762,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.009530028,0.295927816,0,0.775510204,0,1,0.034173989,0.298672662,0,0.753070453,0.059032062,1,1,1,1,1,1,1
0.076688555,0.195121951,0,0.555555556,0.039122569,1,0.088798288,0.203687775,0,0.570110549,0.113225899,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.275245176,0,0.680875242,0,1,0.030686893,0.277833865,0,0.687905041,0.061875774,1,1,1,1,1,1,1
0.164485981,0.272727273,0,0.711111111,0.174237466,1,0.19021764,0.276333325,0,0.705380145,0.177622446,0.814299964,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.061362873,0.361904762,0,0.837209302,0.038588615,1,0.118758481,0.365600747,0,0.820812559,0.095828349,0.935278188,1,1,1,0,1,1
0.073646999,0.211009174,0,0.690909091,0.165343265,1,0.090216555,0.211924014,0,0.681775829,0.158302643,0.966239873,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.291333524,0,0.800075758,0.020034416,1,0.036237274,0.289736786,0,0.794606251,0.060770386,1,1,1,1,1,1,1
0.114281331,0.235772358,0,0.650793651,0.010567707,1,0.121940501,0.235833439,0,0.580039958,0.07892507,0.914769724,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.020256479,0.327280564,0,0.769318182,0,1,0.067230004,0.32119641,0,0.724109898,0.029568237,1,1,1,1,1,1,1
0.158652569,0.237288136,0,0.614035088,0.134527687,1,0.164415043,0.234372368,0,0.599345875,0.123581484,0.97842724,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.075482747,0.318191874,0,0.742031165,0,1,0.091673236,0.312675224,0,0.717937519,0.047255411,1,1,1,1,1,1,1
0.131724684,0.25,0,0.661290323,0.026113712,1,0.123011377,0.244214438,0,0.629677269,0.100752171,0.941186042,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.033482141,0.336294474,0,0.789548163,0,1,0.070906606,0.328996012,0,0.766971134,0.039919297,1,1,1,1,1,1,1
0.146788991,0.275229358,0,0.666666667,0.076923077,1,0.156884699,0.273986744,0,0.676695586,0.096217454,0.919501703,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.034282017,0.375058962,0,0.785768398,0,1,0.089933795,0.376754574,0,0.775156419,0.05221727,1,1,1,1,1,1,1
0.091824395,0.225,0,0.589285714,0.058835372,1,0.118143648,0.223188882,0,0.612216237,0.083589744,0.954054703,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.302772772,0,0.72736014,0,1,0.059358063,0.301048635,0,0.734070286,0.020211084,1,1,1,1,1,1,1
0.084875028,0.195121951,0,0.666666667,0.050312311,1,0.10583096,0.209832178,0,0.698562385,0.088414147,1,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.274397519,0,0.789512962,0,1,0.047565597,0.291323511,0,0.800201416,0.038339897,1,1,1,1,1,1,1
0.081257982,0.189655172,0,0.618181818,0.119646148,1,0.10586768,0.191811274,0,0.465286046,0.209021393,0.959569432,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.261542056,0,0.732142857,0,1,0.054261817,0.264284464,0,0.680755508,0.082957314,1,1,1,1,1,1,1
0.091651543,0.224137931,0,0.607142857,0.031953773,1,0.114415837,0.218138261,0,0.536727794,0.091877898,0.887546526,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.307034413,0,0.730803571,0,1,0.059111261,0.305927194,0,0.685452082,0.026319899,1,1,1,1,1,1,1
0.093098958,0.208333333,0,0.62,0.179030303,1,0.116741873,0.206360755,0,0.615060336,0.174772784,0.966647916,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.00406141,0.294130777,0,0.780487805,0.023935079,1,0.063604307,0.289728055,0,0.767221836,0.087348278,1,1,1,1,1,1,1
0.088466579,0.214285714,0,0.618181818,0.074223245,1,0.099162875,0.217110892,0,0.61399633,0.117474656,0.914211456,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.298387097,0,0.74137931,0,1,0.052268573,0.298774582,0,0.731731461,0.059592612,1,1,1,1,1,1,1
0.116492561,0.239316239,0,0.590163934,0.015456311,1,0.13451284,0.235075515,0,0.592426722,0.082762237,0.874142395,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.018963411,0.327734536,0,0.714339019,0,1,0.07032555,0.326173954,0,0.697640476,0.026530879,1,1,1,1,1,1,1
0.087509616,0.194444444,0,0.685185185,0.198519324,1,0.086706815,0.191152062,0,0.677447947,0.211186728,0.918086087,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.28003125,0,0.807712766,0.055484102,1,0.026664071,0.275579955,0,0.786814456,0.105710159,1,1,1,1,1,1,1
0.159490405,0.239316239,0,0.545454545,0.080014668,1,0.164617904,0.242560513,0,0.508981517,0.139303273,0.959330997,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.076085015,0.31776763,0,0.6875,0,1,0.08775384,0.323780264,0,0.66356197,0.049376579,1,1,1,1,1,1,1
0.106954237,0.243697479,0,0.62295082,0,1,0.115615066,0.237787168,0,0.59343897,0.058546822,0.927903701,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0.011983205,0.324839744,0,0.74546225,0,1,0.055472449,0.317976576,0,0.741590918,0.008091736,1,1,1,1,1,1,1
0.022026202,0.159663866,0,0.666666667,0.075958812,1,0.046601426,0.163556844,0,0.658732797,0.101850715,0.943106447,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.238956337,0,0.8,0,1,0.005441488,0.24534098,0,0.78690848,0.043342069,1,1,1,1,1,1,1
0.079956105,0.209677419,0,0.661290323,0,1,0.107734486,0.215329975,0,0.580182857,0.111733119,0.960242984,0.102040816,0.220408163,0,0.638888889,0.083969466,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,0.287885208,0,0.776160862,0,1,0.049276538,0.296562372,0,0.734563809,0.043927989,1,1,1,1,1,1,1
