Estimate_0,Estimate_1,Estimate_2,Estimate_3,Estimate_4,True_0,True_1,True_2,True_3,True_4,Pvalue_0,Pvalue_1,Pvalue_2,Pvalue_3,Pvalue_4,Coverage_0,Coverage_1,Coverage_2,Coverage_3,Coverage_4
0.202565824,0.047973416,0.001667,-5.20E-05,0.184452936,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.010540183,0.472630505,0.722205695,0.453674304,0.058301379,1,1,0,1,1
-0.021088972,0.216863973,0.01105524,-0.000165154,0.217626119,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.795966296,0.000663574,0.045947876,0.061782563,0.01397102,1,0,1,1,1
0.072112992,0.151240265,0.00440997,-6.65E-05,0.253833992,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.383416826,0.0233618,0.413614983,0.412818237,0.005357128,1,1,1,1,1
-0.068891078,0.143162594,0.013477053,-0.000167152,0.331196983,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.35731734,0.031838182,0.001842458,0.007768368,7.68E-05,1,1,1,1,1
0.01788152,0.083386888,0.008646597,-7.49E-05,0.265072811,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.825261615,0.194148487,0.082821368,0.321470404,0.000598246,1,1,1,1,1
0.104857447,0.115879879,0.005954603,-0.000119515,0.110061719,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.223959914,0.084718866,0.276262547,0.163711243,0.248817522,1,1,1,1,1
0.110139925,0.125291479,0.003346033,-2.97E-05,0.184463912,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.173229616,0.06305024,0.513109617,0.701325711,0.065013025,1,1,1,1,1
0.00094984,0.023476422,0.015438158,-0.000216991,0.314731807,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.99012836,0.71360328,0.000418736,0.000760784,0.000133413,1,1,1,1,1
-0.022569105,0.072569268,0.011678589,-0.000128349,0.124119266,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.777720759,0.254730589,0.036166432,0.153652199,0.224991242,1,1,1,1,1
0.031488105,0.088817803,0.011991017,-0.000157367,0.089120981,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.684697893,0.193828953,0.015405374,0.045949997,0.36819173,1,1,1,1,1
0.080210985,0.124122574,0.007243457,-0.000132062,0.324849085,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.332412669,0.056219105,0.145500979,0.072485585,0.000476838,1,1,1,1,1
0.1068368,0.064049453,0.006699145,-9.56E-05,0.103134241,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.192804619,0.328897427,0.21289469,0.25804625,0.27213695,1,1,1,1,1
-0.117691176,0.107713979,0.019226372,-0.00024369,0.270772851,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.108794996,0.093947865,1.47E-05,0.000265389,0.002196287,0,1,1,1,1
0.020070386,0.029406467,0.015239235,-0.000214098,0.135927114,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.794482527,0.669096305,0.001086698,0.001681956,0.160252617,1,1,1,1,1
0.083468384,0.024142228,0.009053077,-0.000103796,0.187005507,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.273547734,0.724994298,0.066663946,0.190475093,0.033411248,1,1,1,1,1
0.064401616,0.040040929,0.013292728,-0.00020961,0.160997941,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.433749458,0.547122553,0.005903536,0.002390053,0.090537355,1,1,1,1,1
0.003890922,0.046823115,0.014467027,-0.000222132,0.231580554,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.9611161,0.469402701,0.002206036,0.001005731,0.013916367,1,1,1,1,1
-0.018886855,0.046911803,0.016722501,-0.00024467,0.084371966,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.816603684,0.489187823,0.002163834,0.004223607,0.380220503,1,1,1,1,1
0.038030935,0.094435852,0.01206798,-0.000193007,0.263247733,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.643912637,0.154363822,0.014288983,0.007223114,0.005947482,1,1,1,1,1
0.052747835,0.072531854,0.012132752,-0.000174534,0.149806306,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.526790741,0.287686113,0.036988715,0.05954569,0.126161959,1,1,1,1,1
0.119185879,-0.007410485,0.006987821,-0.000108153,0.16614804,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.160282158,0.907018969,0.181823733,0.182341021,0.073597257,1,1,1,1,1
0.047931337,-0.048663877,0.010634013,-0.000146462,0.26810454,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.541127532,0.442994192,0.034481115,0.072270443,0.003705951,1,1,1,1,1
0.11886067,0.032001099,0.009793937,-0.000146149,0.11715866,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.160864957,0.638869048,0.061690395,0.076062408,0.223159423,1,1,1,1,1
-0.013311924,0.19240639,0.012968243,-0.000195714,0.265962531,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.876224255,0.004686065,0.015462306,0.019589426,0.003691435,1,0,1,1,1
0.172322678,0.0074175,0.004489136,-6.18E-05,0.133549249,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.045057725,0.91454983,0.39539873,0.444655189,0.146444633,1,1,1,1,1
0.019826629,0.040663481,0.011053577,-0.000130168,0.151911824,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.801141072,0.537187243,0.026840398,0.086483071,0.081620058,1,1,1,1,1
0.038285388,0.01458422,0.010238519,-0.000125299,0.081748864,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.645710565,0.832976368,0.048199002,0.12108562,0.368359943,1,1,1,1,1
0.134001615,0.052764577,0.010706477,-0.000200588,0.16645105,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.132684879,0.418883008,0.061293601,0.027514467,0.082945693,1,1,1,1,1
0.080924983,-0.017064714,0.010029661,-0.000143862,0.120597972,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.293508389,0.802180571,0.060424865,0.096933149,0.17599663,1,1,1,1,1
-0.010497428,-0.038769384,0.020187253,-0.000295126,0.161291595,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.886034415,0.542592383,2.09E-06,4.20E-06,0.091303561,1,1,0,0,1
0.107845283,-0.073895014,0.011992648,-0.000183625,0.200141784,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.196638205,0.272692828,0.023832544,0.026916933,0.037818011,1,1,1,1,1
0.096703531,0.116539968,0.009242221,-0.000158222,0.24922959,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.238341608,0.077476716,0.063429517,0.031109525,0.006678437,1,1,1,1,1
0.132089592,-0.056029786,0.006283046,-8.12E-05,0.265389028,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.11375554,0.409539549,0.250159816,0.351530587,0.009308224,1,1,1,1,1
0.081418783,0.052991452,0.010722943,-0.000168523,0.208136566,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.301843121,0.433229873,0.0229257,0.020551731,0.011648961,1,1,1,1,1
0.131297795,0.072558609,0.004835662,-9.05E-05,0.230779733,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.087777935,0.24164775,0.313745952,0.19140987,0.007654485,1,1,1,1,1
0.034467763,-0.039470831,0.016032015,-0.000225248,0.263190478,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.651007397,0.538700229,0.000646558,0.000837314,0.004778979,1,1,1,1,1
0.144495453,0.113207517,0.002909426,-3.38E-05,0.086141432,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.097891429,0.093727984,0.596731064,0.682601773,0.376104388,1,1,1,1,1
0.036848284,0.071661488,0.010507678,-0.000135907,0.061751143,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.662988846,0.262730413,0.046388063,0.095117058,0.5665664,1,1,1,1,1
0.027107264,0.018870342,0.015768928,-0.00024389,0.115442949,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.73515298,0.763995278,0.000916222,0.000607731,0.231312846,1,1,1,1,1
0.240199186,0.015794285,0.001666009,-3.91E-05,0.256018577,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.004200181,0.817045116,0.742665521,0.608406264,0.008719005,0,1,1,1,1
0.0293816,0.039603271,0.017207056,-0.000231661,0.158407659,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.728554844,0.563486271,0.000250594,0.000436448,0.079831459,1,1,1,1,1
0.05467656,-0.049451706,0.012672594,-0.000180081,0.226498989,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.518822631,0.435839136,0.02307025,0.041720288,0.018993328,1,1,1,1,1
0.103266625,0.071530013,0.011015458,-0.000182891,0.167769344,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.226275608,0.297591555,0.039562002,0.028780114,0.067855652,1,1,1,1,1
0.023937681,0.069627111,0.014253232,-0.000183711,0.064126048,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.770445472,0.315210353,0.002283913,0.005806486,0.484610818,1,1,1,1,1
0.08229792,0.163605127,0.007251138,-0.000124483,0.126065372,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.346903137,0.00849431,0.176925041,0.13910945,0.177657346,1,1,1,1,1
-0.002797563,0.110831665,0.015582142,-0.000212705,0.174891558,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.97151222,0.07518296,0.00094896,0.002509795,0.036929059,1,1,1,1,1
-0.056145701,0.087023462,0.021656035,-0.000314005,0.133071978,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.469739271,0.157756384,1.93E-06,1.78E-06,0.183345788,1,1,0,0,1
-0.041166226,0.118170219,0.015128175,-0.000202135,0.216501838,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.580938554,0.053278654,0.001033733,0.00425398,0.013914536,1,1,1,1,1
-0.119645307,0.025015496,0.021829743,-0.00029646,0.211354898,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.116264516,0.692904314,7.26E-07,5.53E-06,0.018321156,0,1,0,1,1
0.026413664,0.045586128,0.01493266,-0.000244527,0.190243657,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.734004244,0.496789426,0.001759996,0.000473596,0.061565389,1,1,1,1,1
-0.013092712,0.135154425,0.015348995,-0.000231483,0.277897934,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.862542701,0.048423208,0.000630381,0.000336459,0.001333543,1,1,1,1,1
0.147301106,-0.021023619,0.007745577,-0.000136922,0.217424274,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.057875993,0.760846143,0.087016822,0.042198865,0.011838176,1,1,1,1,1
-0.099777404,0.163412924,0.018632339,-0.000232148,0.103685023,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.214175749,0.010871784,0.000882831,0.008996563,0.262791853,1,1,1,1,1
0.065675875,0.031325111,0.006336113,-6.93E-05,0.061811762,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.436198761,0.645329916,0.236986783,0.408631422,0.530181915,1,1,1,1,1
0.138945828,0.040819805,0.010681459,-0.000206235,0.137462905,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.086258581,0.554096264,0.059869423,0.024199994,0.10383848,1,1,1,1,1
-0.080052708,0.100794848,0.018785025,-0.000267165,0.352063046,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.276503165,0.102828876,6.56E-06,1.12E-05,1.49E-05,1,1,1,1,0
0.109909901,0.044233633,0.007744981,-8.80E-05,0.299083275,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.169332699,0.50409617,0.138303898,0.297116127,0.00170866,1,1,1,1,1
0.059526093,-0.004347945,0.015850065,-0.000213997,0.145233758,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.467854844,0.949833007,0.001774127,0.008798247,0.131815844,1,1,1,1,1
0.084981156,0.009496561,0.007460359,-0.000125939,0.222224138,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.336799896,0.892676469,0.211469715,0.175912026,0.038432811,1,1,1,1,1
-0.014146168,0.076376479,0.018464749,-0.000244619,0.131815887,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.846838054,0.271452694,1.51E-05,0.000106143,0.146523588,1,1,1,1,1
-0.017210288,0.070894918,0.01226514,-0.000153082,0.197306458,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.812751256,0.268710101,0.0056911,0.023798654,0.023655445,1,1,1,1,1
0.022448012,0.016662508,0.017174339,-0.000272891,0.265391265,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.781427812,0.798298693,0.000437742,0.000147681,0.00220863,1,1,1,1,1
0.14383531,0.038077696,0.007870743,-0.000100332,0.168617664,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.10481309,0.590586464,0.180255258,0.271965282,0.065614251,1,1,1,1,1
-0.060782262,0.026306644,0.012993637,-0.000141325,0.373627043,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.398117024,0.686552001,0.004247064,0.04022382,2.62E-05,1,1,1,1,0
0.079955398,0.125290536,0.006046635,-7.94E-05,0.197445784,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.347058735,0.056188367,0.249777783,0.312536557,0.021003273,1,1,1,1,1
0.088841102,0.001802194,0.009439315,-0.000146594,0.22350055,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.303751008,0.978740381,0.082367701,0.076699638,0.017560684,1,1,1,1,1
-0.033193513,0.027886643,0.013834302,-0.000152795,0.22017375,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.678370065,0.676233565,0.0117424,0.095661959,0.022981917,1,1,1,1,1
0.006374218,0.028519902,0.019932585,-0.000305874,0.279023586,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.933138642,0.660552266,7.06E-06,2.63E-06,0.001535502,1,1,1,0,1
0.034027695,0.138839056,0.013884959,-0.000210095,0.184572413,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.668075333,0.029743831,0.005321651,0.005375471,0.062971954,1,1,1,1,1
0.079732178,0.034318726,0.009499121,-0.000115322,0.250026454,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.326619886,0.614257217,0.064895731,0.143003795,0.00646034,1,1,1,1,1
0.02538408,0.039396148,0.013884288,-0.000228669,0.261236781,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.751097072,0.542813537,0.001984028,0.000301021,0.002994106,1,1,1,1,1
0.050486149,0.020580882,0.013650703,-0.000199477,0.242290708,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.519013568,0.766260863,0.004727294,0.009140626,0.013527232,1,1,1,1,1
-0.000196153,0.038410223,0.013950377,-0.000171421,0.155802398,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.997917773,0.551851079,0.002293223,0.010024421,0.11450546,1,1,1,1,1
0.123029175,0.065021594,0.006298422,-6.59E-05,0.140313833,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.149121906,0.317925548,0.237989106,0.411871358,0.142317877,1,1,1,1,1
0.16164549,0.054906613,0.006624932,-0.000125815,0.172558052,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.049325733,0.42381823,0.186364746,0.089875819,0.076122813,1,1,1,1,1
0.043604389,0.041122389,0.011537709,-0.000135995,0.145391487,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.567365613,0.57046831,0.019733926,0.069246355,0.115669476,1,1,1,1,1
-0.005232984,0.03748483,0.014742149,-0.00018495,0.121413912,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.944607127,0.556861587,0.002199234,0.012622093,0.173544634,1,1,1,1,1
-0.078747033,0.15862644,0.015462377,-0.000187027,0.233052687,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.318060289,0.017246785,0.002708417,0.020820858,0.016140477,1,1,1,1,1
0.026854377,0.054730293,0.01213404,-0.000159643,0.263268537,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.734513752,0.382032815,0.018998225,0.042140994,0.004345681,1,1,1,1,1
0.048984153,0.030580861,0.010853083,-0.000141003,0.197728131,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.525087642,0.630629694,0.013522226,0.023018284,0.014383506,1,1,1,1,1
0.059583761,-0.005360304,0.014794018,-0.000191698,0.057699957,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.423647679,0.936930947,0.001580409,0.005815117,0.543512302,1,1,1,1,1
0.018139562,0.13085818,0.013292611,-0.000194014,0.182144555,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.830619493,0.039397382,0.013761528,0.022300616,0.029641083,1,1,1,1,1
-0.067317785,0.095984291,0.017545582,-0.000254145,0.086432665,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.400983963,0.13138402,0.000209299,0.000325505,0.341404698,1,1,1,1,1
0.051173893,0.048933873,0.010535418,-0.000126805,0.161649017,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.536796713,0.444413182,0.0484285,0.141399614,0.105812741,1,1,1,1,1
-0.015527146,0.083873328,0.014902191,-0.000199633,0.272883253,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.848403305,0.218239805,0.002197378,0.004082606,0.001341031,1,1,1,1,1
-0.010534571,0.067783974,0.015479732,-0.000185878,0.124038429,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.885250349,0.318808705,0.002034375,0.012754104,0.18079713,1,1,1,1,1
-0.046536467,0.071493937,0.017699576,-0.000235398,0.094381716,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.568901525,0.283578446,0.000943921,0.005898492,0.330064576,1,1,1,1,1
-0.000410853,0.049980552,0.012256694,-0.000154883,0.224144082,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.995637561,0.46392035,0.01078386,0.024650821,0.027110602,1,1,1,1,1
