Estimate_0,Estimate_1,Estimate_2,Estimate_3,Estimate_4,True_0,True_1,True_2,True_3,True_4,Pvalue_0,Pvalue_1,Pvalue_2,Pvalue_3,Pvalue_4,Coverage_0,Coverage_1,Coverage_2,Coverage_3,Coverage_4
0.106196437,0.118269704,0.008509761,-0.000164291,0.251392533,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.19358442,0.086541225,0.075279843,0.018116353,0.003480189,1,1,1,1,1
0.034986399,0.07432846,0.016047217,-0.000250536,0.093656443,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.655382088,0.267848639,0.000280014,8.17E-05,0.32300222,1,1,1,1,1
0.100410075,0.10091019,0.009562304,-0.000146933,0.138534407,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.211181098,0.141285352,0.072572094,0.078751618,0.13199974,1,1,1,1,1
0.026779066,0.048087012,0.015061848,-0.000211005,0.221269109,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.759135083,0.479047231,0.004602022,0.011277949,0.01113283,1,1,1,1,1
0.055132673,0.189113468,0.007834685,-0.000114091,0.317018393,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.491182291,0.005466509,0.139895918,0.166496198,0.000469117,1,0,1,1,1
0.114963048,0.091125313,0.008829598,-0.000143272,0.128970659,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.207718365,0.193644286,0.136363026,0.109224978,0.194955185,1,1,1,1,1
0.082481096,0.087515936,0.006282964,-6.82E-05,0.252114198,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.313680555,0.183898936,0.211785826,0.368960007,0.00241447,1,1,1,1,1
0.155627341,0.066589265,0.010264017,-0.000189373,0.122161487,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.074152658,0.333898764,0.055435331,0.018073231,0.205022095,1,1,1,1,1
-0.07817608,0.017019294,0.016369281,-0.000224747,0.430481469,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.279250556,0.791927851,0.00025152,0.000805136,4.41E-07,1,1,1,1,0
0.161032454,0.000690631,0.006873357,-0.000134077,0.12104655,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.052076101,0.991895056,0.210329375,0.116761484,0.199306863,1,1,1,1,1
0.146242243,0.002659449,0.009933565,-0.000157904,0.144278257,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.089488764,0.969599806,0.048697513,0.033683043,0.143063295,1,1,1,1,1
0.011923577,0.021586958,0.017506668,-0.000238454,0.062170154,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.86711293,0.756211365,1.66E-05,6.20E-05,0.513384492,1,1,1,1,1
0.043572727,0.073478036,0.012280247,-0.000194016,0.161505056,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.602110484,0.271479548,0.022552287,0.014919096,0.067812561,1,1,1,1,1
0.031493076,0.093328812,0.01345028,-0.000194459,0.079971092,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.687771234,0.17504791,0.011183623,0.019857535,0.369230242,1,1,1,1,1
0.107057065,0.071964446,0.009806063,-0.000167147,0.208091161,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.215434799,0.30707948,0.080613996,0.056524806,0.022772596,1,1,1,1,1
0.097835372,-0.009089704,0.01129574,-0.000159567,0.143240777,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.275819722,0.894093907,0.04091577,0.064330513,0.1127159,1,1,1,1,1
0.117481905,0.074965761,0.008641851,-0.00011123,0.039858098,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.159128486,0.257476102,0.09552899,0.163378077,0.670792817,1,1,1,1,1
0.051670686,0.018869529,0.013856606,-0.000206555,0.190407363,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.483850837,0.774254784,0.002353431,0.002541808,0.06509939,1,1,1,1,1
0.216544565,0.041689518,0.00477107,-0.000133397,0.289807353,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.009756097,0.525641412,0.371400604,0.116121567,0.001968053,0,1,1,1,1
0.060169949,-0.028925035,0.012255003,-0.00017002,0.256696912,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.459615178,0.660517877,0.018171456,0.035148389,0.009963724,1,1,1,1,1
0.123555759,-0.010576967,0.004979463,-7.88E-05,0.314997301,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.113900913,0.878472206,0.345344754,0.341134746,0.002395544,1,1,1,1,1
0.048835978,0.174734984,0.009115088,-0.000103861,0.168780893,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.560410496,0.008707392,0.069965807,0.156519341,0.069829701,1,1,1,1,1
-0.057507153,0.13289542,0.020307613,-0.000289146,0.19614519,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.460287388,0.045699885,9.09E-05,0.000523453,0.027682712,1,1,1,1,1
0.022818349,0.122401035,0.011003711,-0.000153633,0.139487876,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.784236538,0.048198445,0.035494023,0.061835154,0.157124343,1,1,1,1,1
0.093528068,0.074065552,0.01021322,-0.000154162,0.165763632,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.20840348,0.273287146,0.035679464,0.034576189,0.063080197,1,1,1,1,1
0.094025936,0.116991972,0.007514726,-0.000119617,0.227848504,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.225976924,0.071551659,0.122685298,0.122034198,0.013963112,1,1,1,1,1
0.142793339,0.193287362,0.005282813,-9.08E-05,0.10172184,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.104298466,0.002367158,0.366946254,0.32936376,0.303190868,1,0,1,1,1
0.074441296,0.066375333,0.008743072,-0.000104904,0.02090946,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.34807601,0.341322761,0.094985396,0.191131297,0.83512484,1,1,1,1,1
0.059784023,0.034032875,0.012083673,-0.000180007,0.262866658,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.433556037,0.611603433,0.017783187,0.026747361,0.006596906,1,1,1,1,1
0.033723519,-0.008924218,0.011547833,-0.000139363,0.251464838,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.662611083,0.890484253,0.020556259,0.070114486,0.009174654,1,1,1,1,1
0.006600115,0.035081204,0.014498456,-0.000222002,0.242391894,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.937762773,0.58577305,0.009966492,0.010943293,0.009811803,1,1,1,1,1
-0.03122388,0.096221372,0.014048228,-0.000166313,0.27185454,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.681310975,0.160266142,0.005001532,0.032294449,0.004293189,1,1,1,1,1
0.024194046,0.033038533,0.010934975,-0.00014073,0.244530928,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.753601073,0.612050422,0.018360023,0.038545467,0.008100772,1,1,1,1,1
0.066309984,0.151778463,0.003556259,-3.03E-05,0.179654243,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.415504408,0.021184046,0.504440049,0.711799499,0.039922718,1,1,1,1,1
-0.011175289,0.025662325,0.014979907,-0.000173933,0.234153384,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.888448777,0.699017617,0.001475235,0.015600424,0.00853893,1,1,1,1,1
0.162534402,-0.018436579,0.007536101,-0.000142009,0.200500126,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.055178139,0.773738165,0.156960722,0.091428888,0.029223563,1,1,1,1,1
0.15017918,0.114932728,0.005008185,-0.000107415,0.047790405,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.070208395,0.093833831,0.352238129,0.220175234,0.575242913,1,1,1,1,1
-0.053249719,0.098988214,0.015139422,-0.000207636,0.135178053,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.479917437,0.125980179,0.0010371,0.001746784,0.135950258,1,1,1,1,1
-0.007188556,0.118972445,0.013138735,-0.000208987,0.274083338,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.930054781,0.07224821,0.016118324,0.014273831,0.004740338,1,1,1,1,1
0.059251588,0.054137215,0.009034909,-0.00014271,0.195630101,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.45521509,0.40880089,0.060113824,0.046157311,0.065732015,1,1,1,1,1
0.042429252,-0.006080692,0.007811982,-8.15E-05,0.24657879,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.616452051,0.927447569,0.158738891,0.340467948,0.011419162,1,1,1,1,1
0.108341333,0.054655127,0.004096401,-4.23E-05,0.170938769,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.201319027,0.394236026,0.450965396,0.608911485,0.061318988,1,1,1,1,1
0.020858797,0.022808857,0.016479709,-0.000260267,0.202350671,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.783342798,0.728579014,0.000383311,0.000175031,0.020120668,1,1,1,1,1
0.000257696,0.0304813,0.020025654,-0.000291568,0.16752884,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.997082811,0.648139227,2.27E-06,1.45E-05,0.078046252,1,1,0,1,1
0.013895905,0.14546736,0.017404105,-0.000290703,0.234532767,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.856926717,0.041191843,7.14E-05,5.59E-06,0.013196746,1,1,1,1,1
-0.019469426,0.075976711,0.01676219,-0.000268606,0.206646675,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.807422575,0.249267252,0.000807826,0.000235145,0.024616318,1,1,1,1,1
0.035995066,0.129349878,0.011668077,-0.000140701,0.155184884,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.647128761,0.040657513,0.027418466,0.090101307,0.107233713,1,1,1,1,1
-0.053884707,0.126453104,0.01567657,-0.000211814,0.245081482,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.486854558,0.052180221,0.001129475,0.003533722,0.007520372,1,1,1,1,1
0.044504851,0.034037153,0.012312746,-0.000153608,0.121422674,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.609024579,0.607565556,0.029039972,0.076339058,0.226972948,1,1,1,1,1
0.208983147,-0.005953437,0.005851064,-0.000133562,0.142355725,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.020982205,0.931372911,0.287803737,0.116780759,0.073192716,1,1,1,1,1
0.051347773,0.073595889,0.009749023,-0.00013315,0.29274999,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.509698554,0.272507399,0.032072807,0.053994781,0.000896172,1,1,1,1,1
-0.028368663,0.05889877,0.016733611,-0.000198996,-0.042312451,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.713188523,0.372958613,0.000859058,0.010743048,0.636607617,1,1,1,1,0
0.07724965,-0.06157827,0.009567151,-0.000117786,0.34815072,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.40309909,0.35391468,0.076430825,0.135836614,8.89E-05,1,1,1,1,1
0.100804633,0.021378579,0.0077047,-9.98E-05,0.228689106,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.206835811,0.747249418,0.127411406,0.201181592,0.015415519,1,1,1,1,1
-0.043655741,0.08856576,0.010225494,-7.70E-05,0.265859017,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.547658206,0.149341323,0.040105252,0.331828547,0.000662448,1,1,1,1,1
0.006690672,0.103061551,0.018495848,-0.000298618,0.203841498,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.931609575,0.136062238,1.15E-05,1.93E-06,0.004238564,1,1,1,0,1
0.044365836,0.015646602,0.013224493,-0.000203243,0.254023859,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.58653796,0.806141801,0.007009874,0.003957284,0.008316121,1,1,1,1,1
-0.015575824,0.108505613,0.01331161,-0.000186136,0.315262046,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.832897123,0.081544584,0.004211329,0.007577417,0.000432891,1,1,1,1,1
0.000162075,0.026876885,0.012626712,-0.000156691,0.206849178,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.998426167,0.688431517,0.016888405,0.056406732,0.034748037,1,1,1,1,1
0.143576685,0.07796826,0.004452905,-4.28E-05,0.081277196,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.08966851,0.241595199,0.395215563,0.582696696,0.365125822,1,1,1,1,1
-0.014825895,0.152537728,0.01142432,-0.000136894,0.164535898,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.848020472,0.016088825,0.025598352,0.096038078,0.080468602,1,1,1,1,1
0.117203475,-0.026490018,0.010869506,-0.000172265,0.145601528,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.181099478,0.693187103,0.036316824,0.01870325,0.140370122,1,1,1,1,1
0.054450732,0.027366301,0.009893596,-0.000135897,0.292319796,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.482351531,0.682637469,0.047495122,0.07191175,0.000892954,1,1,1,1,1
0.070554262,0.075400591,0.010418927,-0.000137419,0.134472317,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.405132611,0.265001182,0.059461246,0.103837518,0.161297145,1,1,1,1,1
-0.059857242,0.061730576,0.018289992,-0.000232285,0.155039517,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.398428069,0.352601922,1.25E-05,0.000174203,0.057984232,1,1,1,1,1
-0.077402628,0.055235475,0.019682826,-0.000300708,0.25049342,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.286900359,0.401501857,2.52E-05,2.17E-05,0.00359037,1,1,1,1,1
0.156078293,0.021769675,0.005007058,-5.46E-05,0.173928992,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.066953114,0.753265592,0.353759286,0.511613288,0.077105219,1,1,1,1,1
0.100306332,-0.082504807,0.009841013,-0.000156265,0.186190401,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.225757364,0.220262162,0.060700972,0.05893859,0.045469841,1,0,1,1,1
0.072252057,-0.005764002,0.011919767,-0.000169921,0.176352026,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.407145909,0.930816001,0.032825342,0.048559779,0.06754577,1,1,1,1,1
-0.061734568,0.096443438,0.015835339,-0.000204819,0.265398623,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.42835891,0.122615071,0.002164935,0.013039029,0.003407323,1,1,1,1,1
0.129330078,0.054872946,0.009504545,-0.00016358,0.155389174,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.130019349,0.420203985,0.061070273,0.024833017,0.108522055,1,1,1,1,1
0.071282093,0.004059331,0.007386438,-9.18E-05,0.31043444,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.379978344,0.952116013,0.152342165,0.260569113,0.000547232,1,1,1,1,1
0.016787615,0.022680202,0.013394507,-0.000210738,0.123766635,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.824678862,0.734111206,0.003968731,0.003681465,0.204425479,1,1,1,1,1
0.083458213,0.033612651,0.01549301,-0.000250005,0.161566992,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.266653968,0.620653344,0.001068945,0.000414935,0.072678484,1,1,1,1,1
0.032443586,0.100526917,0.014414836,-0.000199955,0.085041136,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.698208388,0.111213024,0.007639013,0.016087782,0.400719464,1,1,1,1,1
0.066236219,0.113060692,0.010435942,-0.000175053,0.191274937,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.386927569,0.094593069,0.041174561,0.032098509,0.054019906,1,1,1,1,1
5.29E-05,-0.019497153,0.014729938,-0.00020254,0.268361128,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.999484416,0.764189148,0.004450212,0.013392382,0.004109309,1,1,1,1,1
0.128356407,0.094653262,0.006061189,-8.99E-05,0.173720334,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.103077498,0.182565893,0.227126459,0.269079071,0.059429556,1,1,1,1,1
0.036967593,0.07339183,0.01954429,-0.000340728,0.086179312,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.665199824,0.272919695,8.29E-05,3.76E-06,0.346227383,1,1,1,0,1
0.03150218,0.073508793,0.010106994,-0.000110038,0.172296404,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.672849308,0.260602396,0.038248025,0.142799126,0.066256367,1,1,1,1,1
0.042916382,0.08804568,0.008155266,-0.000125649,0.194960038,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.649348021,0.171047098,0.184744832,0.189627422,0.053790586,1,1,1,1,1
0.017969919,0.173609244,0.014035464,-0.000234244,0.200901707,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.817176305,0.00730615,0.002942151,0.00111713,0.030716137,1,1,1,1,1
0.045134234,0.085620837,0.008689895,-0.000116987,0.237991577,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.589317674,0.195244125,0.10324438,0.157419464,0.007937352,1,1,1,1,1
0.069770533,0.038152675,0.01071034,-0.000140541,0.190580266,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.389575785,0.577097765,0.08009186,0.177323994,0.042020497,1,1,1,1,1
0.053134524,0.020265301,0.010488611,-0.000138625,-0.016776889,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.516670141,0.751817571,0.032152828,0.051475863,0.862495407,1,1,1,1,0
-0.039356711,0.016861542,0.018293646,-0.000244296,0.262376905,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.576172722,0.804514005,8.27E-06,4.17E-05,0.007372102,1,1,1,1,1
0.063892242,0.132357928,0.011495017,-0.000147135,0.142372228,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.423775348,0.068803847,0.022664859,0.063317021,0.140754136,1,1,1,1,1
0.043653992,0.067279171,0.012373807,-0.000213655,0.199587427,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.598220412,0.332922404,0.022095045,0.014796612,0.032017586,1,1,1,1,1
0.055712143,0.026479115,0.014059983,-0.000225994,0.172599576,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.468656157,0.689626902,0.002057733,0.000627993,0.059874214,1,1,1,1,1
0.073313263,0.076354912,0.009280454,-0.00015116,0.115433578,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.370732716,0.230302486,0.059160437,0.040321773,0.253328674,1,1,1,1,1
0.067440742,0.04084427,0.010644279,-0.000139865,0.100305323,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.445215396,0.535385783,0.058466423,0.097840395,0.339849444,1,1,1,1,1
0.038627493,0.104962041,0.014548835,-0.000235962,0.290765193,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.619135653,0.101977813,0.004659255,0.003039227,0.001436532,1,1,1,1,1
-0.020301579,0.034296999,0.018925609,-0.00028407,0.179089104,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.794022725,0.618584936,0.000232943,0.000710914,0.050621717,1,1,1,1,1
0.016105848,0.018694498,0.016629036,-0.000243612,0.271499748,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.844068373,0.778132641,0.001130354,0.002508015,0.002516525,1,1,1,1,1
0.123373964,-0.024640885,0.009601413,-0.000167312,0.08025564,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.123596117,0.71533799,0.056872162,0.041271211,0.438415332,1,1,1,1,1
0.088943736,0.042153848,0.004236537,-5.24E-05,0.246973878,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.265200331,0.525742751,0.402092248,0.49930006,0.002929007,1,1,1,1,1
0.109078591,0.049661091,0.013121658,-0.00025966,0.318840195,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.162289375,0.436879219,0.003668793,6.38E-05,0.000437387,1,1,1,1,1
0.025860355,0.058761554,0.01356449,-0.000207038,0.12666891,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.742266094,0.365780833,0.008699254,0.01383565,0.206997503,1,1,1,1,1
-0.026079071,0.115572618,0.015181783,-0.000221012,0.099160749,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.748866866,0.081782416,0.004559381,0.009106681,0.278745529,1,1,1,1,1
0.249526652,-0.029107384,0.001676725,-5.87E-05,0.230300209,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.003887498,0.672844567,0.761440932,0.491120839,0.021845204,0,1,1,1,1
0.18744195,0.037494093,0.004194195,-0.000103902,0.330735797,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.013903361,0.535478862,0.388492071,0.16125612,0.000947636,1,1,1,1,1
0.06651516,0.06449135,0.012649523,-0.000198469,0.122103032,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.376216387,0.333667182,0.009226836,0.006656671,0.223271623,1,1,1,1,1
0.127457621,-0.009528235,0.007654228,-0.000134686,0.118138791,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.112380903,0.871853388,0.09106987,0.042694628,0.201723504,1,1,1,1,1
-0.037711286,0.073910116,0.020589676,-0.000339622,0.257411971,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.602098033,0.281101373,1.59E-06,1.30E-07,0.002342075,1,1,0,0,1
0.06817417,0.06737111,0.008649352,-0.000117214,0.219995135,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.425049501,0.298278574,0.088033504,0.114294658,0.010526037,1,1,1,1,1
0.011412673,0.094003929,0.011970585,-0.000188506,0.09648662,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.88661493,0.165919782,0.02090147,0.015553966,0.247713466,1,1,1,1,1
0.125578812,-0.064031518,0.008208389,-0.000116086,0.167742015,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.151548095,0.359655363,0.13457853,0.169652682,0.069726381,1,1,1,1,1
0.102145393,0.033766806,0.006945827,-0.000118197,0.275346769,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.233540193,0.601037378,0.221680958,0.195256719,0.00498082,1,1,1,1,1
0.032058025,0.116717007,0.009740791,-0.000107985,0.164935119,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.699390669,0.073861365,0.064814631,0.18103302,0.089144562,1,1,1,1,1
0.068123233,-0.016212478,0.011270221,-0.000158427,0.21999701,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.374160966,0.794921712,0.025627132,0.048694529,0.014873363,1,1,1,1,1
0.172044188,-0.055151053,0.004859493,-7.78E-05,0.113204561,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.032625956,0.402947698,0.346488026,0.33014378,0.191997934,1,1,1,1,1
0.056468166,0.036682456,0.010586391,-0.000146114,0.101131428,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.525441746,0.596807609,0.051346844,0.071720891,0.256807536,1,1,1,1,1
-0.007106213,0.096531406,0.007500444,-5.64E-05,0.170892789,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.924115379,0.123468128,0.116730313,0.447354833,0.082355736,1,1,1,1,1
0.113909372,0.046089573,0.01156155,-0.000202286,0.198754375,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.163627838,0.512821182,0.031576603,0.019253741,0.032479142,1,1,1,1,1
0.146182793,0.081136453,0.005107499,-0.000103877,0.127655393,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.0897482,0.214487718,0.348789353,0.21323663,0.177703583,1,1,1,1,1
0.075903216,0.01121501,0.011366681,-0.000184253,0.241779533,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.322115735,0.866788304,0.017014242,0.010371328,0.01279502,1,1,1,1,1
0.093238007,-0.059464736,0.010720358,-0.000119473,0.360959477,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.283405811,0.346342166,0.041767832,0.126323586,1.14E-05,1,1,1,1,0
0.126707798,0.110567687,0.005675616,-0.000100472,0.289730809,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.150140352,0.105802261,0.300673725,0.224525111,0.001479311,1,1,1,1,1
0.047752614,0.120901882,0.009791308,-0.000147777,0.211861049,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.545625846,0.063320191,0.068652029,0.082855992,0.021324884,1,1,1,1,1
0.041136224,0.107227819,0.013326691,-0.000201961,0.097212616,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.593456028,0.115639016,0.003679771,0.004793549,0.305121763,1,1,1,1,1
-0.002093258,0.137453004,0.014070793,-0.000210991,0.263258401,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.979175036,0.032842322,0.005192978,0.003679233,0.006102993,1,1,1,1,1
0.079717296,-0.007776359,0.007979764,-8.76E-05,0.307077837,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.307284878,0.904426919,0.096886285,0.18725254,0.000930547,1,1,1,1,1
0.018451428,0.07437586,0.016334195,-0.000266843,0.289485207,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.80402562,0.285565936,0.000170379,4.14E-05,0.000742535,1,1,1,1,1
0.07562781,-0.000157527,0.008878319,-0.000138642,0.250789255,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.359637393,0.998153821,0.081485733,0.06633805,0.011478491,1,1,1,1,1
0.031119297,0.121454886,0.012120283,-0.000163763,0.375040743,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.698112956,0.052267266,0.014098602,0.021489316,2.22E-06,1,1,1,1,0
-0.009586002,0.039921747,0.009673688,-0.000122102,0.317953806,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.900141134,0.542081394,0.048687107,0.103304291,0.000210586,1,1,1,1,1
0.021050043,-0.014901818,0.014099598,-0.000158493,0.111121103,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.787341905,0.815737692,0.002981408,0.032898525,0.212835423,1,1,1,1,1
0.129633443,0.132826327,0.006668736,-0.000142341,0.258676528,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.128431935,0.044289882,0.216706126,0.090339409,0.018407116,1,1,1,1,1
0.065667468,0.05462993,0.011990515,-0.000140684,0.138843083,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.405001115,0.420620517,0.017288025,0.076701421,0.161896066,1,1,1,1,1
-0.003050777,0.144400317,0.015106778,-0.000232911,0.38735652,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.968237008,0.033626683,0.001980615,0.001288337,2.46E-06,1,1,1,1,0
0.028977133,0.147286536,0.008158644,-0.000135068,0.32775194,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.702181419,0.015912365,0.100622667,0.092353335,0.000138724,1,1,1,1,1
-0.029599306,0.061278509,0.016831654,-0.000216541,0.100955664,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.707680629,0.34253456,0.000581042,0.002629213,0.266854921,1,1,1,1,1
-0.011452895,0.064374218,0.016982454,-0.000246673,0.204645454,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.876703058,0.329251293,3.19E-05,3.55E-05,0.011379059,1,1,1,1,1
0.034197039,0.007273147,0.010851988,-0.000136667,0.229086156,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.686330237,0.908574823,0.039321467,0.070304742,0.008271953,1,1,1,1,1
0.051402959,0.092729505,0.01057455,-0.000147557,0.173996886,0.051474653,0.054675758,0.011601285,-0.000168663,0.192329556,0.526446774,0.169888747,0.03085424,0.040324491,0.067656186,1,1,1,1,1
