Estimate_NTLB,Estimate_NTUB,Estimate_ATLB,Estimate_ATUB,Estimate_COLB,Estimate_COUB,True_NTLB,True_NTUB,True_ATLB,True_ATUB,True_COLB,True_COUB,Coverage_NT,Coverage_AT,Coverage_CO
0.072527175,0.198282812,0,0.623628637,0.077319741,0.95303411,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.079341516,0.194869973,0,0.529043557,0.184188741,0.969187738,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.078947896,0.215709639,0,0.456023418,0.220856951,0.947611219,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.175011287,0.261301697,0,0.6330501,0.094665022,0.970241328,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,1,1
0.091814264,0.223895549,0,0.531794894,0.143872259,0.957336695,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.142586386,0.256459865,0,0.538592983,0.096036554,0.942673158,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.113826715,0.227529936,0,0.593748967,0.088336064,0.956082293,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.11594354,0.195413205,0,0.633263882,0.188296074,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.155248383,0.272916009,0,0.518631695,0.120090086,0.798356667,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,0
0.108088528,0.218743619,0,0.516143662,0.113418169,0.803209941,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.088634562,0.216509031,0,0.522104756,0.115051694,0.946349632,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.203459659,0.273997185,0,0.622180514,0.145039941,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,1,1
0.14393638,0.237188648,0,0.71281606,0.201154232,0.976705569,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.087092732,0.187636962,0,0.491201319,0.148637925,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.123850097,0.231218746,0,0.608547804,0.142566489,0.981639116,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.127892619,0.224686552,0,0.640953403,0.177723959,0.847096605,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.135485051,0.24117357,0,0.641787752,0.067731651,0.854430805,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.081032571,0.203473961,0,0.735654796,0.140161478,0.946694317,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.096730794,0.223332982,0,0.650874312,0.14719782,0.909681361,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.139324065,0.197562489,0,0.57802567,0.145804761,0.879895858,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.075950305,0.168880494,0,0.521132291,0.124921299,0.93015822,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.104847875,0.217522346,0,0.58095779,0.069619833,0.981120158,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.125932306,0.219565129,0,0.640215908,0.136904675,0.902176685,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.097417889,0.211187497,0,0.589050768,0.131346712,0.997549596,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.071871879,0.176593506,0,0.694688542,0.15920895,0.889748293,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.061706102,0.187075198,0,0.58957465,0.071839754,0.832000704,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.14963421,0.260857028,0,0.550713501,0.10972549,0.914823223,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.088293688,0.193913727,0,0.672050515,0.144271951,0.90561439,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.121888647,0.248774162,0,0.688255017,0.193404996,0.97382206,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.159259358,0.238095777,0,0.56963996,0.228958598,0.973247553,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,0
0.084285342,0.205979926,0,0.499672038,0.066403372,0.888904644,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.102543853,0.197627238,0,0.679549989,0.192963208,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.103848697,0.193188025,0,0.528785985,0.157879972,0.871510261,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.136298882,0.231413028,0,0.622976651,0.118940362,0.861930377,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.158874273,0.263423809,0,0.641234066,0.196380157,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.073993299,0.164799312,0,0.545746977,0.159464892,0.966639481,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.160332742,0.252866125,0,0.621395693,0.062102917,0.909989896,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.124959591,0.233569352,0,0.513649293,0.140406982,0.902864825,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.099110435,0.201045755,0,0.610354688,0.10318382,0.990003349,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.137925326,0.201610866,0,0.662355919,0.189851998,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.13213299,0.243122667,0,0.714123354,0.112859063,0.917436296,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.120711307,0.231363358,0,0.639431604,0.161901036,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.104632955,0.207942285,0,0.56924067,0.097412593,0.932083292,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.142871367,0.244856086,0,0.49439296,0.172705624,0.881182869,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.075727005,0.186653632,0,0.669447464,0.13893338,0.861391191,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.132179571,0.265311942,0,0.687123363,0.164726561,0.90861444,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.155196918,0.255774673,0,0.533672902,0.113840792,0.954615223,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.131367529,0.222097226,0,0.624750926,0.139715831,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.068581576,0.193799934,0,0.691822983,0.123856433,0.927336044,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.126385232,0.213124437,0,0.625922579,0.144815625,0.866000266,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.124294146,0.217813592,0,0.603340611,0.161155352,0.931504641,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.099792126,0.184840969,0,0.663555656,0.1355357,0.898962711,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.119675808,0.216685525,0,0.689107449,0.130632747,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.122689103,0.229934573,0,0.62948257,0.127077129,0.835278968,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.078459135,0.171764463,0,0.476656997,0.098824139,0.828836685,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.101688816,0.202059089,0,0.588373767,0.149498647,0.976290103,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.081892174,0.216568908,0,0.701278784,0.110427176,0.927525512,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.137629261,0.207874118,0,0.633313247,0.175376225,0.93853077,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.088025016,0.20624736,0,0.524462607,0.17016459,0.884174937,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.063596661,0.173706097,0,0.644960523,0.131160294,0.916929692,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.117128936,0.217814995,0,0.555501426,0.195702485,0.851616134,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.136499954,0.216575816,0,0.450314573,0.074596416,0.826870194,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.146391995,0.240227399,0,0.558556001,0.117768454,0.903431857,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.101848159,0.203100361,0,0.478897685,0.108564805,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.122326419,0.23375652,0,0.647614524,0.097349628,0.916860157,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.137739166,0.220154847,0,0.631982919,0.134325445,0.873185613,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.100388446,0.208316645,0,0.632209838,0.140665923,0.987748563,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.136869336,0.23386534,0,0.541621321,0.184216967,0.957686472,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.138525164,0.245439669,0,0.556041524,0.112976912,0.90169872,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.129965486,0.272480387,0,0.615494916,0.103638787,0.900256125,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.123250966,0.224678547,0,0.579809674,0.111147369,0.926335645,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.121345977,0.210502365,0,0.50071364,0.179637839,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.098931227,0.199025949,0,0.53134833,0.088100829,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.115375603,0.204423981,0,0.646778296,0.156716364,0.867539135,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.135925047,0.242431301,0,0.691122743,0.121194875,0.904780338,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.109354486,0.230832874,0,0.560591399,0.129602272,0.900350101,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.099565234,0.215150672,0,0.678606745,0.111869823,0.898455476,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.084455914,0.203306772,0,0.596205971,0.143536489,0.969187359,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.077659344,0.196277694,0,0.618494192,0.095113355,0.927441865,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.087215317,0.193834297,0,0.641976386,0.0967142,0.906526702,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.098726568,0.227036692,0,0.570807204,0.071781667,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.167857639,0.252438256,0,0.52751697,0.033538379,0.928709083,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.131331281,0.234646906,0,0.542250837,0.093986133,0.940908003,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.087042147,0.164467876,0,0.629063669,0.148036895,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.120210891,0.243673267,0,0.525984851,0.113702129,0.897207304,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.122604438,0.212139853,0,0.563563244,0.139922557,0.945602404,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.136890667,0.257744361,0,0.718120687,0.125840595,0.819889325,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.122890817,0.249488713,0,0.585835198,0.115923123,0.936218183,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.129810688,0.231707824,0,0.592373708,0.138503998,0.931643881,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.079818138,0.190017644,0,0.621184417,0.138824513,0.916608582,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.08872312,0.216071176,0,0.460616643,0.119790314,0.912182319,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.094876379,0.196971149,0,0.407050221,0.114060734,0.868021032,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,0,1
0.101858903,0.236402038,0,0.536609338,0.064374744,0.902298045,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.085217123,0.204264659,0,0.54933066,0.115713432,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.13076153,0.23983328,0,0.559469181,0.198486483,0.907812096,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.124741736,0.224779488,0,0.776988613,0.123188044,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.097570021,0.201111438,0,0.67116717,0.061555317,0.892179,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.11972066,0.218652446,0,0.639144004,0.116227908,0.942931058,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.124402945,0.239943848,0,0.614545508,0.063888139,0.973444508,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.091779519,0.18243516,0,0.626887989,0.176508512,0.993955256,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.128055335,0.208176414,0,0.578926837,0.098571966,0.92443422,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.082691179,0.217750831,0,0.498893645,0.087128646,0.883706674,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.125004156,0.185679164,0,0.493306324,0.154378332,0.916258934,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.090612229,0.191729895,0,0.527429441,0.105142252,0.91342152,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.116004706,0.230055192,0,0.63680943,0.196400809,0.807190461,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,0
0.122605538,0.246055508,0,0.513559237,0.075859009,0.942251843,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.10070028,0.205878778,0,0.616152476,0.105893548,0.947386926,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.062725784,0.149340801,0,0.721486527,0.143875434,0.973246137,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,1,1
0.124109526,0.228032217,0,0.659581262,0.111201892,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.144152624,0.24927266,0,0.429473443,0.072101764,0.965270926,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.091380676,0.19615002,0,0.637005085,0.091895485,0.991503016,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.120631859,0.224147284,0,0.43434032,0.081746013,0.985606494,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,0,1
0.121926331,0.230723875,0,0.712945924,0.167287477,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.113115545,0.197520367,0,0.496340243,0.182563736,0.93020112,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.111595153,0.218708002,0,0.650765392,0.167716798,0.91393445,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.142935171,0.261652399,0,0.537413454,0.144517347,0.989788747,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.139619055,0.246077185,0,0.569243147,0.212301485,0.88212657,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.099219135,0.188035695,0,0.598415812,0.097192891,0.877570718,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.115384886,0.194738429,0,0.662494864,0.16563175,0.960541581,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.149732991,0.283843145,0,0.653161749,0.174419268,0.864969108,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.123914789,0.226038819,0,0.520906722,0.153517032,0.917496845,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.128728115,0.231174078,0,0.590695218,0.111167035,0.904929152,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.140278224,0.23691482,0,0.642160274,0.103329904,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,1,1,1
0.210821197,0.27897187,0,0.603292055,0.153874187,1,0.102040816,0.220408163,0,0.601851852,0.118320611,0.93129771,0,1,1
