ITT.est1,ITT.est0,ITT.est,ITT.se,ITT.stat,ITT.true1,ITT.true0,ITT.true,ITT.truese,ITT.cover,ITT.truecover,Asize
0.33559322,0.109375,0.22621822,0.034886709,6.48436695,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.35106383,0.102102102,0.248961728,0.033856593,7.353419309,0.346341463,0.110569106,0.235772358,0.028317025,1,1,224
0.363636364,0.091194969,0.272441395,0.033126484,8.224277484,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.332179931,0.107361963,0.224817968,0.034345405,6.545794574,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.368600683,0.093167702,0.275432981,0.032871005,8.379207791,0.346341463,0.110569106,0.235772358,0.028317025,1,1,240
0.37883959,0.102484472,0.276355118,0.032634664,8.46814647,0.346341463,0.110569106,0.235772358,0.028317025,1,1,231
0.34,0.098412698,0.241587302,0.034119588,7.08060421,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.342657343,0.112462006,0.230195337,0.033499017,6.871704137,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.315972222,0.122324159,0.193648063,0.035457287,5.461446215,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.364548495,0.110759494,0.253789001,0.033125189,7.661511016,0.346341463,0.110569106,0.235772358,0.028317025,1,1,242
0.346801347,0.113207547,0.2335938,0.034791297,6.714144683,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.361204013,0.098101266,0.263102748,0.032221541,8.165430271,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.304195804,0.127659574,0.17653623,0.031142217,5.668711098,0.346341463,0.110569106,0.235772358,0.028317025,1,0,229
0.360544218,0.112149533,0.248394685,0.032698926,7.59641734,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.346020761,0.098159509,0.247861252,0.032435248,7.64172513,0.346341463,0.110569106,0.235772358,0.028317025,1,1,232
0.371134021,0.111111111,0.26002291,0.034219182,7.598747132,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.391156463,0.099688474,0.291467989,0.034183307,8.526617768,0.346341463,0.110569106,0.235772358,0.028317025,1,0,233
0.315068493,0.13622291,0.178845583,0.033894309,5.276566749,0.346341463,0.110569106,0.235772358,0.028317025,1,0,232
0.369127517,0.094637224,0.274490293,0.033938542,8.087863331,0.346341463,0.110569106,0.235772358,0.028317025,1,1,229
0.324324324,0.106583072,0.217741252,0.034397326,6.330179601,0.346341463,0.110569106,0.235772358,0.028317025,1,1,221
0.344481605,0.101265823,0.243215783,0.032275649,7.535581457,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.402027027,0.097178683,0.304848344,0.032117196,9.491748474,0.346341463,0.110569106,0.235772358,0.028317025,0,0,235
0.324324324,0.103448276,0.220876048,0.035541442,6.21460574,0.346341463,0.110569106,0.235772358,0.028317025,1,1,226
0.341216216,0.109717868,0.231498348,0.032270021,7.173789873,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.333333333,0.106060606,0.227272727,0.033864116,6.711314413,0.346341463,0.110569106,0.235772358,0.028317025,1,1,226
0.347972973,0.12539185,0.222581123,0.035679928,6.238272719,0.346341463,0.110569106,0.235772358,0.028317025,1,1,240
0.354304636,0.079872204,0.274432431,0.032489708,8.446749658,0.346341463,0.110569106,0.235772358,0.028317025,1,1,223
0.367346939,0.096573209,0.27077373,0.033772266,8.017635734,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.369863014,0.102167183,0.267695831,0.034079044,7.855144926,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.32,0.117460317,0.202539683,0.034420251,5.884317408,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.359060403,0.110410095,0.248650308,0.034687163,7.168366715,0.346341463,0.110569106,0.235772358,0.028317025,1,1,236
0.351170569,0.101265823,0.249904746,0.032853746,7.606583028,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.390681004,0.101190476,0.289490527,0.033765046,8.573674818,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.35472973,0.122257053,0.232472676,0.03427549,6.782475662,0.346341463,0.110569106,0.235772358,0.028317025,1,1,243
0.369863014,0.099071207,0.270791806,0.033959503,7.973962591,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.355932203,0.10625,0.249682203,0.032086572,7.781516963,0.346341463,0.110569106,0.235772358,0.028317025,1,1,236
0.364864865,0.10031348,0.264551385,0.031483888,8.402754512,0.346341463,0.110569106,0.235772358,0.028317025,1,1,227
0.343859649,0.090909091,0.252950558,0.033524141,7.545325521,0.346341463,0.110569106,0.235772358,0.028317025,1,1,226
0.326599327,0.075471698,0.251127628,0.031924105,7.866395346,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.365187713,0.108695652,0.256492061,0.03273138,7.836274083,0.346341463,0.110569106,0.235772358,0.028317025,1,1,239
0.363636364,0.100628931,0.263007433,0.033030454,7.96257403,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.328671329,0.130699088,0.197972241,0.034021574,5.819020622,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.352313167,0.113772455,0.238540712,0.036087267,6.610107504,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.355932203,0.11875,0.237182203,0.034660525,6.843006645,0.346341463,0.110569106,0.235772358,0.028317025,1,1,240
0.372413793,0.098461538,0.273952255,0.031593807,8.671074548,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.34375,0.116207951,0.227542049,0.032109289,7.086486744,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.32996633,0.119496855,0.210469475,0.032290711,6.517957275,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.357142857,0.102803738,0.254339119,0.032341794,7.864100399,0.346341463,0.110569106,0.235772358,0.028317025,1,1,232
0.311418685,0.13190184,0.179516845,0.034495064,5.204131335,0.346341463,0.110569106,0.235772358,0.028317025,1,0,233
0.336633663,0.115384615,0.221249048,0.033717519,6.561842489,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.337883959,0.114906832,0.222977127,0.034134642,6.532282584,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.342372881,0.1,0.242372881,0.032518789,7.453318143,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.31986532,0.091194969,0.228670351,0.03271578,6.989604146,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.34006734,0.103773585,0.236293755,0.034219057,6.905326322,0.346341463,0.110569106,0.235772358,0.028317025,1,1,227
0.364864865,0.106583072,0.258281793,0.036419241,7.091904965,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.339041096,0.117647059,0.221394037,0.032452381,6.822119991,0.346341463,0.110569106,0.235772358,0.028317025,1,1,240
0.367132867,0.106382979,0.260749888,0.030307288,8.603537523,0.346341463,0.110569106,0.235772358,0.028317025,1,1,223
0.343642612,0.114197531,0.229445081,0.035711994,6.424874577,0.346341463,0.110569106,0.235772358,0.028317025,1,1,223
0.336769759,0.108024691,0.228745068,0.033099668,6.910796446,0.346341463,0.110569106,0.235772358,0.028317025,1,1,224
0.333333333,0.128930818,0.204402516,0.03533854,5.784124559,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.343234323,0.096153846,0.247080477,0.03274478,7.545644844,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.368243243,0.097178683,0.27106456,0.033311715,8.13721426,0.346341463,0.110569106,0.235772358,0.028317025,1,1,232
0.359861592,0.110429448,0.249432144,0.031489173,7.921203435,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.347972973,0.112852665,0.235120308,0.033062659,7.111355077,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.349152542,0.11875,0.230402542,0.035539577,6.482984956,0.346341463,0.110569106,0.235772358,0.028317025,1,1,232
0.338983051,0.109375,0.229608051,0.031990719,7.177333323,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.344709898,0.108695652,0.236014245,0.035336376,6.679073329,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.340136054,0.133956386,0.206179668,0.032431644,6.357360978,0.346341463,0.110569106,0.235772358,0.028317025,1,1,248
0.329896907,0.114197531,0.215699376,0.032363561,6.664883874,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.329931973,0.112149533,0.21778244,0.036553854,5.957851694,0.346341463,0.110569106,0.235772358,0.028317025,1,1,240
0.31292517,0.099688474,0.213236697,0.033105473,6.441131196,0.346341463,0.110569106,0.235772358,0.028317025,1,1,229
0.364261168,0.12037037,0.243890798,0.03459143,7.050613386,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.347402597,0.110749186,0.236653412,0.033470131,7.070585197,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.368055556,0.091743119,0.276312436,0.035114686,7.868856857,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.371134021,0.12962963,0.241504391,0.035456636,6.811260703,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.342372881,0.103125,0.239247881,0.034406208,6.953625477,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.354385965,0.1,0.254385965,0.033035814,7.700308773,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.348837209,0.124203822,0.224633388,0.034158806,6.576148669,0.346341463,0.110569106,0.235772358,0.028317025,1,1,244
0.328813559,0.13125,0.197563559,0.034993371,5.645742432,0.346341463,0.110569106,0.235772358,0.028317025,1,1,231
0.322033898,0.128125,0.193908898,0.033970898,5.708088628,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.315254237,0.128125,0.187129237,0.034821435,5.373966797,0.346341463,0.110569106,0.235772358,0.028317025,1,1,229
0.375426621,0.111801242,0.263625379,0.033432593,7.885280558,0.346341463,0.110569106,0.235772358,0.028317025,1,1,236
0.370629371,0.09118541,0.27944396,0.033054351,8.454074969,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.327645051,0.121118012,0.206527039,0.034800065,5.934673871,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.355932203,0.096875,0.259057203,0.03594638,7.206767585,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.352941176,0.119631902,0.233309275,0.032981917,7.073854289,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.345890411,0.102167183,0.243723228,0.034597552,7.044522372,0.346341463,0.110569106,0.235772358,0.028317025,1,1,227
0.332214765,0.113564669,0.218650096,0.033281208,6.569776389,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.335616438,0.13003096,0.205585479,0.035826837,5.738309535,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.351351351,0.112852665,0.238498687,0.034628624,6.887327859,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.325174825,0.118541033,0.206633792,0.035235744,5.864323276,0.346341463,0.110569106,0.235772358,0.028317025,1,1,231
0.362711864,0.096875,0.265836864,0.033145105,8.020395967,0.346341463,0.110569106,0.235772358,0.028317025,1,1,232
0.337792642,0.136075949,0.201716693,0.03150217,6.403263385,0.346341463,0.110569106,0.235772358,0.028317025,1,1,236
0.339100346,0.104294479,0.234805867,0.031791318,7.385848755,0.346341463,0.110569106,0.235772358,0.028317025,1,1,226
0.345637584,0.113564669,0.232072915,0.03350472,6.926573793,0.346341463,0.110569106,0.235772358,0.028317025,1,1,231
0.366782007,0.107361963,0.259420044,0.034727253,7.470214885,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.323232323,0.132075472,0.191156852,0.034504003,5.540135494,0.346341463,0.110569106,0.235772358,0.028317025,1,1,242
0.333333333,0.1197411,0.213592233,0.035457517,6.023891497,0.346341463,0.110569106,0.235772358,0.028317025,1,1,236
0.331081081,0.131661442,0.199419639,0.035700468,5.585911098,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.35915493,0.087613293,0.271541637,0.031644394,8.581034405,0.346341463,0.110569106,0.235772358,0.028317025,1,1,222
0.353741497,0.121495327,0.232246169,0.0325477,7.135563077,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.357615894,0.099041534,0.25857436,0.033495555,7.719661812,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.356643357,0.121580547,0.23506281,0.034504924,6.812442374,0.346341463,0.110569106,0.235772358,0.028317025,1,1,226
0.371134021,0.095679012,0.275455008,0.034329243,8.023917294,0.346341463,0.110569106,0.235772358,0.028317025,1,1,227
0.33442623,0.112903226,0.221523004,0.033626505,6.587749934,0.346341463,0.110569106,0.235772358,0.028317025,1,1,240
0.359589041,0.102167183,0.257421858,0.034794226,7.39840738,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.401360544,0.105919003,0.295441541,0.031392864,9.411105125,0.346341463,0.110569106,0.235772358,0.028317025,1,0,238
0.33557047,0.116719243,0.218851227,0.035823498,6.109152937,0.346341463,0.110569106,0.235772358,0.028317025,1,1,229
0.343859649,0.109090909,0.23476874,0.032513074,7.220748778,0.346341463,0.110569106,0.235772358,0.028317025,1,1,226
0.353741497,0.109034268,0.244707229,0.034930805,7.005484919,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.380794702,0.099041534,0.281753168,0.034733832,8.111779085,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.317406143,0.118012422,0.199393721,0.034431112,5.791091576,0.346341463,0.110569106,0.235772358,0.028317025,1,1,232
0.365517241,0.092307692,0.273209549,0.031882481,8.569268688,0.346341463,0.110569106,0.235772358,0.028317025,1,1,226
0.379432624,0.096096096,0.283336528,0.034654695,8.175992582,0.346341463,0.110569106,0.235772358,0.028317025,1,1,221
0.357388316,0.089506173,0.267882143,0.036521383,7.334939831,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.313993174,0.124223602,0.189769572,0.032634809,5.814943592,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.37414966,0.090342679,0.283806981,0.032043833,8.856836202,0.346341463,0.110569106,0.235772358,0.028317025,1,1,234
0.329861111,0.134556575,0.195304536,0.033242302,5.875180831,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.337792642,0.123417722,0.214374921,0.03287055,6.521792973,0.346341463,0.110569106,0.235772358,0.028317025,1,1,244
0.375,0.112852665,0.262147335,0.033828095,7.749396885,0.346341463,0.110569106,0.235772358,0.028317025,1,1,240
0.357142857,0.115264798,0.24187806,0.033393793,7.243204227,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.325732899,0.126623377,0.199109522,0.031949327,6.232041171,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.348122867,0.114906832,0.233216035,0.036202827,6.441928739,0.346341463,0.110569106,0.235772358,0.028317025,1,1,232
0.367697595,0.092592593,0.275105002,0.03190706,8.622073138,0.346341463,0.110569106,0.235772358,0.028317025,1,1,227
0.31986532,0.113207547,0.206657773,0.033585457,6.153192282,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.366782007,0.098159509,0.268622498,0.03391365,7.920778051,0.346341463,0.110569106,0.235772358,0.028317025,1,1,228
0.36,0.136507937,0.223492063,0.034779736,6.425927468,0.346341463,0.110569106,0.235772358,0.028317025,1,1,249
0.368600683,0.111801242,0.25679944,0.035543211,7.224992801,0.346341463,0.110569106,0.235772358,0.028317025,1,1,236
0.342372881,0.109375,0.232997881,0.032884618,7.085315079,0.346341463,0.110569106,0.235772358,0.028317025,1,1,238
0.386440678,0.109375,0.277065678,0.036611162,7.567792518,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.340277778,0.110091743,0.230186035,0.034502292,6.671615668,0.346341463,0.110569106,0.235772358,0.028317025,1,1,231
0.352941176,0.125766871,0.227174305,0.033209524,6.840637179,0.346341463,0.110569106,0.235772358,0.028317025,1,1,239
0.332191781,0.13003096,0.202160821,0.034998,5.776353504,0.346341463,0.110569106,0.235772358,0.028317025,1,1,241
0.308474576,0.1125,0.195974576,0.033051676,5.929338484,0.346341463,0.110569106,0.235772358,0.028317025,1,1,236
0.321678322,0.109422492,0.212255829,0.03275196,6.480706258,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
0.361486486,0.097178683,0.264307803,0.034813617,7.592081134,0.346341463,0.110569106,0.235772358,0.028317025,1,1,239
0.403389831,0.103125,0.300264831,0.034308033,8.752026865,0.346341463,0.110569106,0.235772358,0.028317025,1,0,240
0.342465753,0.13003096,0.212434794,0.034389678,6.177283544,0.346341463,0.110569106,0.235772358,0.028317025,1,1,235
0.373333333,0.111111111,0.262222222,0.034692998,7.55836155,0.346341463,0.110569106,0.235772358,0.028317025,1,1,237
0.325174825,0.106382979,0.218791846,0.035698939,6.128805306,0.346341463,0.110569106,0.235772358,0.028317025,1,1,233
0.351170569,0.120253165,0.230917404,0.037573697,6.145719511,0.346341463,0.110569106,0.235772358,0.028317025,1,1,231
0.339041096,0.114551084,0.224490012,0.034762812,6.457763312,0.346341463,0.110569106,0.235772358,0.028317025,1,1,239
0.335548173,0.092356688,0.243191485,0.033272479,7.309088182,0.346341463,0.110569106,0.235772358,0.028317025,1,1,230
