V1.11,V1.12,V1.13,V1.14,V1.15,V1.21,V1.22,V1.23,V1.24,V1.25,V1.31,V1.32,V1.33,V1.34,V1.35,V1.41,V1.42,V1.43,V1.44,V1.45,V1.51,V1.52,V1.53,V1.54,V1.55,V2.11,V2.12,V2.13,V2.14,V2.15,V2.21,V2.22,V2.23,V2.24,V2.25,V2.31,V2.32,V2.33,V2.34,V2.35,V2.41,V2.42,V2.43,V2.44,V2.45,V2.51,V2.52,V2.53,V2.54,V2.55
0.006665262,-0.001836673,-0.000365931,4.60E-06,-0.000801721,-0.001836673,0.00409728,8.03E-05,-1.36E-06,-0.000214745,-0.000365931,8.03E-05,2.75E-05,-3.87E-07,4.85E-05,4.60E-06,-1.36E-06,-3.87E-07,6.08E-09,-1.30E-06,-0.000801721,-0.000214745,4.85E-05,-1.30E-06,0.008509977,0.006883225,-0.002002769,-0.000391923,5.10E-06,-0.000831035,-0.002002769,0.004197269,9.49E-05,-1.61E-06,-0.000373238,-0.000391923,9.49E-05,2.96E-05,-4.31E-07,6.03E-05,5.10E-06,-1.61E-06,-4.31E-07,6.94E-09,-1.49E-06,-0.000831035,-0.000373238,6.03E-05,-1.49E-06,0.007868806
0.006796371,-0.002545714,-0.000306733,3.42E-06,-8.60E-05,-0.002545714,0.004919774,6.20E-05,-7.46E-07,-0.000674665,-0.000306733,6.20E-05,2.21E-05,-3.01E-07,-2.92E-05,3.42E-06,-7.46E-07,-3.01E-07,4.76E-09,4.02E-08,-8.60E-05,-0.000674665,-2.92E-05,4.02E-08,0.008181956,0.005733312,-0.002334674,-0.000248379,2.71E-06,6.92E-05,-0.002334674,0.004849014,4.84E-05,-6.01E-07,-0.000565065,-0.000248379,4.84E-05,1.85E-05,-2.55E-07,-2.96E-05,2.71E-06,-6.01E-07,-2.55E-07,4.17E-09,-1.45E-07,6.92E-05,-0.000565065,-2.96E-05,-1.45E-07,0.00856821
0.00618775,-0.001417269,-0.000288791,3.18E-06,-0.001397061,-0.001417269,0.004122692,4.40E-06,-1.70E-07,0.00031182,-0.000288791,4.40E-06,2.06E-05,-2.65E-07,6.81E-05,3.18E-06,-1.70E-07,-2.65E-07,4.00E-09,-1.60E-06,-0.001397061,0.00031182,6.81E-05,-1.60E-06,0.014069158,0.005816127,-0.001443964,-0.000271005,2.96E-06,-0.000649974,-0.001443964,0.004103621,-1.81E-06,-6.88E-08,0.000317899,-0.000271005,-1.81E-06,2.01E-05,-2.61E-07,2.68E-05,2.96E-06,-6.88E-08,-2.61E-07,3.98E-09,-1.08E-06,-0.000649974,0.000317899,2.68E-05,-1.08E-06,0.010452246
0.007888109,-0.002038201,-0.000389519,4.73E-06,-0.002030633,-0.002038201,0.004221688,3.56E-05,-4.88E-07,0.00019517,-0.000389519,3.56E-05,2.89E-05,-4.17E-07,0.000122151,4.73E-06,-4.88E-07,-4.17E-07,6.77E-09,-2.12E-06,-0.002030633,0.00019517,0.000122151,-2.12E-06,0.009136267,0.007549153,-0.002049231,-0.000394133,4.98E-06,-0.001875869,-0.002049231,0.004302978,4.15E-05,-5.75E-07,0.000147374,-0.000394133,4.15E-05,3.06E-05,-4.54E-07,0.000124518,4.98E-06,-5.75E-07,-4.54E-07,7.51E-09,-2.27E-06,-0.001875869,0.000147374,0.000124518,-2.27E-06,0.008979504
0.006584012,-0.001722594,-0.000332814,3.99E-06,-0.000691826,-0.001722594,0.00451514,2.05E-05,-2.65E-07,-5.27E-05,-0.000332814,2.05E-05,2.62E-05,-3.66E-07,-9.60E-06,3.99E-06,-2.65E-07,-3.66E-07,5.67E-09,1.66E-08,-0.000691826,-5.27E-05,-9.60E-06,1.66E-08,0.007649977,0.006093591,-0.001399145,-0.000310409,3.70E-06,-0.00075766,-0.001399145,0.004637573,5.50E-06,-1.09E-07,2.35E-06,-0.000310409,5.50E-06,2.51E-05,-3.50E-07,-1.49E-05,3.70E-06,-1.09E-07,-3.50E-07,5.43E-09,1.39E-07,-0.00075766,2.35E-06,-1.49E-05,1.39E-07,0.007807097
0.008177084,-0.002302061,-0.000428892,5.48E-06,-0.001555137,-0.002302061,0.004539247,6.19E-05,-8.27E-07,-0.000443935,-0.000428892,6.19E-05,3.40E-05,-5.07E-07,7.85E-05,5.48E-06,-8.27E-07,-5.07E-07,8.28E-09,-1.43E-06,-0.001555137,-0.000443935,7.85E-05,-1.43E-06,0.007684092,0.006981161,-0.002013465,-0.000353262,4.40E-06,-0.001472292,-0.002013465,0.004569133,5.11E-05,-7.18E-07,-0.000554534,-0.000353262,5.11E-05,2.85E-05,-4.25E-07,6.49E-05,4.40E-06,-7.18E-07,-4.25E-07,7.02E-09,-1.15E-06,-0.001472292,-0.000554534,6.49E-05,-1.15E-06,0.007475991
0.005727501,-0.001737598,-0.000321637,4.39E-06,-0.001031567,-0.001737598,0.00423953,3.70E-05,-7.20E-07,0.000370763,-0.000321637,3.70E-05,2.91E-05,-4.64E-07,8.21E-05,4.39E-06,-7.20E-07,-4.64E-07,8.22E-09,-2.03E-06,-0.001031567,0.000370763,8.21E-05,-2.03E-06,0.009291151,0.005995708,-0.001914623,-0.00031103,3.93E-06,-0.000825895,-0.001914623,0.004217329,4.39E-05,-7.57E-07,0.000332081,-0.00031103,4.39E-05,2.55E-05,-3.76E-07,5.47E-05,3.93E-06,-7.57E-07,-3.76E-07,6.25E-09,-1.46E-06,-0.000825895,0.000332081,5.47E-05,-1.46E-06,0.009214702
0.00719768,-0.001269791,-0.000381065,4.78E-06,-0.001071533,-0.001269791,0.00361568,1.53E-05,-1.98E-07,-0.000217553,-0.000381065,1.53E-05,3.07E-05,-4.54E-07,7.94E-06,4.78E-06,-1.98E-07,-4.54E-07,7.48E-09,-3.90E-07,-0.001071533,-0.000217553,7.94E-06,-3.90E-07,0.010095389,0.007295367,-0.001285152,-0.000365405,4.30E-06,-0.000742197,-0.001285152,0.00376754,1.16E-05,-6.14E-08,-0.000212487,-0.000365405,1.16E-05,2.74E-05,-3.83E-07,-1.07E-05,4.30E-06,-6.14E-08,-3.83E-07,6.03E-09,-1.79E-07,-0.000742197,-0.000212487,-1.07E-05,-1.79E-07,0.0097995
0.006786212,-0.00091516,-0.000347589,4.02E-06,-0.000521858,-0.00091516,0.004227252,-1.45E-05,1.36E-07,-0.000307673,-0.000347589,-1.45E-05,2.62E-05,-3.59E-07,1.04E-05,4.02E-06,1.36E-07,-3.59E-07,5.53E-09,-4.98E-07,-0.000521858,-0.000307673,1.04E-05,-4.98E-07,0.008390284,0.007020237,-0.001348799,-0.000343378,3.88E-06,-0.000352176,-0.001348799,0.004031908,7.33E-06,-9.15E-08,-0.000172434,-0.000343378,7.33E-06,2.47E-05,-3.33E-07,-6.73E-07,3.88E-06,-9.15E-08,-3.33E-07,5.08E-09,-3.68E-07,-0.000352176,-0.000172434,-6.73E-07,-3.68E-07,0.008112264
0.007457097,-0.002476982,-0.000395399,5.26E-06,-0.001802306,-0.002476982,0.004503628,8.66E-05,-1.35E-06,0.0005771,-0.000395399,8.66E-05,3.10E-05,-4.65E-07,7.40E-05,5.26E-06,-1.35E-06,-4.65E-07,7.67E-09,-1.69E-06,-0.001802306,0.0005771,7.40E-05,-1.69E-06,0.011000292,0.006591078,-0.002175084,-0.000346453,4.56E-06,-0.001432563,-0.002175084,0.004455547,6.82E-05,-1.06E-06,0.000507341,-0.000346453,6.82E-05,2.78E-05,-4.22E-07,5.82E-05,4.56E-06,-1.06E-06,-4.22E-07,7.16E-09,-1.61E-06,-0.001432563,0.000507341,5.82E-05,-1.61E-06,0.010086341
0.007498915,-0.001433257,-0.000385381,4.60E-06,-0.000963484,-0.001433257,0.004669594,1.50E-05,-3.46E-07,0.000430637,-0.000385381,1.50E-05,2.86E-05,-3.99E-07,3.15E-05,4.60E-06,-3.46E-07,-3.99E-07,6.31E-09,-9.82E-07,-0.000963484,0.000430637,3.15E-05,-9.82E-07,0.007925466,0.007575802,-0.001806445,-0.000395578,4.89E-06,-0.001086001,-0.001806445,0.004529663,4.00E-05,-6.55E-07,0.000262682,-0.000395578,4.00E-05,2.99E-05,-4.30E-07,4.64E-05,4.89E-06,-6.55E-07,-4.30E-07,6.96E-09,-1.24E-06,-0.001086001,0.000262682,4.64E-05,-1.24E-06,0.007894514
0.006612169,-0.00181537,-0.000350674,4.51E-06,-0.00129213,-0.00181537,0.004200626,7.11E-05,-1.26E-06,-0.00024683,-0.000350674,7.11E-05,2.81E-05,-4.19E-07,3.12E-05,4.51E-06,-1.26E-06,-4.19E-07,6.98E-09,-7.28E-07,-0.00129213,-0.00024683,3.12E-05,-7.28E-07,0.007579072,0.006729736,-0.001569269,-0.000360929,4.66E-06,-0.001300576,-0.001569269,0.004117292,4.85E-05,-9.28E-07,2.68E-05,-0.000360929,4.85E-05,2.94E-05,-4.40E-07,3.76E-05,4.66E-06,-9.28E-07,-4.40E-07,7.35E-09,-8.75E-07,-0.001300576,2.68E-05,3.76E-05,-8.75E-07,0.007233599
0.006715224,-0.001716636,-0.000350847,4.27E-06,-0.001341082,-0.001716636,0.004180877,1.19E-05,-7.92E-08,-0.000329173,-0.000350847,1.19E-05,2.79E-05,-3.97E-07,0.000102735,4.27E-06,-7.92E-08,-3.97E-07,6.35E-09,-2.26E-06,-0.001341082,-0.000329173,0.000102735,-2.26E-06,0.008900461,0.006265973,-0.001718582,-0.000313456,3.65E-06,-0.001085943,-0.001718582,0.004252631,1.12E-05,-5.15E-08,-0.000143601,-0.000313456,1.12E-05,2.43E-05,-3.35E-07,6.24E-05,3.65E-06,-5.15E-08,-3.35E-07,5.27E-09,-1.48E-06,-0.001085943,-0.000143601,6.24E-05,-1.48E-06,0.008194191
0.006409986,-0.002056813,-0.000310174,3.67E-06,-0.000406848,-0.002056813,0.004452171,3.52E-05,-4.54E-07,-0.000315491,-0.000310174,3.52E-05,2.34E-05,-3.28E-07,3.75E-05,3.67E-06,-4.54E-07,-3.28E-07,5.25E-09,-1.21E-06,-0.000406848,-0.000315491,3.75E-05,-1.21E-06,0.008480556,0.006473794,-0.002285814,-0.000318066,3.97E-06,-0.000669764,-0.002285814,0.004399989,4.73E-05,-6.46E-07,-0.000345942,-0.000318066,4.73E-05,2.49E-05,-3.68E-07,5.55E-05,3.97E-06,-6.46E-07,-3.68E-07,6.13E-09,-1.44E-06,-0.000669764,-0.000345942,5.55E-05,-1.44E-06,0.008372099
0.006223327,-0.001838507,-0.000311715,3.90E-06,-0.001088367,-0.001838507,0.004375771,3.54E-05,-4.98E-07,-0.000561973,-0.000311715,3.54E-05,2.56E-05,-3.79E-07,6.18E-05,3.90E-06,-4.98E-07,-3.79E-07,6.33E-09,-1.40E-06,-0.001088367,-0.000561973,6.18E-05,-1.40E-06,0.008373058,0.006975137,-0.001806604,-0.000374734,4.89E-06,-0.001428291,-0.001806604,0.004452603,4.63E-05,-7.44E-07,-0.00040499,-0.000374734,4.63E-05,3.00E-05,-4.48E-07,8.29E-05,4.89E-06,-7.44E-07,-4.48E-07,7.41E-09,-1.72E-06,-0.001428291,-0.00040499,8.29E-05,-1.72E-06,0.00841872
0.007301011,-0.001660211,-0.000399245,5.12E-06,-0.001385226,-0.001660211,0.004638995,4.22E-05,-8.47E-07,0.000124076,-0.000399245,4.22E-05,3.31E-05,-4.98E-07,2.07E-05,5.12E-06,-8.47E-07,-4.98E-07,8.32E-09,-5.01E-07,-0.001385226,0.000124076,2.07E-05,-5.01E-07,0.008480068,0.006703442,-0.001662337,-0.000349062,4.28E-06,-0.001357599,-0.001662337,0.004699844,3.24E-05,-5.96E-07,0.000485153,-0.000349062,3.24E-05,2.84E-05,-4.16E-07,2.83E-05,4.28E-06,-5.96E-07,-4.16E-07,6.89E-09,-7.65E-07,-0.001357599,0.000485153,2.83E-05,-7.65E-07,0.008172832
0.006838647,-0.002427342,-0.000311989,3.59E-06,-0.000907922,-0.002427342,0.004955195,4.89E-05,-7.14E-07,-0.000128709,-0.000311989,4.89E-05,2.33E-05,-3.29E-07,4.03E-05,3.59E-06,-7.14E-07,-3.29E-07,5.39E-09,-1.07E-06,-0.000907922,-0.000128709,4.03E-05,-1.07E-06,0.010030971,0.006720486,-0.002591367,-0.000299159,3.36E-06,-0.000971385,-0.002591367,0.004919718,5.57E-05,-7.32E-07,-9.45E-05,-0.000299159,5.57E-05,2.17E-05,-3.00E-07,5.12E-05,3.36E-06,-7.32E-07,-3.00E-07,4.81E-09,-1.31E-06,-0.000971385,-9.45E-05,5.12E-05,-1.31E-06,0.009663384
0.005905875,-0.001426085,-0.000311538,3.97E-06,-0.001170984,-0.001426085,0.004479419,-2.30E-06,6.15E-08,0.000242054,-0.000311538,-2.30E-06,2.71E-05,-4.05E-07,3.69E-05,3.97E-06,6.15E-08,-4.05E-07,6.71E-09,-9.64E-07,-0.001170984,0.000242054,3.69E-05,-9.64E-07,0.007434073,0.006132794,-0.001534543,-0.000325463,4.20E-06,-0.0014165,-0.001534543,0.00457897,1.00E-05,-1.33E-07,0.000250068,-0.000325463,1.00E-05,2.76E-05,-4.17E-07,6.60E-05,4.20E-06,-1.33E-07,-4.17E-07,6.97E-09,-1.49E-06,-0.0014165,0.000250068,6.60E-05,-1.49E-06,0.007337035
0.005287519,-0.001029166,-0.000277485,3.46E-06,-0.000978023,-0.001029166,0.004172915,-2.13E-05,2.93E-07,-0.000523484,-0.000277485,-2.13E-05,2.38E-05,-3.47E-07,4.38E-05,3.46E-06,2.93E-07,-3.47E-07,5.67E-09,-1.05E-06,-0.000978023,-0.000523484,4.38E-05,-1.05E-06,0.009306365,0.005374314,-0.00100669,-0.00028369,3.47E-06,-0.000644797,-0.00100669,0.004199319,-1.97E-05,2.24E-07,-0.000292388,-0.00028369,-1.97E-05,2.40E-05,-3.45E-07,2.00E-05,3.47E-06,2.24E-07,-3.45E-07,5.59E-09,-8.14E-07,-0.000644797,-0.000292388,2.00E-05,-8.14E-07,0.009309385
0.005220617,-0.001690443,-0.00025072,2.94E-06,-0.000384177,-0.001690443,0.004650793,1.87E-05,-1.37E-07,-0.000808852,-0.00025072,1.87E-05,2.16E-05,-3.17E-07,1.97E-05,2.94E-06,-1.37E-07,-3.17E-07,5.34E-09,-7.66E-07,-0.000384177,-0.000808852,1.97E-05,-7.66E-07,0.009573994,0.005438895,-0.001688964,-0.000231291,2.38E-06,-7.68E-05,-0.001688964,0.004465018,1.08E-05,-3.11E-08,-0.000599198,-0.000231291,1.08E-05,1.71E-05,-2.22E-07,-9.39E-06,2.38E-06,-3.11E-08,-2.22E-07,3.39E-09,-2.68E-07,-7.68E-05,-0.000599198,-9.39E-06,-2.68E-07,0.008347809
0.005609023,-0.001779497,-0.000269549,2.92E-06,0.00047343,-0.001779497,0.004559121,2.01E-05,-9.36E-08,-0.000733484,-0.000269549,2.01E-05,2.17E-05,-2.96E-07,-5.51E-05,2.92E-06,-9.36E-08,-2.96E-07,4.67E-09,4.57E-07,0.00047343,-0.000733484,-5.51E-05,4.57E-07,0.00612821,0.005314404,-0.00160089,-0.000264957,2.98E-06,0.000324087,-0.00160089,0.004463393,1.40E-05,-9.58E-08,-0.000547855,-0.000264957,1.40E-05,2.27E-05,-3.17E-07,-6.35E-05,2.98E-06,-9.58E-08,-3.17E-07,5.02E-09,6.52E-07,0.000324087,-0.000547855,-6.35E-05,6.52E-07,0.006170967
0.006434412,-0.002017535,-0.000307399,3.72E-06,-0.000309699,-0.002017535,0.004444178,3.54E-05,-3.96E-07,-0.000574864,-0.000307399,3.54E-05,2.35E-05,-3.42E-07,6.36E-06,3.72E-06,-3.96E-07,-3.42E-07,5.62E-09,-4.72E-07,-0.000309699,-0.000574864,6.36E-06,-4.72E-07,0.009767887,0.00590027,-0.001834216,-0.000263852,2.86E-06,0.000175298,-0.001834216,0.004406244,2.20E-05,-2.17E-07,-0.000649262,-0.000263852,2.20E-05,1.88E-05,-2.46E-07,-2.11E-05,2.86E-06,-2.17E-07,-2.46E-07,3.73E-09,-7.32E-08,0.000175298,-0.000649262,-2.11E-05,-7.32E-08,0.007806218
0.00630758,-0.002079439,-0.000295592,3.44E-06,-0.000155621,-0.002079439,0.004187727,2.56E-05,-1.35E-07,-0.000438948,-0.000295592,2.56E-05,2.39E-05,-3.42E-07,-2.07E-05,3.44E-06,-1.35E-07,-3.42E-07,5.61E-09,-1.30E-07,-0.000155621,-0.000438948,-2.07E-05,-1.30E-07,0.008321066,0.006291029,-0.001982321,-0.000299072,3.56E-06,-0.000277259,-0.001982321,0.004089964,1.69E-05,-2.47E-09,-0.000414369,-0.000299072,1.69E-05,2.46E-05,-3.58E-07,-1.05E-05,3.56E-06,-2.47E-09,-3.58E-07,5.90E-09,-2.60E-07,-0.000277259,-0.000414369,-1.05E-05,-2.60E-07,0.008243405
0.007399053,-0.002641517,-0.000354606,4.25E-06,-0.001073945,-0.002641517,0.005095888,8.91E-05,-1.26E-06,-0.000287146,-0.000354606,8.91E-05,2.49E-05,-3.44E-07,4.02E-05,4.25E-06,-1.26E-06,-3.44E-07,5.37E-09,-1.09E-06,-0.001073945,-0.000287146,4.02E-05,-1.09E-06,0.009202061,0.007404499,-0.002604075,-0.000355599,4.24E-06,-0.001086033,-0.002604075,0.005071693,8.48E-05,-1.18E-06,-0.000187304,-0.000355599,8.48E-05,2.46E-05,-3.37E-07,4.73E-05,4.24E-06,-1.18E-06,-3.37E-07,5.23E-09,-1.24E-06,-0.001086033,-0.000187304,4.73E-05,-1.24E-06,0.008938644
0.00721002,-0.001495415,-0.000366026,4.23E-06,-0.000363948,-0.001495415,0.003725555,3.07E-05,-4.10E-07,-0.000507823,-0.000366026,3.07E-05,2.59E-05,-3.50E-07,1.23E-06,4.23E-06,-4.10E-07,-3.50E-07,5.39E-09,-3.73E-07,-0.000363948,-0.000507823,1.23E-06,-3.73E-07,0.00812241,0.006670717,-0.001535105,-0.000336176,3.88E-06,-0.00061075,-0.001535105,0.003703327,3.59E-05,-4.63E-07,-0.00035361,-0.000336176,3.59E-05,2.41E-05,-3.26E-07,1.82E-05,3.88E-06,-4.63E-07,-3.26E-07,5.07E-09,-6.25E-07,-0.00061075,-0.00035361,1.82E-05,-6.25E-07,0.007680142
0.007614396,-0.002458643,-0.000382435,4.88E-06,-0.001616076,-0.002458643,0.004498541,6.16E-05,-9.38E-07,0.000562326,-0.000382435,6.16E-05,3.04E-05,-4.62E-07,7.52E-05,4.88E-06,-9.38E-07,-4.62E-07,7.91E-09,-1.64E-06,-0.001616076,0.000562326,7.52E-05,-1.64E-06,0.009226822,0.007858885,-0.002280223,-0.000384793,4.66E-06,-0.00151236,-0.002280223,0.004527168,4.90E-05,-7.58E-07,0.00066587,-0.000384793,4.90E-05,2.84E-05,-4.04E-07,6.83E-05,4.66E-06,-7.58E-07,-4.04E-07,6.57E-09,-1.61E-06,-0.00151236,0.00066587,6.83E-05,-1.61E-06,0.009370465
0.007212742,-0.002082037,-0.00038934,4.85E-06,-0.001022526,-0.002082037,0.003630404,7.71E-05,-1.06E-06,0.000141093,-0.00038934,7.71E-05,2.91E-05,-4.16E-07,6.10E-05,4.85E-06,-1.06E-06,-4.16E-07,6.61E-09,-1.35E-06,-0.001022526,0.000141093,6.10E-05,-1.35E-06,0.008216111,0.007361816,-0.002270945,-0.000408771,5.27E-06,-0.00123074,-0.002270945,0.003683896,9.23E-05,-1.28E-06,3.14E-07,-0.000408771,9.23E-05,3.13E-05,-4.60E-07,7.78E-05,5.27E-06,-1.28E-06,-4.60E-07,7.43E-09,-1.57E-06,-0.00123074,3.14E-07,7.78E-05,-1.57E-06,0.008072749
0.006798272,-0.00208474,-0.00037466,5.04E-06,-0.000733002,-0.00208474,0.004496028,7.20E-05,-1.45E-06,9.27E-05,-0.00037466,7.20E-05,3.41E-05,-5.41E-07,-1.17E-05,5.04E-06,-1.45E-06,-5.41E-07,9.56E-09,-6.14E-08,-0.000733002,9.27E-05,-1.17E-05,-6.14E-08,0.009013888,0.006481974,-0.001642085,-0.000287534,3.03E-06,-0.000684418,-0.001642085,0.004301807,1.33E-05,-3.67E-07,0.000395755,-0.000287534,1.33E-05,2.04E-05,-2.55E-07,-9.00E-07,3.03E-06,-3.67E-07,-2.55E-07,3.71E-09,-4.34E-07,-0.000684418,0.000395755,-9.00E-07,-4.34E-07,0.008433888
0.005636526,-0.001314922,-0.00029564,3.34E-06,-0.000396625,-0.001314922,0.003883366,1.49E-05,-1.76E-07,-0.000298933,-0.00029564,1.49E-05,2.30E-05,-3.03E-07,5.15E-06,3.34E-06,-1.76E-07,-3.03E-07,4.53E-09,-4.31E-07,-0.000396625,-0.000298933,5.15E-06,-4.31E-07,0.009567582,0.005682298,-0.001161023,-0.00030566,3.49E-06,-0.000119249,-0.001161023,0.003932304,8.50E-06,-1.45E-07,-0.000310872,-0.00030566,8.50E-06,2.40E-05,-3.16E-07,-1.50E-05,3.49E-06,-1.45E-07,-3.16E-07,4.71E-09,-1.54E-07,-0.000119249,-0.000310872,-1.50E-05,-1.54E-07,0.009151208
0.005102677,-0.001699575,-0.000270435,3.47E-06,-0.000584091,-0.001699575,0.004474396,5.61E-05,-1.00E-06,-0.000438176,-0.000270435,5.61E-05,2.28E-05,-3.44E-07,-9.07E-08,3.47E-06,-1.00E-06,-3.44E-07,5.81E-09,-2.03E-07,-0.000584091,-0.000438176,-9.07E-08,-2.03E-07,0.008053667,0.005077214,-0.001681651,-0.000252252,3.15E-06,-0.00109002,-0.001681651,0.004393024,4.51E-05,-7.83E-07,-0.000184767,-0.000252252,4.51E-05,1.99E-05,-2.93E-07,4.85E-05,3.15E-06,-7.83E-07,-2.93E-07,4.92E-09,-1.08E-06,-0.00109002,-0.000184767,4.85E-05,-1.08E-06,0.008007495
0.006011471,-0.002057376,-0.000307315,3.72E-06,-8.97E-05,-0.002057376,0.004765659,2.72E-05,-2.49E-07,-0.00012956,-0.000307315,2.72E-05,2.55E-05,-3.66E-07,-1.24E-05,3.72E-06,-2.49E-07,-3.66E-07,5.95E-09,-5.02E-07,-8.97E-05,-0.00012956,-1.24E-05,-5.02E-07,0.009907898,0.005525595,-0.002103694,-0.000268816,3.17E-06,-0.000170113,-0.002103694,0.004811708,2.59E-05,-1.97E-07,-8.76E-05,-0.000268816,2.59E-05,2.28E-05,-3.28E-07,-1.34E-05,3.17E-06,-1.97E-07,-3.28E-07,5.42E-09,-4.50E-07,-0.000170113,-8.76E-05,-1.34E-05,-4.50E-07,0.009461468
0.006496205,-0.001486761,-0.000331542,3.84E-06,-0.000972553,-0.001486761,0.004036788,1.34E-05,-1.95E-07,0.000472297,-0.000331542,1.34E-05,2.49E-05,-3.35E-07,2.28E-05,3.84E-06,-1.95E-07,-3.35E-07,5.16E-09,-8.57E-07,-0.000972553,0.000472297,2.28E-05,-8.57E-07,0.009124011,0.006184802,-0.001338633,-0.000316547,3.63E-06,-0.000700765,-0.001338633,0.00402975,5.57E-06,-1.25E-07,0.00044373,-0.000316547,5.57E-06,2.41E-05,-3.23E-07,1.03E-05,3.63E-06,-1.25E-07,-3.23E-07,4.97E-09,-7.42E-07,-0.000700765,0.00044373,1.03E-05,-7.42E-07,0.009117429
0.005661534,-0.00195571,-0.000266057,3.02E-06,-0.000219489,-0.00195571,0.004137741,5.23E-05,-7.33E-07,-0.000208691,-0.000266057,5.23E-05,2.11E-05,-2.94E-07,-7.68E-06,3.02E-06,-7.33E-07,-2.94E-07,4.71E-09,-4.42E-07,-0.000219489,-0.000208691,-7.68E-06,-4.42E-07,0.009044756,0.00558739,-0.00178715,-0.000257139,2.83E-06,-0.000138054,-0.00178715,0.004118475,3.67E-05,-4.89E-07,-8.11E-05,-0.000257139,3.67E-05,2.00E-05,-2.73E-07,-5.84E-06,2.83E-06,-4.89E-07,-2.73E-07,4.34E-09,-5.33E-07,-0.000138054,-8.11E-05,-5.84E-06,-5.33E-07,0.008850013
0.007523352,-0.00182274,-0.000371259,4.25E-06,-0.000941555,-0.00182274,0.004603711,8.60E-06,-8.33E-08,0.000683873,-0.000371259,8.60E-06,2.71E-05,-3.64E-07,3.15E-05,4.25E-06,-8.33E-08,-3.64E-07,5.58E-09,-9.95E-07,-0.000941555,0.000683873,3.15E-05,-9.95E-07,0.009749901,0.007241181,-0.002067732,-0.000342637,3.84E-06,-0.001042838,-0.002067732,0.004585515,2.26E-05,-2.11E-07,0.000346326,-0.000342637,2.26E-05,2.47E-05,-3.31E-07,4.40E-05,3.84E-06,-2.11E-07,-3.31E-07,5.07E-09,-1.13E-06,-0.001042838,0.000346326,4.40E-05,-1.13E-06,0.009482048
0.006003156,-0.002299688,-0.000324705,4.26E-06,-0.000438802,-0.002299688,0.004284359,8.25E-05,-1.39E-06,6.32E-05,-0.000324705,8.25E-05,2.64E-05,-3.98E-07,2.05E-05,4.26E-06,-1.39E-06,-3.98E-07,6.72E-09,-9.80E-07,-0.000438802,6.32E-05,2.05E-05,-9.80E-07,0.008942112,0.006381184,-0.002421385,-0.000343044,4.50E-06,-0.00083303,-0.002421385,0.004246962,8.29E-05,-1.33E-06,0.000221785,-0.000343044,8.29E-05,2.72E-05,-4.08E-07,4.87E-05,4.50E-06,-1.33E-06,-4.08E-07,6.86E-09,-1.43E-06,-0.00083303,0.000221785,4.87E-05,-1.43E-06,0.008533467
0.005446902,-0.002107179,-0.000224584,2.26E-06,-4.54E-05,-0.002107179,0.004203929,5.13E-05,-5.95E-07,-0.000174059,-0.000224584,5.13E-05,1.62E-05,-2.16E-07,-9.18E-06,2.26E-06,-5.95E-07,-2.16E-07,3.45E-09,-4.83E-07,-4.54E-05,-0.000174059,-9.18E-06,-4.83E-07,0.008580372,0.005078089,-0.002017791,-0.000207009,2.06E-06,0.000154301,-0.002017791,0.004211767,4.76E-05,-5.54E-07,-0.000323174,-0.000207009,4.76E-05,1.53E-05,-2.06E-07,-1.50E-05,2.06E-06,-5.54E-07,-2.06E-07,3.37E-09,-4.63E-07,0.000154301,-0.000323174,-1.50E-05,-4.63E-07,0.00842032
0.006517103,-0.001898634,-0.000324994,3.81E-06,-0.000425791,-0.001898634,0.004386632,5.99E-05,-8.61E-07,-0.000670026,-0.000324994,5.99E-05,2.47E-05,-3.40E-07,-5.69E-06,3.81E-06,-8.61E-07,-3.40E-07,5.31E-09,-4.49E-07,-0.000425791,-0.000670026,-5.69E-06,-4.49E-07,0.008946939,0.005890656,-0.001269754,-0.000287544,3.26E-06,-0.000844273,-0.001269754,0.004398214,2.43E-05,-4.11E-07,-0.000634481,-0.000287544,2.43E-05,2.21E-05,-2.99E-07,1.75E-05,3.26E-06,-4.11E-07,-2.99E-07,4.64E-09,-7.34E-07,-0.000844273,-0.000634481,1.75E-05,-7.34E-07,0.008985191
0.00714985,-0.002072912,-0.000383922,4.89E-06,-0.001224404,-0.002072912,0.004354192,6.74E-05,-9.36E-07,-0.000675884,-0.000383922,6.74E-05,3.08E-05,-4.55E-07,9.21E-05,4.89E-06,-9.36E-07,-4.55E-07,7.46E-09,-1.89E-06,-0.001224404,-0.000675884,9.21E-05,-1.89E-06,0.008186976,0.006592292,-0.001948344,-0.000356166,4.56E-06,-0.00126289,-0.001948344,0.004395487,6.78E-05,-1.00E-06,-0.000739371,-0.000356166,6.78E-05,2.88E-05,-4.28E-07,0.000101073,4.56E-06,-1.00E-06,-4.28E-07,7.07E-09,-2.06E-06,-0.00126289,-0.000739371,0.000101073,-2.06E-06,0.00797015
