V1.11,V1.12,V1.13,V1.14,V1.15,V1.21,V1.22,V1.23,V1.24,V1.25,V1.31,V1.32,V1.33,V1.34,V1.35,V1.41,V1.42,V1.43,V1.44,V1.45,V1.51,V1.52,V1.53,V1.54,V1.55,V2.11,V2.12,V2.13,V2.14,V2.15,V2.21,V2.22,V2.23,V2.24,V2.25,V2.31,V2.32,V2.33,V2.34,V2.35,V2.41,V2.42,V2.43,V2.44,V2.45,V2.51,V2.52,V2.53,V2.54,V2.55
0.006251638,-0.001996972,-0.000327913,4.06E-06,-0.000735284,-0.001996972,0.004077794,1.71E-05,-2.85E-08,-0.000165782,-0.000327913,1.71E-05,2.82E-05,-4.18E-07,2.03E-05,4.06E-06,-2.85E-08,-4.18E-07,6.94E-09,-7.00E-07,-0.000735284,-0.000165782,2.03E-05,-7.00E-07,0.008006157,0.006679644,-0.002165828,-0.000372001,4.83E-06,-0.001021459,-0.002165828,0.004104481,3.53E-05,-3.46E-07,9.24E-05,-0.000372001,3.53E-05,3.24E-05,-4.91E-07,3.57E-05,4.83E-06,-3.46E-07,-4.91E-07,8.18E-09,-9.26E-07,-0.001021459,9.24E-05,3.57E-05,-9.26E-07,0.008058491
0.006783836,-0.002128126,-0.000332887,4.10E-06,-0.00130335,-0.002128126,0.00408204,6.94E-05,-9.34E-07,-3.36E-05,-0.000332887,6.94E-05,2.53E-05,-3.71E-07,5.35E-05,4.10E-06,-9.34E-07,-3.71E-07,6.09E-09,-1.11E-06,-0.00130335,-3.36E-05,5.35E-05,-1.11E-06,0.008605464,0.007083875,-0.002193111,-0.00035897,4.58E-06,-0.001642149,-0.002193111,0.004078778,6.95E-05,-9.36E-07,0.000198357,-0.00035897,6.95E-05,2.84E-05,-4.29E-07,8.25E-05,4.58E-06,-9.36E-07,-4.29E-07,7.20E-09,-1.62E-06,-0.001642149,0.000198357,8.25E-05,-1.62E-06,0.008609872
0.007118189,-0.001925254,-0.000360586,4.31E-06,-0.001389999,-0.001925254,0.004754474,4.30E-05,-6.27E-07,-9.03E-05,-0.000360586,4.30E-05,2.69E-05,-3.83E-07,0.000106139,4.31E-06,-6.27E-07,-3.83E-07,6.20E-09,-2.18E-06,-0.001389999,-9.03E-05,0.000106139,-2.18E-06,0.010212778,0.007517289,-0.001856947,-0.000391322,4.82E-06,-0.00189455,-0.001856947,0.004706848,4.47E-05,-6.82E-07,-0.000348696,-0.000391322,4.47E-05,2.92E-05,-4.20E-07,0.000128596,4.82E-06,-6.82E-07,-4.20E-07,6.79E-09,-2.36E-06,-0.00189455,-0.000348696,0.000128596,-2.36E-06,0.009673175
0.006724555,-0.001862569,-0.000336878,3.89E-06,-0.000615601,-0.001862569,0.004595527,2.08E-05,-3.12E-07,0.000163074,-0.000336878,2.08E-05,2.66E-05,-3.63E-07,1.74E-07,3.89E-06,-3.12E-07,-3.63E-07,5.63E-09,-5.36E-07,-0.000615601,0.000163074,1.74E-07,-5.36E-07,0.008602898,0.006196922,-0.001391253,-0.000322745,3.71E-06,-0.00034761,-0.001391253,0.004608901,1.17E-05,-3.52E-07,-1.66E-05,-0.000322745,1.17E-05,2.55E-05,-3.42E-07,-1.21E-05,3.71E-06,-3.52E-07,-3.42E-07,5.21E-09,-3.87E-07,-0.00034761,-1.66E-05,-1.21E-05,-3.87E-07,0.00846836
0.00652281,-0.002104017,-0.000328072,3.93E-06,-0.000783706,-0.002104017,0.004559125,4.74E-05,-4.36E-07,-0.000237868,-0.000328072,4.74E-05,2.53E-05,-3.55E-07,6.02E-06,3.93E-06,-4.36E-07,-3.55E-07,5.53E-09,-3.80E-07,-0.000783706,-0.000237868,6.02E-06,-3.80E-07,0.006869281,0.006268168,-0.001893622,-0.000319713,3.88E-06,-0.000581676,-0.001893622,0.00448736,3.70E-05,-3.58E-07,-0.000103273,-0.000319713,3.70E-05,2.51E-05,-3.59E-07,-1.01E-05,3.88E-06,-3.58E-07,-3.59E-07,5.70E-09,-1.03E-07,-0.000581676,-0.000103273,-1.01E-05,-1.03E-07,0.007315764
0.005400848,-0.001452949,-0.000257947,2.92E-06,-0.000741762,-0.001452949,0.004212728,6.06E-06,-1.16E-07,-0.000362233,-0.000257947,6.06E-06,1.95E-05,-2.62E-07,3.84E-05,2.92E-06,-1.16E-07,-2.62E-07,4.16E-09,-1.20E-06,-0.000741762,-0.000362233,3.84E-05,-1.20E-06,0.00824158,0.005516037,-0.001235309,-0.000262527,2.99E-06,-0.00127757,-0.001235309,0.004205806,-6.69E-06,3.22E-08,-0.000398695,-0.000262527,-6.69E-06,1.96E-05,-2.63E-07,6.12E-05,2.99E-06,3.22E-08,-2.63E-07,4.09E-09,-1.29E-06,-0.00127757,-0.000398695,6.12E-05,-1.29E-06,0.007697773
0.006315113,-0.002031327,-0.000332225,4.33E-06,-0.000909902,-0.002031327,0.00391583,7.63E-05,-1.29E-06,-0.000161862,-0.000332225,7.63E-05,2.60E-05,-3.92E-07,2.21E-05,4.33E-06,-1.29E-06,-3.92E-07,6.66E-09,-7.30E-07,-0.000909902,-0.000161862,2.21E-05,-7.30E-07,0.007178006,0.006868601,-0.002168232,-0.000365657,4.79E-06,-0.000978112,-0.002168232,0.003832527,8.11E-05,-1.36E-06,0.000149089,-0.000365657,8.11E-05,2.83E-05,-4.25E-07,4.10E-05,4.79E-06,-1.36E-06,-4.25E-07,7.17E-09,-1.21E-06,-0.000978112,0.000149089,4.10E-05,-1.21E-06,0.007596893
0.006370139,-0.001631329,-0.000298827,3.43E-06,-0.000350083,-0.001631329,0.003989569,2.08E-05,-2.01E-07,-0.000427073,-0.000298827,2.08E-05,2.25E-05,-3.12E-07,-1.60E-05,3.43E-06,-2.01E-07,-3.12E-07,4.88E-09,4.98E-09,-0.000350083,-0.000427073,-1.60E-05,4.98E-09,0.006662207,0.005876479,-0.001461768,-0.000279188,3.23E-06,-0.000450637,-0.001461768,0.004036061,1.04E-05,-5.93E-08,-0.000380254,-0.000279188,1.04E-05,2.21E-05,-3.11E-07,-1.35E-05,3.23E-06,-5.93E-08,-3.11E-07,4.93E-09,7.50E-11,-0.000450637,-0.000380254,-1.35E-05,7.50E-11,0.006616817
0.006058184,-0.001851321,-0.000278576,3.18E-06,0.000357278,-0.001851321,0.004393817,4.05E-05,-6.39E-07,-8.55E-05,-0.000278576,4.05E-05,2.09E-05,-2.92E-07,-3.92E-05,3.18E-06,-6.39E-07,-2.92E-07,4.68E-09,-7.25E-08,0.000357278,-8.55E-05,-3.92E-05,-7.25E-08,0.009520367,0.005982764,-0.001784839,-0.000263599,2.88E-06,6.84E-05,-0.001784839,0.004448896,3.21E-05,-4.65E-07,-0.000171951,-0.000263599,3.21E-05,1.92E-05,-2.58E-07,-2.51E-05,2.88E-06,-4.65E-07,-2.58E-07,3.99E-09,-2.01E-07,6.84E-05,-0.000171951,-2.51E-05,-2.01E-07,0.009247657
0.006590187,-0.001490952,-0.000356936,4.72E-06,-0.001821748,-0.001490952,0.004164437,3.38E-05,-6.52E-07,0.000271709,-0.000356936,3.38E-05,2.95E-05,-4.45E-07,8.56E-05,4.72E-06,-6.52E-07,-4.45E-07,7.45E-09,-1.91E-06,-0.001821748,0.000271709,8.56E-05,-1.91E-06,0.010355952,0.006813275,-0.001621298,-0.000378082,5.09E-06,-0.001915867,-0.001621298,0.004191954,4.41E-05,-7.83E-07,0.000173694,-0.000378082,4.41E-05,3.13E-05,-4.76E-07,0.000100705,5.09E-06,-7.83E-07,-4.76E-07,7.97E-09,-2.16E-06,-0.001915867,0.000173694,0.000100705,-2.16E-06,0.010478316
0.005764874,-0.002386969,-0.000271239,3.17E-06,-0.000238339,-0.002386969,0.004548168,4.81E-05,-4.98E-07,-0.000180278,-0.000271239,4.81E-05,2.13E-05,-3.05E-07,-1.61E-05,3.17E-06,-4.98E-07,-3.05E-07,4.98E-09,-1.01E-07,-0.000238339,-0.000180278,-1.61E-05,-1.01E-07,0.008901324,0.005656766,-0.002419389,-0.000264004,3.09E-06,-0.000223703,-0.002419389,0.004487598,5.20E-05,-5.56E-07,-0.00040615,-0.000264004,5.20E-05,2.11E-05,-3.03E-07,-2.10E-05,3.09E-06,-5.56E-07,-3.03E-07,4.96E-09,5.11E-08,-0.000223703,-0.00040615,-2.10E-05,5.11E-08,0.008791832
0.005948501,-0.001233314,-0.000287623,3.18E-06,3.62E-05,-0.001233314,0.004409175,-2.82E-06,5.61E-08,-0.000980987,-0.000287623,-2.82E-06,2.19E-05,-2.94E-07,-2.20E-05,3.18E-06,5.61E-08,-2.94E-07,4.58E-09,-5.64E-08,3.62E-05,-0.000980987,-2.20E-05,-5.64E-08,0.007576948,0.005475931,-0.001077833,-0.000258332,2.77E-06,0.000197232,-0.001077833,0.004349034,-1.05E-05,1.12E-07,-0.000889834,-0.000258332,-1.05E-05,1.96E-05,-2.58E-07,-2.57E-05,2.77E-06,1.12E-07,-2.58E-07,4.01E-09,-7.28E-08,0.000197232,-0.000889834,-2.57E-05,-7.28E-08,0.007540356
0.007158813,-0.001709836,-0.000349013,4.07E-06,-0.001050566,-0.001709836,0.004333443,3.31E-05,-4.68E-07,0.000397358,-0.000349013,3.31E-05,2.60E-05,-3.58E-07,1.19E-05,4.07E-06,-4.68E-07,-3.58E-07,5.53E-09,-4.28E-07,-0.001050566,0.000397358,1.19E-05,-4.28E-07,0.008031502,0.006996427,-0.00160243,-0.000337435,3.85E-06,-0.000731323,-0.00160243,0.004288743,2.58E-05,-3.60E-07,0.000311497,-0.000337435,2.58E-05,2.50E-05,-3.40E-07,-1.06E-05,3.85E-06,-3.60E-07,-3.40E-07,5.20E-09,-9.50E-08,-0.000731323,0.000311497,-1.06E-05,-9.50E-08,0.008064026
0.006215293,-0.001457409,-0.000303785,3.42E-06,-0.000831704,-0.001457409,0.004449626,9.99E-06,-2.33E-07,0.000340895,-0.000303785,9.99E-06,2.37E-05,-3.24E-07,3.88E-05,3.42E-06,-2.33E-07,-3.24E-07,5.13E-09,-1.06E-06,-0.000831704,0.000340895,3.88E-05,-1.06E-06,0.007638893,0.006477391,-0.001186582,-0.000316449,3.45E-06,-0.000842087,-0.001186582,0.004571308,-5.17E-06,-3.37E-08,0.000240029,-0.000316449,-5.17E-06,2.35E-05,-3.05E-07,3.21E-05,3.45E-06,-3.37E-08,-3.05E-07,4.55E-09,-8.57E-07,-0.000842087,0.000240029,3.21E-05,-8.57E-07,0.007509498
0.006987363,-0.002099465,-0.00032778,3.63E-06,-0.000986787,-0.002099465,0.004275371,5.02E-05,-6.34E-07,0.00018851,-0.00032778,5.02E-05,2.30E-05,-3.05E-07,4.42E-05,3.63E-06,-6.34E-07,-3.05E-07,4.58E-09,-9.47E-07,-0.000986787,0.00018851,4.42E-05,-9.47E-07,0.009691445,0.006769943,-0.002209044,-0.00031339,3.39E-06,-0.00060307,-0.002209044,0.004360163,5.77E-05,-7.14E-07,5.58E-05,-0.00031339,5.77E-05,2.17E-05,-2.80E-07,1.88E-05,3.39E-06,-7.14E-07,-2.80E-07,4.15E-09,-6.25E-07,-0.00060307,5.58E-05,1.88E-05,-6.25E-07,0.008732662
0.006645578,-0.002104148,-0.000287916,3.10E-06,-0.000233451,-0.002104148,0.004602989,2.25E-05,-1.07E-08,-0.000487719,-0.000287916,2.25E-05,2.09E-05,-2.87E-07,-2.61E-05,3.10E-06,-1.07E-08,-2.87E-07,4.58E-09,7.66E-08,-0.000233451,-0.000487719,-2.61E-05,7.66E-08,0.00743366,0.006691616,-0.002203143,-0.000270636,2.77E-06,-0.000471408,-0.002203143,0.004681745,1.95E-05,5.35E-08,-0.000461412,-0.000270636,1.95E-05,1.88E-05,-2.51E-07,-1.01E-05,2.77E-06,5.35E-08,-2.51E-07,3.96E-09,-1.34E-07,-0.000471408,-0.000461412,-1.01E-05,-1.34E-07,0.007528004
0.005515608,-0.001731304,-0.000275023,3.23E-06,-9.07E-05,-0.001731304,0.003895803,3.58E-05,-4.22E-07,-0.000645581,-0.000275023,3.58E-05,2.14E-05,-2.97E-07,-1.23E-05,3.23E-06,-4.22E-07,-2.97E-07,4.66E-09,-1.96E-07,-9.07E-05,-0.000645581,-1.23E-05,-1.96E-07,0.008026517,0.005379014,-0.001830381,-0.000263733,3.07E-06,0.000267334,-0.001830381,0.003894285,3.94E-05,-4.49E-07,-0.00065072,-0.000263733,3.94E-05,2.05E-05,-2.85E-07,-3.42E-05,3.07E-06,-4.49E-07,-2.85E-07,4.51E-09,1.14E-07,0.000267334,-0.00065072,-3.42E-05,1.14E-07,0.00745182
0.006808096,-0.001957525,-0.000353179,4.42E-06,-0.00102384,-0.001957525,0.004293776,5.17E-05,-7.89E-07,0.000334077,-0.000353179,5.17E-05,2.72E-05,-3.99E-07,4.60E-05,4.42E-06,-7.89E-07,-3.99E-07,6.57E-09,-1.08E-06,-0.00102384,0.000334077,4.60E-05,-1.08E-06,0.008417015,0.006668463,-0.001648915,-0.000370324,4.86E-06,-0.00142609,-0.001648915,0.004395918,4.21E-05,-7.39E-07,0.000224562,-0.000370324,4.21E-05,2.99E-05,-4.51E-07,7.78E-05,4.86E-06,-7.39E-07,-4.51E-07,7.52E-09,-1.56E-06,-0.00142609,0.000224562,7.78E-05,-1.56E-06,0.008274813
0.007325865,-0.002314353,-0.000378319,4.93E-06,-0.001006018,-0.002314353,0.004344977,7.38E-05,-1.21E-06,0.000226699,-0.000378319,7.38E-05,3.05E-05,-4.66E-07,4.21E-05,4.93E-06,-1.21E-06,-4.66E-07,7.98E-09,-1.27E-06,-0.001006018,0.000226699,4.21E-05,-1.27E-06,0.009606169,0.007613865,-0.002195557,-0.000384584,4.91E-06,-0.001168524,-0.002195557,0.004272581,5.92E-05,-9.59E-07,0.000345021,-0.000384584,5.92E-05,3.00E-05,-4.49E-07,5.81E-05,4.91E-06,-9.59E-07,-4.49E-07,7.57E-09,-1.55E-06,-0.001168524,0.000345021,5.81E-05,-1.55E-06,0.009531608
0.00558333,-0.001637492,-0.000281274,3.48E-06,-0.00081232,-0.001637492,0.004481665,4.33E-06,-2.09E-08,0.000109113,-0.000281274,4.33E-06,2.43E-05,-3.55E-07,9.09E-07,3.48E-06,-2.09E-08,-3.55E-07,5.77E-09,-3.41E-07,-0.00081232,0.000109113,9.09E-07,-3.41E-07,0.008439197,0.005557038,-0.001913733,-0.000252774,2.85E-06,-0.000350346,-0.001913733,0.004499961,1.70E-05,-1.27E-07,0.000114718,-0.000252774,1.70E-05,1.99E-05,-2.73E-07,-2.51E-05,2.85E-06,-1.27E-07,-2.73E-07,4.33E-09,-9.82E-08,-0.000350346,0.000114718,-2.51E-05,-9.82E-08,0.00850262
0.00667269,-0.001705097,-0.000310682,3.45E-06,-0.000804375,-0.001705097,0.004761676,1.45E-05,-1.69E-07,-0.000144187,-0.000310682,1.45E-05,2.29E-05,-3.11E-07,2.43E-05,3.45E-06,-1.69E-07,-3.11E-07,4.83E-09,-5.83E-07,-0.000804375,-0.000144187,2.43E-05,-5.83E-07,0.007402951,0.006948136,-0.001942741,-0.000318114,3.51E-06,-0.000843433,-0.001942741,0.004674364,2.84E-05,-3.32E-07,-0.00012737,-0.000318114,2.84E-05,2.28E-05,-3.07E-07,2.49E-05,3.51E-06,-3.32E-07,-3.07E-07,4.73E-09,-5.81E-07,-0.000843433,-0.00012737,2.49E-05,-5.81E-07,0.006861367
0.006145382,-0.001280893,-0.000272231,3.00E-06,-0.001353742,-0.001280893,0.004499941,-3.63E-06,1.71E-08,-0.000108273,-0.000272231,-3.63E-06,1.95E-05,-2.60E-07,5.72E-05,3.00E-06,1.71E-08,-2.60E-07,4.04E-09,-1.17E-06,-0.001353742,-0.000108273,5.72E-05,-1.17E-06,0.008980311,0.005878143,-0.001095939,-0.000263781,2.88E-06,-0.001195139,-0.001095939,0.004616233,-1.51E-05,1.96E-07,-0.00023267,-0.000263781,-1.51E-05,1.95E-05,-2.61E-07,5.32E-05,2.88E-06,1.96E-07,-2.61E-07,4.08E-09,-1.13E-06,-0.001195139,-0.00023267,5.32E-05,-1.13E-06,0.00866599
0.00644925,-0.001805927,-0.000355622,4.66E-06,-0.001213933,-0.001805927,0.004705785,5.10E-05,-8.60E-07,-2.99E-05,-0.000355622,5.10E-05,2.84E-05,-4.22E-07,4.49E-05,4.66E-06,-8.60E-07,-4.22E-07,6.99E-09,-1.27E-06,-0.001213933,-2.99E-05,4.49E-05,-1.27E-06,0.008458899,0.00705119,-0.001864049,-0.000392709,5.21E-06,-0.001540001,-0.001864049,0.004749851,5.72E-05,-9.34E-07,-0.000111079,-0.000392709,5.72E-05,3.08E-05,-4.60E-07,7.07E-05,5.21E-06,-9.34E-07,-4.60E-07,7.57E-09,-1.61E-06,-0.001540001,-0.000111079,7.07E-05,-1.61E-06,0.008199822
0.007627795,-0.002496558,-0.000392052,5.08E-06,-0.001067118,-0.002496558,0.0046152,0.000101087,-1.66E-06,5.26E-05,-0.000392052,0.000101087,2.83E-05,-4.17E-07,4.37E-05,5.08E-06,-1.66E-06,-4.17E-07,6.93E-09,-1.19E-06,-0.001067118,5.26E-05,4.37E-05,-1.19E-06,0.00759778,0.007345133,-0.00247694,-0.000374837,4.85E-06,-0.000951243,-0.00247694,0.004561666,9.75E-05,-1.59E-06,-2.00E-05,-0.000374837,9.75E-05,2.76E-05,-4.11E-07,3.69E-05,4.85E-06,-1.59E-06,-4.11E-07,6.89E-09,-1.07E-06,-0.000951243,-2.00E-05,3.69E-05,-1.07E-06,0.007577084
0.006413558,-0.001826032,-0.000353651,4.68E-06,-0.001762021,-0.001826032,0.004633675,4.30E-05,-6.68E-07,-0.001155963,-0.000353651,4.30E-05,2.82E-05,-4.18E-07,0.000107088,4.68E-06,-6.68E-07,-4.18E-07,6.80E-09,-1.77E-06,-0.001762021,-0.001155963,0.000107088,-1.77E-06,0.008214471,0.006895521,-0.002200948,-0.000391063,5.36E-06,-0.001651634,-0.002200948,0.004355702,6.61E-05,-9.96E-07,-0.000845641,-0.000391063,6.61E-05,3.16E-05,-4.82E-07,9.79E-05,5.36E-06,-9.96E-07,-4.82E-07,7.97E-09,-1.65E-06,-0.001651634,-0.000845641,9.79E-05,-1.65E-06,0.008024695
0.008326627,-0.002315026,-0.000448403,5.66E-06,-0.001234605,-0.002315026,0.00491446,4.17E-05,-7.00E-07,0.000380692,-0.000448403,4.17E-05,3.51E-05,-5.03E-07,6.08E-05,5.66E-06,-7.00E-07,-5.03E-07,8.00E-09,-1.66E-06,-0.001234605,0.000380692,6.08E-05,-1.66E-06,0.009902215,0.007939571,-0.002146948,-0.000433925,5.55E-06,-0.001190696,-0.002146948,0.004881158,3.51E-05,-6.57E-07,0.000423744,-0.000433925,3.51E-05,3.48E-05,-5.03E-07,6.14E-05,5.55E-06,-6.57E-07,-5.03E-07,8.09E-09,-1.72E-06,-0.001190696,0.000423744,6.14E-05,-1.72E-06,0.009956706
0.006701833,-0.001748234,-0.000340933,4.04E-06,-0.000450421,-0.001748234,0.004337358,2.40E-05,-4.29E-07,0.000567648,-0.000340933,2.40E-05,2.53E-05,-3.56E-07,1.91E-05,4.04E-06,-4.29E-07,-3.56E-07,5.76E-09,-7.87E-07,-0.000450421,0.000567648,1.91E-05,-7.87E-07,0.006905637,0.006926095,-0.002269968,-0.000333585,3.80E-06,-0.000628323,-0.002269968,0.004306693,4.88E-05,-6.52E-07,0.000577972,-0.000333585,4.88E-05,2.30E-05,-3.10E-07,3.39E-05,3.80E-06,-6.52E-07,-3.10E-07,4.81E-09,-1.02E-06,-0.000628323,0.000577972,3.39E-05,-1.02E-06,0.00697783
0.007595725,-0.002085929,-0.000386325,4.71E-06,-0.001143548,-0.002085929,0.004748898,3.66E-05,-4.86E-07,-0.000216968,-0.000386325,3.66E-05,2.87E-05,-4.05E-07,5.08E-05,4.71E-06,-4.86E-07,-4.05E-07,6.42E-09,-1.25E-06,-0.001143548,-0.000216968,5.08E-05,-1.25E-06,0.009290947,0.007307564,-0.001946551,-0.00034013,3.81E-06,-0.001189651,-0.001946551,0.004739648,1.82E-05,-1.87E-07,2.30E-05,-0.00034013,1.82E-05,2.36E-05,-3.11E-07,3.80E-05,3.81E-06,-1.87E-07,-3.11E-07,4.74E-09,-9.82E-07,-0.001189651,2.30E-05,3.80E-05,-9.82E-07,0.008903544
0.005220231,-0.001365346,-0.000248748,2.80E-06,-2.76E-05,-0.001365346,0.004162048,1.48E-05,-2.10E-07,-3.13E-05,-0.000248748,1.48E-05,2.00E-05,-2.79E-07,-3.90E-05,2.80E-06,-2.10E-07,-2.79E-07,4.50E-09,2.30E-07,-2.76E-05,-3.13E-05,-3.90E-05,2.30E-07,0.007265548,0.004565874,-0.001450328,-0.000205968,2.23E-06,0.000396321,-0.001450328,0.003992263,2.21E-05,-3.43E-07,8.78E-05,-0.000205968,2.21E-05,1.66E-05,-2.27E-07,-6.04E-05,2.23E-06,-3.43E-07,-2.27E-07,3.68E-09,4.15E-07,0.000396321,8.78E-05,-6.04E-05,4.15E-07,0.0070399
0.006872313,-0.001985477,-0.000368257,4.78E-06,-0.001901539,-0.001985477,0.004622296,4.26E-05,-6.96E-07,0.000295548,-0.000368257,4.26E-05,3.01E-05,-4.46E-07,7.27E-05,4.78E-06,-6.96E-07,-4.46E-07,7.31E-09,-1.48E-06,-0.001901539,0.000295548,7.27E-05,-1.48E-06,0.008893927,0.007441379,-0.001949324,-0.000409551,5.36E-06,-0.001957289,-0.001949324,0.004714945,4.72E-05,-8.30E-07,0.000358374,-0.000409551,4.72E-05,3.27E-05,-4.81E-07,8.55E-05,5.36E-06,-8.30E-07,-4.81E-07,7.83E-09,-1.77E-06,-0.001957289,0.000358374,8.55E-05,-1.77E-06,0.009280951
0.007416838,-0.002049414,-0.00034872,4.00E-06,-0.001383713,-0.002049414,0.00486968,1.54E-05,-5.61E-08,0.000667135,-0.00034872,1.54E-05,2.54E-05,-3.49E-07,5.49E-05,4.00E-06,-5.61E-08,-3.49E-07,5.53E-09,-1.39E-06,-0.001383713,0.000667135,5.49E-05,-1.39E-06,0.009705901,0.006963806,-0.001739495,-0.000331837,3.68E-06,-0.000852608,-0.001739495,0.004972054,6.05E-06,4.85E-08,0.00041361,-0.000331837,6.05E-06,2.40E-05,-3.21E-07,3.21E-05,3.68E-06,4.85E-08,-3.21E-07,4.99E-09,-1.11E-06,-0.000852608,0.00041361,3.21E-05,-1.11E-06,0.009361459
0.005077877,-0.001699501,-0.000211729,2.30E-06,-0.000791544,-0.001699501,0.004834731,-7.85E-06,1.46E-07,-0.00070106,-0.000211729,-7.85E-06,1.65E-05,-2.24E-07,4.80E-05,2.30E-06,1.46E-07,-2.24E-07,3.55E-09,-1.10E-06,-0.000791544,-0.00070106,4.80E-05,-1.10E-06,0.009048376,0.005354428,-0.001724883,-0.000226181,2.49E-06,-0.000973799,-0.001724883,0.004898525,-1.06E-05,2.35E-07,-0.000700888,-0.000226181,-1.06E-05,1.75E-05,-2.40E-07,6.32E-05,2.49E-06,2.35E-07,-2.40E-07,3.82E-09,-1.33E-06,-0.000973799,-0.000700888,6.32E-05,-1.33E-06,0.009116801
0.006984589,-0.00126897,-0.000370238,4.43E-06,-0.000775573,-0.00126897,0.004464747,-1.13E-05,2.82E-07,-0.000221704,-0.000370238,-1.13E-05,2.90E-05,-4.05E-07,2.07E-05,4.43E-06,2.82E-07,-4.05E-07,6.35E-09,-6.28E-07,-0.000775573,-0.000221704,2.07E-05,-6.28E-07,0.007820808,0.00682274,-0.001461141,-0.000351164,4.03E-06,-0.000103497,-0.001461141,0.00439684,-5.04E-06,2.18E-07,2.60E-05,-0.000351164,-5.04E-06,2.69E-05,-3.64E-07,-2.45E-05,4.03E-06,2.18E-07,-3.64E-07,5.59E-09,-5.11E-08,-0.000103497,2.60E-05,-2.45E-05,-5.11E-08,0.007783025
0.006140929,-0.001562238,-0.000341305,4.51E-06,-0.001315857,-0.001562238,0.00473597,1.85E-05,-4.83E-07,0.000573921,-0.000341305,1.85E-05,2.81E-05,-4.20E-07,5.17E-05,4.51E-06,-4.83E-07,-4.20E-07,6.97E-09,-1.23E-06,-0.001315857,0.000573921,5.17E-05,-1.23E-06,0.007932215,0.006094926,-0.001875476,-0.000348674,4.80E-06,-0.001454199,-0.001875476,0.004535815,3.48E-05,-6.49E-07,0.000576027,-0.000348674,3.48E-05,2.98E-05,-4.59E-07,6.60E-05,4.80E-06,-6.49E-07,-4.59E-07,7.77E-09,-1.50E-06,-0.001454199,0.000576027,6.60E-05,-1.50E-06,0.007779974
0.007468908,-0.002332834,-0.000398969,5.20E-06,-0.001473723,-0.002332834,0.004964441,4.70E-05,-7.45E-07,0.000262612,-0.000398969,4.70E-05,3.15E-05,-4.68E-07,5.99E-05,5.20E-06,-7.45E-07,-4.68E-07,7.68E-09,-1.21E-06,-0.001473723,0.000262612,5.99E-05,-1.21E-06,0.008350147,0.006745952,-0.002424089,-0.000367587,4.89E-06,-0.001121499,-0.002424089,0.005005945,6.10E-05,-9.80E-07,0.00024784,-0.000367587,6.10E-05,3.00E-05,-4.54E-07,4.44E-05,4.89E-06,-9.80E-07,-4.54E-07,7.60E-09,-1.12E-06,-0.001121499,0.00024784,4.44E-05,-1.12E-06,0.008550699
0.008059936,-0.00213096,-0.000396023,4.82E-06,-0.001093656,-0.00213096,0.004662031,3.59E-05,-4.75E-07,0.000166955,-0.000396023,3.59E-05,3.05E-05,-4.49E-07,4.61E-05,4.82E-06,-4.75E-07,-4.49E-07,7.44E-09,-1.21E-06,-0.001093656,0.000166955,4.61E-05,-1.21E-06,0.008155873,0.0076149,-0.002275191,-0.000378576,4.68E-06,-0.001175899,-0.002275191,0.004710766,5.34E-05,-7.45E-07,4.39E-05,-0.000378576,5.34E-05,2.95E-05,-4.38E-07,5.59E-05,4.68E-06,-7.45E-07,-4.38E-07,7.31E-09,-1.36E-06,-0.001175899,4.39E-05,5.59E-05,-1.36E-06,0.008389467
0.006961956,-0.001921148,-0.000347856,4.30E-06,-0.000811436,-0.001921148,0.004382723,3.84E-05,-7.67E-07,0.000833335,-0.000347856,3.84E-05,2.69E-05,-3.89E-07,3.20E-05,4.30E-06,-7.67E-07,-3.89E-07,6.37E-09,-1.02E-06,-0.000811436,0.000833335,3.20E-05,-1.02E-06,0.008792904,0.007003346,-0.001772296,-0.000361638,4.60E-06,-0.001036987,-0.001772296,0.004349816,3.32E-05,-6.93E-07,0.00037469,-0.000361638,3.32E-05,2.87E-05,-4.25E-07,5.12E-05,4.60E-06,-6.93E-07,-4.25E-07,7.03E-09,-1.25E-06,-0.001036987,0.00037469,5.12E-05,-1.25E-06,0.008603255
0.005446788,-0.001568781,-0.000251307,2.82E-06,-0.000791585,-0.001568781,0.004328342,-7.27E-06,1.99E-07,-9.97E-05,-0.000251307,-7.27E-06,2.08E-05,-2.90E-07,6.08E-05,2.82E-06,1.99E-07,-2.90E-07,4.68E-09,-1.60E-06,-0.000791585,-9.97E-05,6.08E-05,-1.60E-06,0.010655525,0.005293954,-0.001455061,-0.00025082,2.83E-06,-0.000684778,-0.001455061,0.004330877,-6.78E-06,1.49E-07,-6.97E-05,-0.00025082,-6.78E-06,2.08E-05,-2.88E-07,4.56E-05,2.83E-06,1.49E-07,-2.88E-07,4.56E-09,-1.29E-06,-0.000684778,-6.97E-05,4.56E-05,-1.29E-06,0.010332
