pv1..Const,pv1..male,pv1..age,pv1..I(age^2),pv1..vaccine08,pv1.global_nonconst,stat1.Const,stat1.male,stat1.age,stat1.I(age^2),stat1.vaccine08,stat1.global_nonconst,pv2..Const,pv2..male,pv2..age,pv2..I(age^2),pv2..vaccine08,pv2.global_nonconst,stat2.Const,stat2.male,stat2.age,stat2.I(age^2),stat2.vaccine08,stat2.global_nonconst
0.209948803,0.140243281,0.399299422,0.324231877,0.002612681,0.001964497,1.571779307,2.175287769,0.710435055,0.971799184,9.059956896,12.46503805,0.194405679,0.139635536,0.376368105,0.299051961,0.002803796,0.002052671,1.683910272,2.181970987,0.782531264,1.078416969,8.930942908,12.3772268
0.076865025,0.596377503,0.053179429,0.04361092,0.021726777,0.013059926,3.12997276,0.28049417,3.738271551,4.071562345,5.26753341,8.676413705,0.079809818,0.600674035,0.057882697,0.047511902,0.021086154,0.013956471,3.068770364,0.273980496,3.597035662,3.927167642,5.319657597,8.543624041
0.057054326,0.204775139,0.213003671,0.218609316,0.154669145,0.084791677,3.621007085,1.607986003,1.550892913,1.513476847,2.025587039,4.935115776,0.074952128,0.207397652,0.245392279,0.25302499,0.15650291,0.109810222,3.171096131,1.589499529,1.349347164,1.306523887,2.007695315,4.418003321
0.694980134,0.834400855,0.070627962,0.092137624,0.421918851,0.154682439,0.153746861,0.043706376,3.268365469,2.836623773,0.644964292,3.732762094,0.692083667,0.835404677,0.061455699,0.07623559,0.416304145,0.137003702,0.156838934,0.043170438,3.497657492,3.143381716,0.660724893,3.975494664
0.743355044,0.130238408,7.12E-05,1.48E-05,0.002341068,5.90E-07,0.107199698,2.289660506,15.77809886,18.762833,9.260830627,28.68487585,0.741973406,0.133566398,4.97E-05,1.17E-05,0.00244378,5.52E-07,0.108399749,2.250556069,16.45764466,19.21276361,9.182215753,28.82040085
0.175796834,0.784462188,0.153432168,0.140249619,0.00209847,0.00396468,1.832802947,0.074807021,2.037792496,2.17521824,9.461346302,11.06066019,0.1653668,0.78400358,0.175186373,0.178058483,0.002202579,0.004059577,1.924451129,0.075133802,1.837992908,1.813754628,9.372558192,11.01335278
0.01687151,0.333441253,0.825123884,0.947202784,0.028111998,0.040760354,5.709690848,0.935486712,0.048823148,0.00438507,4.82118585,6.400090747,0.013279794,0.328451234,0.809963947,0.940546372,0.020473995,0.022266147,6.131449679,0.954994523,0.057827043,0.005562648,5.371020531,7.609375694
0.78066106,0.200700969,0.001611197,0.002267813,0.000974495,2.30E-05,0.07753867,1.637266199,9.946909194,9.319068001,10.87540993,21.36323745,0.776026257,0.200525909,0.001567054,0.002384063,0.000700689,1.88E-05,0.080940975,1.638539958,9.998057778,9.227504734,11.48741881,21.76145828
0.400111519,0.754434173,0.000654402,0.010573562,0.007375991,2.79E-06,0.707991119,0.097842557,11.61448245,6.535615793,7.17904616,25.58064792,0.417992581,0.751734874,0.001268154,0.016643519,0.006782441,3.02E-06,0.6559523,0.100078982,10.38831335,5.733580023,7.329699001,25.42282603
0.130195522,0.800163869,0.019409885,0.013878371,0.479598127,0.041818014,2.290171669,0.064077344,5.464204717,6.053549458,0.49977699,6.348856167,0.135220175,0.80083713,0.019273324,0.010030954,0.478602053,0.032017215,2.231526737,0.063637049,5.47654435,6.629391287,0.50204703,6.882963099
0.414805055,0.509727986,0.038433943,0.043989168,0.038848556,0.018386086,0.664986404,0.434625468,4.285713738,4.056977541,4.267477667,7.992322164,0.434668067,0.507319714,0.041562013,0.047477603,0.037567449,0.018961126,0.610318095,0.439591443,4.15295174,3.928381997,4.324500047,7.930728741
0.524825808,0.223454916,0.016848154,0.063305907,0.010999404,0.000822294,0.404399629,1.482044496,5.712122795,3.448585985,6.465413638,14.20682417,0.517137936,0.219959588,0.008080746,0.027561002,0.01034116,0.000499676,0.419597532,1.50463486,7.015491203,4.855319914,6.575161872,15.20309951
0.181209654,0.199528552,0.064538024,0.147573843,0.000830388,4.55E-05,1.787675359,1.645821875,3.416748152,2.09715149,11.17204957,19.99627531,0.173001046,0.198655291,0.059652849,0.130284643,0.000684487,4.53E-05,1.856744125,1.652232917,3.547010089,2.289109621,11.53090397,20.00233271
0.053328647,0.41642383,0.530884611,0.466718872,0.013887297,0.036051872,3.733590355,0.660385643,0.392698011,0.529733622,6.052414148,6.645592986,0.050245644,0.415574762,0.513810076,0.448958232,0.015671403,0.040789348,3.833242413,0.662795489,0.426300027,0.573280596,5.839373804,6.398668643
0.445587868,0.501759112,4.73E-05,1.80E-05,0.056052163,4.64E-05,0.581850575,0.45121378,16.55141735,18.39250612,3.650506512,19.95559724,0.453598118,0.504910132,0.000101497,4.12E-05,0.055678849,8.67E-05,0.561645218,0.444600866,15.10865507,16.8152089,3.661638599,18.70507075
0.204007589,0.688364618,0.239646082,0.279908757,0.388102493,0.347825459,1.61344948,0.16086147,1.382674648,1.167532835,0.7448788,2.112108958,0.231366309,0.687916386,0.252780876,0.285235911,0.354078244,0.350820016,1.432442043,0.16135027,1.307868842,1.141972513,0.858787428,2.094963926
0.213613169,0.096815947,1.89E-05,0.000190907,0.012581891,6.33E-07,1.54676825,2.757226565,18.2948236,13.91853372,6.226969059,28.54670054,0.201538665,0.098792749,1.44E-05,0.000147815,0.01148794,1.22E-07,1.631189049,2.724925216,18.80936285,14.39983797,6.388231905,31.83442893
0.976429815,0.5476564,0.003687253,0.01549765,0.014973456,0.000513933,0.000872915,0.361532416,8.431749962,5.858993964,5.919588462,15.14683503,0.976494707,0.553992473,0.002524569,0.0094318,0.014147757,0.000406832,0.000868114,0.350213191,9.122701619,6.739179485,6.019612022,15.61422167
0.4444843,0.237507001,0.040626658,0.065846166,0.524044615,0.063671344,0.584678549,1.395330284,4.19151993,3.383647878,0.405925939,5.50804135,0.457519841,0.232839516,0.040276857,0.054612182,0.526225412,0.066191181,0.551955344,1.423430911,4.206183599,3.69388776,0.401675137,5.430416071
0.270025495,0.682153847,0.056498383,0.039816389,0.000423675,0.000830276,1.216617483,0.16771137,3.637303122,4.225691632,12.42477604,14.18750374,0.277066591,0.682676488,0.059767574,0.043265155,0.000428159,0.000970196,1.181422508,0.167128527,3.543822517,4.085011582,12.40511677,13.87602433
0.188582666,0.073223437,0.140859508,0.205511802,0.001318943,0.000211038,1.728655714,3.209241146,2.168544392,1.602765056,10.31582593,16.92694524,0.184245222,0.074780233,0.112228532,0.151853736,0.000548106,0.000129675,1.763044525,3.174846618,2.522556152,2.053530133,11.94444183,17.90095197
0.31191031,0.690178263,0.076088157,0.10757707,0.015450628,0.009654,1.022569421,0.158892452,3.146539711,2.589459071,5.864342568,9.280765835,0.343738301,0.689053265,0.088507184,0.119101175,0.014946349,0.009573941,0.896439159,0.160112171,2.901317523,2.429101128,5.922780965,9.29742068
0.428072113,0.359571627,0.058276042,0.128303789,0.41518193,0.064436058,0.628048307,0.839388822,3.585780302,2.31290832,0.663912906,5.484163794,0.412058238,0.362319845,0.055988449,0.132463047,0.415302517,0.056062445,0.67285429,0.829836382,3.652400861,2.26339894,0.663569726,5.762578237
0.5005231,0.084215623,0.000225438,0.000512446,0.327481234,0.000203271,0.453827113,2.981606911,13.60621592,12.06982156,0.958832379,17.0019396,0.472764008,0.081702718,6.62E-05,0.000234921,0.3198457,0.000102815,0.515508347,3.030700842,15.91658543,13.52887464,0.989577331,18.36515314
0.010540183,0.472630505,0.722205695,0.453674304,0.058301379,0.051521844,6.541240405,0.515819332,0.126389126,0.561455722,3.585058057,5.931498827,0.009855487,0.472100283,0.702825286,0.4091898,0.048550297,0.048920472,6.660832376,0.517055848,0.145549434,0.681153508,3.890834397,6.03511865
0.795966296,0.000663574,0.045947876,0.061782563,0.01397102,3.71E-05,0.066858938,11.58859817,3.983504353,3.488874854,6.041801639,20.40166155,0.792620156,0.000741593,0.05333302,0.071953354,0.0137584,3.01E-05,0.069121526,11.38199899,3.733453376,3.237887607,6.068882303,20.82189133
0.383416826,0.0233618,0.413614983,0.412818237,0.005357128,0.000752391,0.75971788,5.141400116,0.668385727,0.670669642,7.754756023,14.38450957,0.38585275,0.02022895,0.415327745,0.417639212,0.005392898,0.001131336,0.751971527,5.392027744,0.663497949,0.656948774,7.742737654,13.56871228
0.35731734,0.031838182,0.001842458,0.007768368,7.68E-05,1.84E-07,0.847299782,4.607189012,9.700221391,7.086110081,15.63591036,31.01241397,0.360088678,0.028414511,0.001778665,0.006386489,3.55E-05,1.17E-07,0.837583948,4.802740105,9.764989376,7.437885251,17.09543586,31.92403087
0.825261615,0.194148487,0.082821368,0.321470404,0.000598246,2.45E-06,0.048745012,1.685853391,3.008647535,0.982954787,11.78142589,25.83954439,0.818810898,0.193602971,0.077100881,0.324941144,0.00048267,1.60E-06,0.052475194,1.689984812,3.124978667,0.968954173,12.18145295,26.69335057
0.223959914,0.084718866,0.276262547,0.163711243,0.248817522,0.063109779,1.478815668,2.971965472,1.185384454,1.939606709,1.329930837,5.525759105,0.196689718,0.085514084,0.222232528,0.099888694,0.243601616,0.040704979,1.666784949,2.956855748,1.489896442,2.707319694,1.359629999,6.402809743
0.173229616,0.06305024,0.513109617,0.701325711,0.065013025,0.016330521,1.854770145,3.455275157,0.427720443,0.14709642,3.404646957,8.229438907,0.171599,0.057563382,0.492220806,0.684362943,0.060389361,0.015920163,1.868918467,3.606232607,0.471668008,0.165255878,3.52665899,8.280337771
0.99012836,0.71360328,0.000418736,0.000760784,0.000133413,1.25E-06,0.000153081,0.134704487,12.44667927,11.33454556,14.59294961,27.17846335,0.989700544,0.713671414,0.0002881,0.000610134,0.000140868,7.09E-07,0.000166637,0.134637447,13.14622056,11.74480094,14.49049728,28.31956199
0.777720759,0.254730589,0.036166432,0.153652199,0.224991242,0.003520637,0.079687934,1.297171171,4.389239989,2.035613279,1.472248653,11.29822679,0.769702389,0.253995439,0.027554815,0.128808084,0.218160853,0.003130771,0.085710881,1.301192915,4.855707212,2.306810886,1.516427947,11.53295209
0.684697893,0.193828953,0.015405374,0.045949997,0.36819173,0.014301846,0.164885411,1.688271706,5.869506001,3.983426603,0.809758262,8.49473333,0.689538976,0.192238861,0.023240665,0.06358288,0.340248506,0.015129333,0.159584901,1.700375627,5.150426458,3.441371786,0.909494771,8.382239627
0.332412669,0.056219105,0.145500979,0.072485585,0.000476838,9.81E-05,0.939475878,3.645553785,2.118795033,3.225817756,12.20413203,18.45848307,0.315521546,0.057627355,0.115451206,0.048118263,0.000413409,6.26E-05,1.007420731,3.604385712,2.4779696,3.905850606,12.47059135,19.35606906
0.192804619,0.328897427,0.21289469,0.25804625,0.27213695,0.166057821,1.696055667,0.953234187,1.551631897,1.279208516,1.20594371,3.590838469,0.196841498,0.329769475,0.227018702,0.273729155,0.268707275,0.17066596,1.665655187,0.949802892,1.459443403,1.197963169,1.223334354,3.536094161
0.108794996,0.093947865,1.47E-05,0.000265389,0.002196287,2.72E-08,2.571638454,2.805392239,18.78091795,13.30011872,9.377802167,34.8366559,0.116501499,0.094508096,4.32E-06,4.67E-05,0.002397343,4.71E-08,2.463734509,2.79585919,21.11644528,16.5779991,9.217335026,33.74392263
0.794482527,0.669096305,0.001086698,0.001681956,0.160252617,0.002313821,0.06785727,0.182661021,10.6736947,9.867810439,1.971840702,12.13770993,0.794845968,0.666919224,0.001197751,0.001854217,0.155847001,0.00200895,0.067612004,0.185226965,10.49381056,9.688531646,2.014067432,12.42028658
0.273547734,0.724994298,0.066663946,0.190475093,0.033411248,0.0049497,1.198869561,0.123757574,3.363310101,1.713939069,4.524581436,10.61685651,0.288302963,0.722444613,0.062238786,0.166128364,0.028427567,0.00572435,1.127529277,0.126162442,3.476698794,1.917537635,4.801948628,10.32605256
0.433749458,0.547122553,0.005903536,0.002390053,0.090537355,0.003143898,0.612762805,0.362497312,7.579513888,9.222910588,2.864793041,11.52458339,0.406200893,0.542588311,0.00513137,0.002401557,0.09493267,0.002554197,0.689892662,0.370763644,7.83254853,9.214119176,2.788675391,11.94003453
0.9611161,0.469402701,0.002206036,0.001005731,0.013916367,0.000152683,0.00237686,0.523381696,9.369683966,10.81698498,6.048721797,17.5742999,0.961628135,0.471878234,0.002346031,0.000928249,0.011052402,6.85E-05,0.002314625,0.517574347,9.256952052,10.9654802,6.456872333,19.17690847
0.816603684,0.489187823,0.002163834,0.004223607,0.380220503,0.006680321,0.053784776,0.478312187,9.405093945,8.185090694,0.769988846,10.01717854,0.815739653,0.484677902,0.003015014,0.006400966,0.367319899,0.008190146,0.054302055,0.488319487,8.798360393,7.433810429,0.81271119,9.609647195
0.643912637,0.154363822,0.014288983,0.007223114,0.005947482,0.000259886,0.213661414,2.028589395,6.002084886,7.216631376,7.566146177,16.5105332,0.643449465,0.158384617,0.017233591,0.009237504,0.005627865,0.000279556,0.214259081,1.989581759,5.672427617,6.776321997,7.665756693,16.36461906
0.526790741,0.287686113,0.036988715,0.05954569,0.126161959,0.029874984,0.400578316,1.130418392,4.350931259,3.549993329,2.339105766,7.021467631,0.533707977,0.287106373,0.039264812,0.061281472,0.111803009,0.032096216,0.387326667,1.133140884,4.249373554,3.50235921,2.528548646,6.878034273
0.160282158,0.907018969,0.181823733,0.182341021,0.073597257,0.101661162,1.971562039,0.013642115,1.782654282,1.778439849,3.200911158,4.572219874,0.173304568,0.907066363,0.205366636,0.208450085,0.074794942,0.101232445,1.854123495,0.013628148,1.603792138,1.582158277,3.174525327,4.580671934
0.541127532,0.442994192,0.034481115,0.072270443,0.003705951,0.000748243,0.373454006,0.588514335,4.470687478,3.230685226,8.422552629,14.3955651,0.540065609,0.443147896,0.040944915,0.086502976,0.003589344,0.000697657,0.375418178,0.588117753,4.178293243,2.938276708,8.480697679,14.53556611
0.160864957,0.638869048,0.061690395,0.076062408,0.223159423,0.091705162,1.966076301,0.220224324,3.491346337,3.147091931,1.483937855,4.778353221,0.173234859,0.637066553,0.071716395,0.087242762,0.223370654,0.11252608,1.854724901,0.222599203,3.243292163,2.924527497,1.482584096,4.369140516
0.876224255,0.004686065,0.015462306,0.019589426,0.003691435,0.000117689,0.024260366,7.996778585,5.863012723,5.448117361,8.429689049,18.09493216,0.87709189,0.004882612,0.023421866,0.032451214,0.003563315,0.000124895,0.023918725,7.922412718,5.136942282,4.574500056,8.493939214,17.9760766
0.045057725,0.91454983,0.39539873,0.444655189,0.146444633,0.239438335,4.016477615,0.011513602,0.722274848,0.584239923,2.108899146,2.858918742,0.046576531,0.914097318,0.402371255,0.450924281,0.142626198,0.237980149,3.960620517,0.011636344,0.701228361,0.568327522,2.149393754,2.871136029
0.801141072,0.537187243,0.026840398,0.086483071,0.081620058,0.007743922,0.063438808,0.38077784,4.901048238,2.938648408,3.03234333,9.721693891,0.80047685,0.53634799,0.025317236,0.076311072,0.088688619,0.008933352,0.063872462,0.382350453,5.002055396,3.141767441,2.898016573,9.435927209
0.645710565,0.832976368,0.048199002,0.12108562,0.368359943,0.050962593,0.211350992,0.04447283,3.903033573,2.403222119,0.809189637,5.953326759,0.642488007,0.833138535,0.055120114,0.137883361,0.365494669,0.050448449,0.215502965,0.044385224,3.678448628,2.201423439,0.818924961,5.973606555
0.132684879,0.418883008,0.061293601,0.027514467,0.082945693,0.02847124,2.260807264,0.653446912,3.502031445,4.858235189,3.00621644,7.117721629,0.134347483,0.422230866,0.066639627,0.029135649,0.080943784,0.029636039,2.241535806,0.64409764,3.363911066,4.759580479,3.045848963,7.037528215
0.293508389,0.802180571,0.060424865,0.096933149,0.17599663,0.058594209,1.103458364,0.062763296,3.525684623,2.755291473,1.831108847,5.674238828,0.311914762,0.799516885,0.064574511,0.097909573,0.174411788,0.059484993,1.022550603,0.064501977,3.415815237,2.739268562,1.84460828,5.644062422
0.886034415,0.542592383,2.09E-06,4.20E-06,0.091303561,1.88E-06,0.020541728,0.370756162,22.50813223,21.17119291,2.851238753,26.36961892,0.880266512,0.538970534,1.27E-06,2.32E-06,0.089145747,1.34E-06,0.022689811,0.377451094,23.46365472,22.30948814,2.889732108,27.03996319
0.196638205,0.272692828,0.023832544,0.026916933,0.037818011,0.004574211,1.667168615,1.203150878,5.106777712,4.896131247,4.313188731,10.77464225,0.1995093,0.271265058,0.033178548,0.041666181,0.037190963,0.00566224,1.645962853,1.210338677,4.53654222,4.148713031,4.341645493,10.34787136
0.238341608,0.077476716,0.063429517,0.031109525,0.006678437,0.000259257,1.390376028,3.117054473,3.445362228,4.646908607,7.357478822,16.5153803,0.254046279,0.076770054,0.063517508,0.027112806,0.004694125,0.000202486,1.300914324,3.13198836,3.443071476,4.883613273,7.993666907,17.00967834
0.11375554,0.409539549,0.250159816,0.351530587,0.009308224,0.005147645,2.501256035,0.680137011,1.322410963,0.867924319,6.762711031,10.53843209,0.113004979,0.409199452,0.240431437,0.334728239,0.005453666,0.003662065,2.511685927,0.68112544,1.378062574,0.930518464,7.722505398,11.21945615
0.301843121,0.433229873,0.0229257,0.020551731,0.011648961,0.003790676,1.066033434,0.614149075,5.174126139,5.364410719,6.363529314,11.15042197,0.299751738,0.435170875,0.015338303,0.00757101,0.012813265,0.002084761,1.075298328,0.608983295,5.877187627,7.132239776,6.194711006,12.34620227
0.087777935,0.24164775,0.313745952,0.19140987,0.007654485,0.007811782,2.914659564,1.370955696,1.014840663,1.70673243,7.112580391,9.704244253,0.086408677,0.23919166,0.304450763,0.180760852,0.007492624,0.008178351,2.940038435,1.385351687,1.054596844,1.791357503,7.150903396,9.612529567
0.651007397,0.538700229,0.000646558,0.000837314,0.004778979,8.09E-05,0.204632409,0.377954058,11.63691218,11.15664056,7.961234997,18.84435263,0.643314401,0.533895358,0.000360678,0.00057412,0.00430924,3.02E-05,0.214433555,0.386971998,12.72563061,11.85806903,8.148684759,20.81734622
0.097891429,0.093727984,0.596731064,0.682601773,0.376104388,0.122384904,2.739564709,2.809150714,0.279954464,0.167211776,0.783396469,4.201168499,0.078274305,0.094577478,0.536695312,0.595683807,0.363576432,0.113954891,3.100374101,2.794682844,0.38169909,0.281555022,0.825501911,4.343905203
0.662988846,0.262730413,0.046388063,0.095117058,0.5665664,0.073272195,0.189913229,1.254312479,3.967446651,2.785566413,0.328461535,5.227148139,0.658355241,0.267242088,0.050891581,0.106264581,0.550842971,0.06754896,0.195527694,1.230848504,3.811837841,2.608912962,0.355809183,5.389805234
0.73515298,0.763995278,0.000916222,0.000607731,0.231312846,0.001558914,0.114432653,0.090143127,10.98964858,11.75214761,1.432770362,12.92753133,0.730359125,0.763536546,0.000863419,0.000610754,0.207794568,0.001365315,0.118782143,0.090504673,11.0996962,11.74291205,1.586725674,13.19273999
0.004200181,0.817045116,0.742665521,0.608406264,0.008719005,0.028639387,8.195180935,0.053521506,0.107797673,0.26250225,6.87949802,7.105944662,0.006356334,0.81458382,0.741305809,0.599453931,0.004806365,0.01809088,7.446403445,0.054998113,0.108982258,0.275820283,7.950893177,8.024694656
0.728554844,0.563486271,0.000250594,0.000436448,0.079831459,0.000356784,0.120442697,0.333703769,13.4076926,12.36931257,3.068329652,15.87676008,0.717884383,0.562764514,7.91E-05,0.000122602,0.081894124,0.000102244,0.130528807,0.334940172,15.5805565,14.75223231,3.026904411,18.37630036
0.518822631,0.435839136,0.02307025,0.041720288,0.018993328,0.002492706,0.416233166,0.607212902,5.163207793,4.146515743,5.502129713,11.98877284,0.516021981,0.434547061,0.020244881,0.035312648,0.019212735,0.002498906,0.421836712,0.610639681,5.390654049,4.429993215,5.482048135,11.98380427
0.226275608,0.297591555,0.039562002,0.028780114,0.067855652,0.016525901,1.46412072,1.084955775,4.236570643,4.78071824,3.33414531,8.205652712,0.241148601,0.30211392,0.049267314,0.040497077,0.059922096,0.023215196,1.373866928,1.06483984,3.866221676,4.196936452,3.539539487,7.52589647
0.770445472,0.315210353,0.002283913,0.005806486,0.484610818,0.007037114,0.085142716,1.008717204,9.306106604,7.609398304,0.488469506,9.913114289,0.761270527,0.31272015,0.001437671,0.003400125,0.47606381,0.004486689,0.092302207,1.019152386,10.15683631,8.579265418,0.507866691,10.81328038
0.346903137,0.00849431,0.176925041,0.13910945,0.177657346,0.00951423,0.884753112,6.926176285,1.823265716,2.187782645,1.817112689,9.309933395,0.360012822,0.008585791,0.203300112,0.164272236,0.174897452,0.010071518,0.837848516,6.907021265,1.618506845,1.934451629,1.840456499,9.196087679
0.97151222,0.07518296,0.00094896,0.002509795,0.036929059,0.000121952,0.001275327,3.166074215,10.92459477,9.133438903,4.353680402,18.02376855,0.970894607,0.073048898,0.000425816,0.000800607,0.033974918,5.00E-05,0.00133125,3.213146103,12.41536468,11.23982564,4.495965735,19.80793015
0.469739271,0.157756384,1.93E-06,1.78E-06,0.183345788,1.65E-06,0.522589241,1.995601879,22.66727669,22.8137925,1.770293277,26.63205782,0.462318209,0.155547074,2.68E-06,3.71E-06,0.175006818,2.40E-06,0.540276378,2.016991363,22.03431257,21.40851624,1.839523397,25.88381789
0.580938554,0.053278654,0.001033733,0.00425398,0.013914536,2.32E-05,0.30471979,3.735157162,10.76615048,8.172092718,6.048954177,21.34309209,0.575834618,0.056878854,0.000853172,0.002981062,0.015125884,1.52E-05,0.313017148,3.626132338,11.12183766,8.819023203,5.901745957,22.18914951
