Est.NT.LB,Est.NT.UB,Est.AT.LB,Est.AT.UB,Est.CO.LB,Est.CO.UB,True.NT.LB,True.NT.UB,True.AT.LB,True.AT.UB,True.CO.LB,True.CO.UB,CI.NT.LB,CI.NT.UB,CI.AT.LB,CI.AT.UB,CI.CO.LB,CI.CO.UB,Cover.NT,Cover.AT,Cover.CO
0.061706102,0.187075198,0,0.280671296,0.125589247,0.361227791,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.014388539,0.264286391,0,0.538695045,0.022863723,0.432920816,1,1,0
0.185764376,0.260857028,0,0.282545805,0.225491774,0.390545345,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.084792643,0.341575964,0,0.500186567,0.123707385,0.494963298,1,1,1
0.088293688,0.146982814,0,0.423076923,0.269658038,0.467587113,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.030558078,0.249062446,0,0.653747686,0.165178645,0.537096152,1,1,1
0.121888647,0.228530534,0,0.3,0.272193462,0.475641738,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.065596416,0.305094926,0,0.628563362,0.149594898,0.55836226,1,1,1
0.163987555,0.232953072,0,0.372727273,0.31257956,0.522377451,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.083416113,0.321147585,0,0.620727969,0.221982494,0.613576289,1,1,0
0.084285342,0.203389831,0,0.166487069,0.160351831,0.373212796,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.027330086,0.276785714,0,0.53591792,0,0.475993026,1,1,1
0.102543853,0.187431694,0.14228271,0.425301577,0.299116295,0.498051241,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.041479019,0.260562109,0,0.701763718,0.183078817,0.562826259,1,1,1
0.103848697,0.18699187,0,0.217261905,0.247349688,0.408794749,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.047587049,0.269028241,0,0.529509804,0.120038636,0.500005601,1,1,1
0.148545572,0.207369101,0,0.296296296,0.255268137,0.427016554,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.055079695,0.30005847,0,0.566724138,0.152677099,0.518725641,1,1,1
0.165863131,0.263157895,0,0.365053322,0.318339473,0.537012541,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.075931022,0.344700235,0,0.660826863,0.191757315,0.605261623,1,1,1
0.073993299,0.164799312,0.107142857,0.357142857,0.21875498,0.438343701,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.021806123,0.230337876,0,0.68872219,0.057980063,0.541998444,1,1,1
0.175,0.25,0,0.248991122,0.205290048,0.391933816,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.079785921,0.327433628,0,0.588463501,0.059111571,0.485149685,1,1,1
0.124959591,0.233569352,0,0.262105373,0.209168976,0.400704225,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.048071933,0.325962892,0,0.565372671,0.10549632,0.487989308,1,1,1
0.099110435,0.153846154,0,0.394679864,0.208699203,0.486822897,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.041370814,0.241106242,0,0.627135122,0.071530682,0.574072757,1,1,1
0.137925326,0.186046512,0,0.233238687,0.381753587,0.525519219,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.071270266,0.267251928,0,0.659224742,0.221159474,0.618796042,1,1,0
0.153461437,0.239668334,0.036094225,0.362535328,0.261375505,0.476345788,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.049002808,0.307543191,0,0.643055556,0.140278526,0.570724595,1,1,1
0.124201788,0.227650064,0.143220339,0.397457627,0.249142035,0.457521641,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.040327528,0.313048857,0,0.656361607,0.099857926,0.562694369,1,1,1
0.104632955,0.185162602,0,0.103448276,0.263126047,0.404695544,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.037558673,0.272760943,0,0.400013103,0.104695258,0.507040839,1,1,1
0.143347339,0.243697479,0,0.49439296,0.172705624,0.454800622,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.058534588,0.318108569,0,0.686155442,0.062886161,0.556258414,1,1,1
0.076784797,0.178479712,0.009783368,0.462613557,0.232794298,0.498048597,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0,0.245911506,0,0.686460756,0.128586787,0.570190716,1,1,1
0.177501055,0.235753482,0.080076628,0.424904215,0.281772209,0.45861255,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.071279982,0.338672686,0,0.68,0.154081736,0.549974396,1,1,1
0.156648452,0.250665546,0,0.193885089,0.233835226,0.422056499,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.070933052,0.33058328,0,0.554255756,0.072343568,0.527518419,1,1,1
0.131367529,0.217391304,0.007210031,0.369278997,0.27863529,0.525385632,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.073523001,0.298404055,0,0.655844262,0.129008476,0.598234614,1,1,1
0.079075426,0.149250864,0.027050998,0.390687361,0.282682001,0.485584028,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0,0.245286118,0,0.671881404,0.148562791,0.561491353,1,1,1
0.126385232,0.205070738,0,0.625922579,0.184226484,0.48372031,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.0647211,0.284155603,0,0.754294829,0.164196082,0.542527409,1,1,1
0.124294146,0.214285714,0.018867925,0.396226415,0.235441229,0.460899901,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.07282634,0.287383952,0,0.673493118,0.122618534,0.544916254,1,1,1
0.099792126,0.183333333,0.122641509,0.443396226,0.240288568,0.445394007,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.045030867,0.260513336,0,0.727272727,0.097269176,0.537009728,1,1,1
0.119675808,0.178414649,0.081623932,0.404700855,0.261065346,0.49709271,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.053942651,0.256139843,0,0.672727273,0.112494951,0.601185821,1,1,1
0.137424121,0.217070138,0,0.362173649,0.264426724,0.468564337,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.044663089,0.312025307,0,0.612481984,0.152657158,0.540058257,1,1,1
0.078459135,0.133179664,0,0.167690732,0.274332701,0.430668726,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.031744962,0.230075521,0,0.508339026,0.118359526,0.544135207,1,1,1
0.101688816,0.173973974,0,0.25,0.294929603,0.487704918,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.051411314,0.277157419,0,0.609869338,0.132575844,0.574166603,1,1,1
0.083333333,0.172619048,0.067982456,0.471491228,0.198232323,0.437422645,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0,0.267833036,0,0.711172182,0.055091534,0.529418325,1,1,1
0.137629261,0.207874118,0.089748549,0.454952311,0.256753396,0.487875914,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.07723911,0.286856597,0,0.666666667,0.136900789,0.587030435,1,1,1
0.088025016,0.168954996,0,0.361279461,0.230060404,0.46085947,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.035206287,0.243818046,0,0.59623818,0.132201127,0.540035509,1,1,1
0.063596661,0.173706097,0.020717721,0.398076212,0.172110653,0.431808875,0.110204082,0.216326531,0,0.324074074,0.217557252,0.450381679,0.014725503,0.249387711,0,0.622234019,0.066215779,0.501523148,1,1,1
