"Estimate","True","Pvalue","Coverage"
0.34,0.235772358,2.56663823527958e-09,1
0.338028169,0.235772358,5.5186233360871e-10,1
0.360544218,0.235772358,3.90443233300175e-12,1
0.325259516,0.235772358,2.28454588580007e-10,1
0.341296928,0.235772358,7.27757853979938e-11,1
0.3089701,0.235772358,1.26451678683637e-07,1
0.325423729,0.235772358,3.9990315503502e-09,1
0.351170569,0.235772358,8.09352584951739e-13,1
0.32247557,0.235772358,5.18384117853543e-08,1
0.343642612,0.235772358,2.75119926840262e-11,1
0.329931973,0.235772358,1.06386011111681e-10,1
0.363013699,0.235772358,1.55431223447522e-15,1
0.337883959,0.235772358,4.7546411252597e-12,1
0.347826087,0.235772358,5.18918241709798e-13,1
0.345890411,0.235772358,1.5496270933113e-11,1
0.333333333,0.235772358,2.96656121889782e-09,1
0.35,0.235772358,1.32500677096914e-11,1
0.332155477,0.235772358,9.66307034389047e-11,1
0.324414716,0.235772358,9.46888123465328e-10,1
0.383275261,0.235772358,0,0
0.375,0.235772358,1.55431223447522e-15,1
0.343537415,0.235772358,5.89861492983346e-12,1
0.393220339,0.235772358,1.86517468137026e-14,1
0.343434343,0.235772358,6.70574706873595e-14,1
0.360927152,0.235772358,7.37188088351104e-14,1
0.344594595,0.235772358,1.95732319241415e-12,1
0.320557491,0.235772358,3.70512800440537e-08,1
0.372013652,0.235772358,0,1
0.301694915,0.235772358,3.52237143896872e-08,1
0.349480969,0.235772358,0,1
0.342372881,0.235772358,7.82624409723098e-10,1
0.375862069,0.235772358,1.3988810110277e-14,1
0.365771812,0.235772358,0,1
0.311188811,0.235772358,7.32371718825675e-10,1
0.343434343,0.235772358,1.72750702631674e-13,1
0.33557047,0.235772358,8.45630232504391e-11,1
0.340136054,0.235772358,3.70814490224802e-14,1
0.342465753,0.235772358,1.35447209004269e-14,1
0.291946309,0.235772358,4.05370981226838e-08,0
0.346801347,0.235772358,3.59512419834118e-12,1
0.34965035,0.235772358,5.37347943918576e-13,1
0.326797386,0.235772358,1.29095489853626e-09,1
0.341216216,0.235772358,2.75254707915451e-09,1
0.359589041,0.235772358,2.35458319508552e-10,1
0.353333333,0.235772358,6.58584298207643e-13,1
0.398550725,0.235772358,0,1
0.333333333,0.235772358,1.11195408436515e-09,1
0.345762712,0.235772358,2.39726016815212e-11,1
0.334459459,0.235772358,3.73276978216097e-08,1
0.362416107,0.235772358,4.44089209850063e-16,1
0.339100346,0.235772358,8.54021298124508e-11,1
0.370748299,0.235772358,4.66293670342566e-15,1
0.319444444,0.235772358,2.97539104465727e-10,1
0.333333333,0.235772358,6.73572309040082e-12,1
0.348591549,0.235772358,3.00581781687015e-12,1
0.346289753,0.235772358,4.17443857259059e-14,1
0.362369338,0.235772358,1.11022302462516e-15,1
0.3728223,0.235772358,4.68514116391816e-14,1
0.366101695,0.235772358,4.90718576884319e-14,1
0.387900356,0.235772358,0,1
0.370629371,0.235772358,9.32587340685131e-15,1
0.345762712,0.235772358,1.31938904246454e-12,1
0.323943662,0.235772358,6.22699891650313e-10,1
0.346938776,0.235772358,3.07465164439691e-12,1
0.33559322,0.235772358,1.35869093753627e-11,1
0.357388316,0.235772358,5.49249534742557e-12,1
0.354304636,0.235772358,2.77999845366139e-13,1
0.359060403,0.235772358,4.34385860614839e-12,1
0.36013986,0.235772358,2.88657986402541e-15,1
0.346801347,0.235772358,2.66453525910038e-14,1
0.350694444,0.235772358,1.18476339849849e-11,1
0.361774744,0.235772358,6.61692922676593e-14,1
0.344709898,0.235772358,5.17741405303696e-11,1
0.33559322,0.235772358,6.45647979524711e-11,1
0.311864407,0.235772358,2.05785533058389e-08,1
0.364238411,0.235772358,7.0832228971085e-14,1
0.347682119,0.235772358,3.10862446895044e-15,1
0.375438596,0.235772358,0,1
0.360544218,0.235772358,1.15840670389389e-12,1
0.375862069,0.235772358,3.73034936274053e-14,1
0.352313167,0.235772358,4.26547686060985e-13,1
0.37037037,0.235772358,1.26565424807268e-14,1
0.321799308,0.235772358,3.56226159681228e-11,1
0.359589041,0.235772358,1.07913677993565e-13,1
0.317880795,0.235772358,4.00183930437947e-09,1
0.340277778,0.235772358,1.27675647831893e-13,1
0.336769759,0.235772358,1.18821597006047e-08,1
0.364583333,0.235772358,1.11022302462516e-15,1
0.356164384,0.235772358,1.53210777398272e-14,1
0.36026936,0.235772358,1.33226762955019e-15,1
0.333333333,0.235772358,9.36495325731812e-12,1
0.342192691,0.235772358,8.80184813922824e-13,1
0.389473684,0.235772358,1.17617027228789e-12,1
0.367346939,0.235772358,2.72892819452863e-13,1
0.36013986,0.235772358,9.67226299053436e-13,1
0.304054054,0.235772358,7.30204341437002e-10,1
0.319727891,0.235772358,5.36723399058303e-09,1
0.362711864,0.235772358,6.90381085632907e-12,1
0.320945946,0.235772358,2.61577870475094e-10,1
0.323129252,0.235772358,6.40375530380766e-09,1
0.335689046,0.235772358,6.04725158837027e-11,1
0.346153846,0.235772358,2.01882954797838e-12,1
0.352542373,0.235772358,6.21724893790088e-15,1
0.320945946,0.235772358,6.81922962542103e-10,1
0.321192053,0.235772358,1.73741114783965e-06,1
0.34375,0.235772358,3.55450868738671e-09,1
0.375,0.235772358,8.65973959207622e-15,1
0.361403509,0.235772358,1.34670052887031e-12,1
0.33447099,0.235772358,1.81479276051277e-10,1
0.351170569,0.235772358,1.54365409343882e-12,1
0.329896907,0.235772358,1.2167333807156e-10,1
0.368421053,0.235772358,3.33066907387547e-15,1
0.348275862,0.235772358,8.65973959207622e-15,1
0.343137255,0.235772358,8.79296635503124e-13,1
0.359589041,0.235772358,1.33995037288059e-11,1
0.336769759,0.235772358,1.33226762955019e-15,1
0.349315068,0.235772358,1.88893345409724e-12,1
0.352941176,0.235772358,8.21565038222616e-15,1
0.312080537,0.235772358,3.89280250256974e-08,1
0.331034483,0.235772358,2.16715534406831e-12,1
0.353535354,0.235772358,2.4713564528156e-13,1
0.340136054,0.235772358,3.27979865488714e-11,1
0.353135314,0.235772358,9.23159326760015e-11,1
0.32781457,0.235772358,8.18340779584759e-08,1
0.352739726,0.235772358,1.24344978758018e-14,1
0.346938776,0.235772358,2.18514095706723e-12,1
0.317406143,0.235772358,5.76742165137034e-09,1
0.291666667,0.235772358,2.23992889791802e-07,1
0.353146853,0.235772358,8.1645801230934e-13,1
0.402061856,0.235772358,0,0
0.31358885,0.235772358,4.5013770488822e-09,1
0.329896907,0.235772358,1.00541797110054e-12,1
0.334448161,0.235772358,3.25287530245078e-09,1
0.368243243,0.235772358,1.3988810110277e-14,1
0.35862069,0.235772358,8.61533067109121e-14,1
0.312080537,0.235772358,2.34723659175984e-07,1
0.356902357,0.235772358,3.24185123190546e-14,1
0.313131313,0.235772358,8.54121884330539e-10,1
0.373287671,0.235772358,7.105427357601e-15,1
0.343971631,0.235772358,2.37809771874709e-13,1
0.363934426,0.235772358,1.35225164399344e-13,1
0.351724138,0.235772358,2.22044604925031e-16,1
0.334519573,0.235772358,1.25208732271176e-11,1
0.354166667,0.235772358,7.28528348759028e-13,1
0.369863014,0.235772358,1.4299672557172e-13,1
0.324324324,0.235772358,3.26703832875808e-08,1
0.352313167,0.235772358,1.084021761244e-11,1
0.324324324,0.235772358,1.12810472074898e-09,1
0.357638889,0.235772358,2.88657986402541e-15,1
0.370748299,0.235772358,0,1
0.313993174,0.235772358,5.97023881443448e-08,1
0.369491525,0.235772358,6.3629101987317e-12,1
0.336769759,0.235772358,3.02421865328029e-10,1
0.389078498,0.235772358,0,1
0.337979094,0.235772358,3.33066907387547e-14,1
0.328719723,0.235772358,3.51150220012642e-11,1
0.355172414,0.235772358,3.33066907387547e-15,1
0.350515464,0.235772358,5.08704189883247e-13,1
0.342372881,0.235772358,4.07147648928685e-11,1
0.347079038,0.235772358,9.67870228407719e-12,1
0.381270903,0.235772358,5.55111512312578e-15,1
0.333333333,0.235772358,1.04784181331752e-10,1
0.350694444,0.235772358,1.5072831871521e-11,1
0.353571429,0.235772358,2.26485497023532e-14,1
0.347972973,0.235772358,1.66799907219684e-12,1
0.330960854,0.235772358,5.20789855684711e-10,1
0.366438356,0.235772358,2.33146835171283e-14,1
0.326599327,0.235772358,2.91191515344735e-10,1
0.329824561,0.235772358,4.20663504030472e-12,1
0.353135314,0.235772358,1.06581410364015e-14,1
0.291366906,0.235772358,1.29833994444439e-07,0
0.357142857,0.235772358,5.55111512312578e-15,1
0.336805556,0.235772358,9.74464953173992e-12,1
0.377104377,0.235772358,6.66133814775094e-15,1
0.34375,0.235772358,1.14402931572499e-10,1
0.356643357,0.235772358,2.61790589206612e-12,1
0.344481605,0.235772358,1.12665432538961e-12,1
0.341726619,0.235772358,4.54969395491389e-13,1
0.340206186,0.235772358,6.85385082022094e-12,1
0.360424028,0.235772358,5.10702591327572e-15,1
0.327645051,0.235772358,1.02818642488955e-10,1
0.336700337,0.235772358,2.74844591530155e-11,1
0.339041096,0.235772358,1.39221967287995e-13,1
0.333333333,0.235772358,2.26485497023532e-14,1
0.360927152,0.235772358,0,1
0.318493151,0.235772358,2.67408317711215e-12,1
0.356435644,0.235772358,4.47863968133788e-13,1
0.388111888,0.235772358,0,1
0.35395189,0.235772358,2.44249065417534e-15,1
0.312714777,0.235772358,2.03990158098577e-11,1
0.340206186,0.235772358,4.21884749357559e-15,1
0.369127517,0.235772358,1.0635936575909e-13,1
0.371428571,0.235772358,6.21724893790088e-14,1
0.359589041,0.235772358,5.09148279093097e-13,1
0.346938776,0.235772358,2.2918555941942e-11,1
0.325503356,0.235772358,2.23396856569025e-11,1
0.352739726,0.235772358,2.22044604925031e-14,1
0.331125828,0.235772358,5.50494094753162e-10,1
0.347682119,0.235772358,1.10439657419192e-10,1
0.365187713,0.235772358,4.66293670342566e-14,1
0.340350877,0.235772358,4.29614122055e-11,1
0.375415282,0.235772358,0,1
0.323232323,0.235772358,1.09090514399668e-12,1
0.37414966,0.235772358,6.3726801613484e-14,1
0.321799308,0.235772358,2.74713585213249e-12,1
0.377926421,0.235772358,1.55431223447522e-15,1
0.310810811,0.235772358,2.87721745317882e-07,1
0.33105802,0.235772358,9.00681751403454e-11,1
0.329931973,0.235772358,4.2499337382651e-13,1
0.375,0.235772358,0,1
0.341137124,0.235772358,4.17397894025839e-10,1
0.331081081,0.235772358,2.76689782197082e-12,1
0.333333333,0.235772358,1.69058100851771e-11,1
0.358361775,0.235772358,3.98259203393536e-12,1
0.319444444,0.235772358,2.17825757431456e-13,1
0.342281879,0.235772358,3.70814490224802e-14,1
0.362711864,0.235772358,7.22089055216202e-13,1
0.319078947,0.235772358,3.88344889579173e-09,1
0.372483221,0.235772358,3.5527136788005e-15,1
0.32996633,0.235772358,4.0017278379878e-09,1
0.35395189,0.235772358,1.35447209004269e-13,1
0.36026936,0.235772358,3.75699471533153e-13,1
0.32,0.235772358,7.1226224918064e-10,1
